Unit ID:,2,,,,,,,,,,,,,
User ID:,,,,,,,,,,,,,,
Site:,cow,,,,,,,,,,,,,
Log Interval:,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Model, Submodel, S/N, S/W Ver,,,,,,,,,,,
11/19/2018,11:10:56,4.752,743.6,93.7,12.04,110.7,7.62,278.9,5.1,0.51,0.5,1.41,5.35,3.647
11/19/2018,11:10:57,4.752,743.6,93.7,12.04,110.7,7.62,279.3,10.71,0.514,0.51,1.42,5.39,3.675
11/19/2018,11:10:58,4.753,743.5,93.7,12.04,110.7,7.62,279.7,1143.9,0.543,0.54,1.442,5.47,3.701
11/19/2018,11:10:59,4.755,743.6,93.7,12.04,110.7,7.61,280.2,2622.6,0.614,0.61,1.694,6.45,3.726
11/19/2018,11:11:00,4.757,743.5,93.7,12.04,110.7,7.61,280.6,4643.4,0.69,0.68,1.788,6.82,3.753
11/19/2018,11:11:01,4.76,743.5,93.7,12.04,110.7,7.61,281.1,4822,0.75,0.74,1.919,7.32,3.773
11/19/2018,11:11:02,4.763,743.5,93.7,12.03,110.7,7.6,281.5,13631.6,0.803,0.8,1.668,6.35,3.792
11/19/2018,11:11:03,4.766,743.5,93.7,12.03,110.7,7.6,281.9,20230.1,0.827,0.82,1.668,6.35,3.809
11/19/2018,11:11:04,4.768,743.5,93.7,12.03,110.7,7.5,282.3,18280.7,0.815,0.81,1.615,6.14,3.829
11/19/2018,11:11:05,4.769,743.5,93.7,12.03,110.7,7.5,282.7,2584.1,0.819,0.81,1.509,5.73,3.844
11/19/2018,11:11:06,4.77,743.5,93.7,12.03,110.7,7.5,283.1,1040.8,0.835,0.83,1.488,5.65,3.858
11/19/2018,11:11:07,4.772,743.4,93.7,12.03,110.7,7.49,283.5,502.88,0.838,0.83,1.468,5.57,3.871
11/19/2018,11:11:08,4.772,743.4,93.7,12.03,110.7,7.49,283.9,282.5,0.857,0.85,1.548,5.88,3.885
11/19/2018,11:11:09,4.773,743.6,93.7,12.03,110.7,7.49,284.2,205.05,0.874,0.87,1.623,6.17,3.897
11/19/2018,11:11:10,4.774,743.5,93.7,12.03,110.7,7.48,284.5,143.54,0.905,0.9,1.634,6.22,3.907
11/19/2018,11:11:11,4.775,743.5,93.7,12.03,110.7,7.48,284.8,130.55,0.923,0.92,1.658,6.31,3.917
11/19/2018,11:11:12,4.775,743.5,93.7,12.03,110.7,7.48,213.1,92.59,0.947,0.94,1.658,6.31,3.928
11/19/2018,11:11:13,4.773,743.5,93.7,12.03,110.7,7.48,189.3,72.61,0.958,0.95,1.649,6.28,3.936
11/19/2018,11:11:14,4.771,743.5,93.7,12.03,110.7,7.48,178.7,59.18,0.971,0.96,1.656,6.3,3.944
11/19/2018,11:11:15,4.77,743.6,93.7,12.03,110.7,7.48,175.2,53.57,1.003,1,1.678,6.39,3.952
11/19/2018,11:11:16,4.768,743.5,93.7,12.03,110.7,7.48,171.8,48.25,1.018,1.01,1.731,6.59,3.959
11/19/2018,11:11:17,4.767,743.5,93.7,12.03,110.7,7.48,169.2,45.51,0.965,0.96,1.774,6.76,3.967
11/19/2018,11:11:18,4.767,743.4,93.7,12.03,110.7,7.48,168.3,44.4,0.917,0.91,1.823,6.95,3.987
11/19/2018,11:11:19,4.767,743.5,93.7,12.03,110.7,7.48,168.1,43.97,0.873,0.87,1.765,6.73,4.014
11/19/2018,11:11:20,4.767,743.5,93.7,12.03,110.8,7.48,168.2,41.89,0.836,0.83,1.735,6.61,4.04
,,,,,,,,,,,,,,
,,,,,,,,,,0.576865854,0.570243902,1.346902439,5.105,
