Unit ID:,1,,Lamar,LK 94,9/19/2018,,,,,,,,,
User ID:,,,,,,,,,,,,,,
Site:,94,,,,,,,,,,,,,
Log Interval:,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Model, Submodel, S/N, S/W Ver,,,,,,,,,,,
Handheld,2, 17F105819,1.0.18,,,,,,,,,,,
5P Sonde,4, 17G100162,1.0.55,,,,,,,,,,,
ODO,1, 18D104460,3.0.0,,,,,,,,,,,
CT,1, 17F102078,3.0.5,,,,,,,,,,,
TAL-PC,1, 18E100678,3.0.0,,,,,,,,,,,
pH/ORP,1, 17E101062,3.0.0,,,,,,,,,,,
Turbidity,1, 18E100545,3.0.0,,,,,,,,,,,
Depth,2, 17F104892,3.0.0,,,,,,,,,,,
,,,,,,,,,,,,,,
Date,Time,°C,mmHg,DO %,DO mg/L,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,Chl RFU,Chl ug/L,DEP m
9/19/2018,8:32:52,26.229,735.2,79.1,6.39,218.6,8.02,315.6,5.02,2.173,2.14,2.732,11.12,1.757
9/19/2018,8:32:53,26.223,735.2,78.8,6.37,218.7,8.01,315.6,5.03,2.183,2.15,2.715,11.05,1.761
9/19/2018,8:32:54,26.219,735.2,78.6,6.35,218.7,8.01,315.8,5.05,2.19,2.16,2.708,11.02,1.765
9/19/2018,8:32:55,26.214,735.2,78.3,6.33,218.7,8,315.8,5.07,2.195,2.16,2.591,10.54,1.769
9/19/2018,8:32:56,26.21,735.3,78,6.3,218.8,8,315.9,5.09,2.197,2.16,2.63,10.7,1.772
9/19/2018,8:32:57,26.206,735.2,77.8,6.28,218.8,7.99,316,5.1,2.197,2.16,2.516,10.24,1.776
9/19/2018,8:32:58,26.204,735.2,77.5,6.26,218.8,7.99,316.1,5.13,2.209,2.17,2.967,12.07,1.781
9/19/2018,8:32:59,26.2,735.3,77.3,6.24,218.8,7.99,316.2,5.15,2.218,2.18,2.854,11.61,1.785
9/19/2018,8:33:00,26.195,735.2,77,6.22,218.9,7.98,316.4,5.12,2.233,2.2,2.847,11.58,1.789
9/19/2018,8:33:01,26.189,735.3,76.8,6.2,218.9,7.98,316.5,5.1,2.234,2.2,2.772,11.28,1.793
9/19/2018,8:33:02,26.184,735.3,76.5,6.18,219,7.97,316.6,5.14,2.236,2.2,2.728,11.1,1.798
9/19/2018,8:33:03,26.179,735.2,76.3,6.16,219,7.97,316.7,5.12,2.238,2.2,2.701,10.99,1.803
9/19/2018,8:33:04,26.174,735.3,76,6.14,219.1,7.96,316.9,5.12,2.24,2.21,2.68,10.9,1.807
9/19/2018,8:33:05,26.17,735.2,75.7,6.12,219.1,7.96,317,5.11,2.242,2.21,2.682,10.92,1.813
9/19/2018,8:33:06,26.166,735.3,75.4,6.1,219.1,7.95,317.1,5.07,2.242,2.21,2.67,10.86,1.818
9/19/2018,8:33:07,26.161,735.3,75.1,6.08,219.2,7.95,317.2,5.09,2.237,2.2,2.65,10.78,1.823
9/19/2018,8:33:08,26.155,735.2,74.8,6.05,219.2,7.94,317.4,5.07,2.233,2.2,2.611,10.63,1.829
9/19/2018,8:33:09,26.147,735.3,74.5,6.03,219.2,7.93,317.5,5.06,2.235,2.2,2.602,10.59,1.835
9/19/2018,8:33:10,26.137,735.2,74.2,6,219.2,7.93,317.6,5.04,2.228,2.19,2.582,10.51,1.842
9/19/2018,8:33:11,26.126,735.2,73.8,5.97,219.3,7.92,317.8,5.05,2.227,2.19,2.555,10.4,1.848
9/19/2018,8:33:12,26.115,735.2,70.3,5.69,219.3,7.91,317.9,5.03,2.221,2.19,2.561,10.42,1.855
9/19/2018,8:33:13,26.107,735.3,69.7,5.64,219.4,7.91,318.1,5,2.219,2.18,2.565,10.44,1.863
9/19/2018,8:33:14,26.097,735.3,69.1,5.59,219.4,7.9,318.2,5,2.214,2.18,2.571,10.46,1.87
9/19/2018,8:33:15,26.085,735.2,68.7,5.56,219.4,7.89,318.4,5.03,2.214,2.18,2.572,10.47,1.88
9/19/2018,8:33:16,26.071,735.2,68.4,5.54,219.4,7.89,318.5,5.05,2.221,2.19,2.572,10.47,1.887
9/19/2018,8:33:17,26.056,735.2,68,5.51,219.5,7.88,318.7,5.02,2.22,2.19,2.604,10.6,1.895
9/19/2018,8:33:18,26.038,735.2,67.7,5.49,219.5,7.87,318.9,5.01,2.22,2.19,2.589,10.54,1.903
9/19/2018,8:33:19,26.022,735.2,67.4,5.46,219.5,7.86,319,4.99,2.22,2.19,2.602,10.59,1.911
9/19/2018,8:33:20,26.006,735.2,67.2,5.45,219.6,7.85,319.2,5.01,2.227,2.19,2.604,10.6,1.919
9/19/2018,8:33:21,25.993,735.3,66.9,5.43,219.6,7.85,319.3,5,2.235,2.2,2.63,10.7,1.926
9/19/2018,8:33:22,25.98,735.2,66.7,5.41,219.6,7.84,319.5,5,2.248,2.21,2.641,10.75,1.933
9/19/2018,8:33:23,25.966,735.3,66.5,5.39,219.7,7.83,319.6,4.98,2.265,2.23,2.674,10.88,1.942
9/19/2018,8:33:24,25.951,735.2,66.2,5.38,219.7,7.82,319.8,4.99,2.268,2.23,2.676,10.89,1.951
9/19/2018,8:33:25,25.937,735.2,66,5.36,219.8,7.81,319.9,4.99,2.277,2.24,2.679,10.9,1.96
9/19/2018,8:33:26,25.917,735.2,65.8,5.34,219.9,7.8,320,5,2.3,2.27,2.68,10.91,1.97
9/19/2018,8:33:27,25.901,735.3,65.6,5.33,220,7.8,320.2,5,2.324,2.29,2.677,10.89,1.979
9/19/2018,8:33:28,25.885,735.2,65.4,5.31,220.1,7.79,320.3,5.03,2.346,2.31,2.677,10.89,1.991
9/19/2018,8:33:29,25.875,735.2,64.9,5.28,220.2,7.78,320.5,5.04,2.37,2.34,2.701,10.99,2.001
9/19/2018,8:33:30,25.866,735.2,64.5,5.24,220.3,7.77,320.6,5.01,2.388,2.35,2.727,11.1,2.011
9/19/2018,8:33:31,25.858,735.2,64.1,5.21,220.4,7.76,320.8,5,2.412,2.38,2.73,11.11,2.022
9/19/2018,8:33:32,25.85,735.2,63.7,5.18,220.5,7.75,320.9,5.04,2.436,2.4,2.737,11.14,2.034
9/19/2018,8:33:33,25.838,735.2,63.3,5.15,220.6,7.74,321.1,5.08,2.462,2.43,2.76,11.23,2.044
9/19/2018,8:33:34,25.825,735.3,63,5.12,220.8,7.73,321.2,5.11,2.481,2.45,2.749,11.18,2.055
9/19/2018,8:33:35,25.811,735.3,62.6,5.09,220.8,7.73,321.3,5.16,2.497,2.46,2.743,11.16,2.065
9/19/2018,8:33:36,25.801,735.2,62.3,5.07,221,7.72,321.4,5.15,2.518,2.48,2.743,11.16,2.077
9/19/2018,8:33:37,25.791,735.3,61.9,5.04,221,7.71,321.5,5.13,2.529,2.49,2.751,11.2,2.087
9/19/2018,8:33:38,25.782,735.2,61.6,5.01,221.1,7.7,321.7,5.12,2.535,2.5,2.755,11.21,2.098
9/19/2018,8:33:39,25.777,735.2,61.2,4.99,221.2,7.7,321.8,5.13,2.544,2.51,2.762,11.24,2.109
9/19/2018,8:33:40,25.772,735.2,60.9,4.96,221.2,7.69,321.9,5.14,2.558,2.52,2.76,11.23,2.119
9/19/2018,8:33:41,25.767,735.2,57.4,4.68,221.3,7.68,322,5.14,2.573,2.54,2.756,11.22,2.132
9/19/2018,8:33:42,25.761,735.2,56.4,4.6,221.3,7.68,322.1,5.15,2.58,2.55,2.757,11.22,2.143
9/19/2018,8:33:43,25.753,735.2,55.5,4.52,221.3,7.67,322.2,5.14,2.585,2.55,2.752,11.2,2.153
9/19/2018,8:33:44,25.745,735.4,54.7,4.46,221.4,7.66,322.3,5.14,2.588,2.55,2.739,11.14,2.164
9/19/2018,8:33:45,25.736,735.4,54.5,4.44,221.4,7.66,322.4,5.14,2.585,2.55,2.743,11.16,2.177
9/19/2018,8:33:46,25.732,735.3,54.2,4.41,221.4,7.65,322.5,5.11,2.579,2.54,2.745,11.17,2.186
9/19/2018,8:33:47,25.729,735.3,53.8,4.38,221.4,7.64,322.6,5.09,2.575,2.54,2.722,11.07,2.193
9/19/2018,8:33:48,25.726,735.3,53.5,4.36,221.4,7.64,322.7,5.08,2.577,2.54,2.718,11.06,2.2
9/19/2018,8:33:49,25.722,735.3,53.1,4.33,221.4,7.63,322.8,5.05,2.581,2.55,2.7,10.99,2.208
9/19/2018,8:33:50,25.718,735.2,52.9,4.31,221.4,7.62,322.9,5,2.571,2.54,2.678,10.9,2.214
9/19/2018,8:33:51,25.712,735.2,52.6,4.29,221.4,7.62,323,5,2.569,2.53,2.672,10.87,2.22
9/19/2018,8:33:52,25.705,735.3,52.4,4.27,221.4,7.61,323.1,5.05,2.56,2.53,2.67,10.87,2.225
9/19/2018,8:33:53,25.698,735.3,52.2,4.26,221.4,7.61,323.2,5.07,2.563,2.53,2.655,10.81,2.233
9/19/2018,8:33:54,25.693,735.2,52,4.24,221.3,7.6,323.3,5.09,2.565,2.53,2.66,10.82,2.239
9/19/2018,8:33:55,25.686,735.3,51.9,4.23,221.3,7.6,323.4,5.09,2.56,2.52,2.667,10.85,2.246
9/19/2018,8:33:56,25.679,735.2,51.7,4.22,221.3,7.59,323.4,5.08,2.563,2.53,2.68,10.91,2.253
9/19/2018,8:33:57,25.674,735.2,51.6,4.21,221.3,7.59,323.5,5.08,2.573,2.54,2.674,10.88,2.262
9/19/2018,8:33:58,25.669,735.4,51.4,4.19,221.3,7.58,323.6,5.07,2.573,2.54,2.674,10.88,2.269
9/19/2018,8:33:59,25.663,735.3,51.1,4.17,221.3,7.58,323.6,5.06,2.567,2.53,2.687,10.93,2.277
9/19/2018,8:34:00,25.656,735.2,50.8,4.15,221.3,7.57,323.7,5.08,2.553,2.52,2.698,10.98,2.283
9/19/2018,8:34:01,25.652,735.2,50.6,4.13,221.3,7.57,323.8,5.07,2.554,2.52,2.731,11.11,2.291
9/19/2018,8:34:02,25.65,735.2,50.4,4.11,221.3,7.57,323.9,5.04,2.562,2.53,2.782,11.32,2.3
9/19/2018,8:34:03,25.646,735.3,50.2,4.1,221.3,7.56,323.9,5.03,2.576,2.54,2.475,10.07,2.306
9/19/2018,8:34:04,25.637,735.3,50,4.08,221.3,7.56,324,5.03,2.563,2.53,2.502,10.18,2.313
9/19/2018,8:34:05,25.626,735.2,49.8,4.06,221.4,7.55,324.1,5.04,2.55,2.52,2.533,10.31,2.32
9/19/2018,8:34:06,25.613,735.3,49.5,4.05,221.4,7.55,324.2,5.02,2.544,2.51,2.563,10.43,2.327
9/19/2018,8:34:07,25.603,735.3,46.1,3.76,221.4,7.54,324.3,4.97,2.537,2.5,2.564,10.43,2.334
9/19/2018,8:34:08,25.595,735.2,45.3,3.7,221.4,7.54,324.4,4.92,2.535,2.5,2.606,10.6,2.34
9/19/2018,8:34:09,25.591,735.4,44.5,3.64,221.4,7.54,324.4,4.88,2.544,2.51,2.679,10.9,2.346
9/19/2018,8:34:10,25.584,735.3,43.9,3.59,221.5,7.53,324.5,4.89,2.541,2.51,2.752,11.2,2.352
9/19/2018,8:34:11,25.573,735.3,43.4,3.55,221.5,7.53,324.5,4.86,2.537,2.5,2.776,11.3,2.358
9/19/2018,8:34:12,25.558,735.2,43,3.51,221.5,7.52,324.6,4.89,2.524,2.49,2.764,11.25,2.364
9/19/2018,8:34:13,25.544,735.2,42.5,3.48,221.5,7.52,324.6,4.82,2.517,2.48,2.785,11.33,2.369
9/19/2018,8:34:14,25.529,735.2,42.2,3.45,221.5,7.52,324.7,4.79,2.516,2.48,2.806,11.42,2.374
9/19/2018,8:34:15,25.512,735.2,41.9,3.43,221.5,7.51,324.7,4.81,2.516,2.48,2.82,11.47,2.38
9/19/2018,8:34:16,25.498,735.2,41.7,3.41,221.5,7.51,324.8,4.87,2.511,2.48,2.823,11.49,2.384
9/19/2018,8:34:17,25.487,735.3,41.4,3.39,221.4,7.5,324.8,4.86,2.512,2.48,2.865,11.66,2.389
9/19/2018,8:34:18,25.478,735.3,41.1,3.37,221.5,7.5,324.9,4.83,2.518,2.48,2.896,11.78,2.394
9/19/2018,8:34:19,25.471,735.3,40.8,3.34,221.5,7.49,325,4.8,2.517,2.48,2.912,11.85,2.399
9/19/2018,8:34:20,25.459,735.4,37.1,3.04,221.4,7.49,325,4.77,2.503,2.47,2.907,11.83,2.404
9/19/2018,8:34:21,25.443,735.3,36.4,2.98,221.4,7.48,325.1,4.79,2.489,2.45,2.884,11.73,2.409
9/19/2018,8:34:22,25.423,735.2,35.8,2.93,221.3,7.48,325.2,4.75,2.474,2.44,2.894,11.78,2.414
9/19/2018,8:34:23,25.399,735.2,35.5,2.91,221.3,7.47,325.2,4.74,2.48,2.44,2.918,11.87,2.42
9/19/2018,8:34:24,25.383,735.4,35.1,2.88,221.3,7.47,325.3,4.73,2.486,2.45,2.926,11.91,2.426
9/19/2018,8:34:25,25.369,735.3,34.8,2.85,221.2,7.46,325.3,4.7,2.492,2.46,2.925,11.9,2.435
9/19/2018,8:34:26,25.357,735.3,34.5,2.83,221.2,7.46,325.4,4.7,2.491,2.46,2.935,11.94,2.444
9/19/2018,8:34:27,25.339,735.2,34.3,2.81,221.2,7.45,325.5,4.68,2.482,2.45,2.917,11.87,2.455
9/19/2018,8:34:28,25.323,735.2,34,2.79,221.2,7.45,325.5,4.73,2.47,2.44,2.892,11.77,2.464
9/19/2018,8:34:29,25.307,735.2,33.7,2.77,221.1,7.44,325.6,4.71,2.464,2.43,2.889,11.75,2.473
9/19/2018,8:34:30,25.294,735.2,33.5,2.75,221.1,7.44,325.7,4.67,2.466,2.43,2.86,11.63,2.482
9/19/2018,8:34:31,25.281,735.3,33.2,2.73,221,7.43,325.7,4.61,2.459,2.42,2.841,11.56,2.491
9/19/2018,8:34:32,25.268,735.3,32.9,2.7,221,7.43,325.8,4.63,2.454,2.42,2.846,11.58,2.502
9/19/2018,8:34:33,25.254,735.3,29.3,2.41,221,7.43,325.8,4.6,2.445,2.41,2.819,11.47,2.51
9/19/2018,8:34:34,25.242,735.2,28.5,2.34,221,7.42,325.9,4.58,2.43,2.4,2.8,11.39,2.519
9/19/2018,8:34:35,25.232,735.2,27.7,2.28,220.9,7.42,325.9,4.57,2.416,2.38,2.75,11.19,2.527
9/19/2018,8:34:36,25.225,735.2,27.1,2.23,220.9,7.41,326,4.56,2.399,2.36,2.707,11.01,2.537
9/19/2018,8:34:37,25.218,735.2,26.7,2.2,220.9,7.41,326,4.55,2.384,2.35,2.666,10.85,2.544
9/19/2018,8:34:38,25.212,735.3,26.2,2.16,220.9,7.41,326,4.55,2.381,2.35,2.695,10.97,2.552
9/19/2018,8:34:39,25.205,735.3,25.9,2.13,220.9,7.4,326.1,4.54,2.382,2.35,2.698,10.98,2.558
9/19/2018,8:34:40,25.198,735.2,25.6,2.1,220.8,7.4,326.1,4.52,2.38,2.35,2.674,10.88,2.566
9/19/2018,8:34:41,25.193,735.3,25.3,2.08,220.7,7.39,326.2,4.48,2.377,2.34,2.687,10.93,2.573
9/19/2018,8:34:42,25.188,735.2,25,2.06,220.7,7.39,326.3,4.47,2.366,2.33,2.658,10.82,2.579
9/19/2018,8:34:43,25.187,735.3,24.7,2.03,220.6,7.39,326.4,4.46,2.361,2.33,2.618,10.65,2.586
9/19/2018,8:34:44,25.185,735.2,24.4,2.01,220.5,7.38,326.4,4.46,2.356,2.32,2.614,10.64,2.592
9/19/2018,8:34:45,25.183,735.2,24.2,1.99,220.4,7.38,326.5,4.43,2.353,2.32,2.615,10.64,2.599
9/19/2018,8:34:46,25.182,735.3,23.9,1.97,220.4,7.37,326.6,4.42,2.348,2.31,2.624,10.68,2.605
9/19/2018,8:34:47,25.18,735.3,23.7,1.95,220.3,7.37,326.6,4.39,2.34,2.31,2.622,10.67,2.611
9/19/2018,8:34:48,25.178,735.2,23.4,1.93,220.2,7.37,326.7,4.39,2.328,2.29,2.61,10.62,2.617
9/19/2018,8:34:49,25.174,735.2,20.2,1.66,220.1,7.36,326.8,4.4,2.321,2.29,2.55,10.38,2.624
9/19/2018,8:34:50,25.169,735.3,19.8,1.63,220,7.36,326.9,4.4,2.323,2.29,2.523,10.27,2.63
9/19/2018,8:34:51,25.164,735.2,19.6,1.61,219.9,7.36,326.9,4.38,2.324,2.29,2.531,10.3,2.635
9/19/2018,8:34:52,25.157,735.2,19.3,1.59,219.8,7.35,327,4.39,2.329,2.29,2.533,10.31,2.641
9/19/2018,8:34:53,25.156,735.2,19.2,1.58,219.8,7.35,327.1,4.45,2.329,2.29,2.567,10.44,2.646
9/19/2018,8:34:54,25.154,735.2,19,1.57,219.7,7.35,327.2,4.44,2.336,2.3,2.568,10.45,2.652
9/19/2018,8:34:55,25.152,735.2,18.9,1.56,219.7,7.34,327.3,4.43,2.342,2.31,2.57,10.46,2.657
9/19/2018,8:34:56,25.147,735.3,18.7,1.54,219.7,7.34,327.3,4.44,2.343,2.31,2.547,10.36,2.662
9/19/2018,8:34:57,25.141,735.3,18.6,1.54,219.6,7.34,327.4,4.42,2.34,2.31,2.549,10.37,2.667
9/19/2018,8:34:58,25.137,735.3,18.6,1.53,219.6,7.33,327.5,4.39,2.33,2.3,2.55,10.38,2.672
9/19/2018,8:34:59,25.133,735.3,18.5,1.52,219.5,7.33,327.6,4.34,2.336,2.3,2.575,10.48,2.676
9/19/2018,8:35:00,25.129,735.4,18.5,1.52,219.5,7.33,327.7,4.34,2.335,2.3,2.612,10.63,2.68
9/19/2018,8:35:01,25.126,735.2,18.4,1.52,219.5,7.32,327.7,4.34,2.336,2.3,2.623,10.67,2.683
9/19/2018,8:35:02,25.126,735.2,18.4,1.52,219.5,7.32,327.8,4.37,2.341,2.31,2.625,10.68,2.687
9/19/2018,8:35:03,25.125,735.2,18.4,1.51,219.5,7.32,327.8,4.38,2.344,2.31,2.641,10.75,2.69
9/19/2018,8:35:04,25.125,735.3,18.3,1.51,219.5,7.32,327.9,4.36,2.346,2.31,2.638,10.74,2.693
9/19/2018,8:35:05,25.126,735.3,18.3,1.51,219.5,7.32,327.9,4.37,2.348,2.31,2.66,10.83,2.695
9/19/2018,8:35:06,25.126,735.3,18.2,1.5,219.4,7.31,327.9,4.37,2.352,2.32,2.661,10.83,2.698
9/19/2018,8:35:07,25.126,735.3,18.1,1.49,219.4,7.31,328,4.36,2.362,2.33,2.664,10.84,2.702
9/19/2018,8:35:08,25.124,735.2,18,1.49,219.4,7.31,328,4.35,2.362,2.33,2.652,10.79,2.705
9/19/2018,8:35:09,25.123,735.4,18,1.48,219.4,7.31,328,4.38,2.363,2.33,2.659,10.82,2.708
9/19/2018,8:35:10,25.123,735.2,17.9,1.48,219.4,7.31,328,4.4,2.359,2.32,2.647,10.77,2.711
9/19/2018,8:35:11,25.123,735.3,17.9,1.47,219.4,7.31,328.1,4.39,2.354,2.32,2.63,10.7,2.714
9/19/2018,8:35:12,25.123,735.3,17.8,1.47,219.4,7.31,328.1,4.4,2.357,2.32,2.629,10.7,2.718
9/19/2018,8:35:13,25.122,735.3,17.8,1.46,219.4,7.31,328.1,4.43,2.355,2.32,2.618,10.65,2.721
9/19/2018,8:35:14,25.12,735.2,17.7,1.46,219.4,7.31,328.1,4.44,2.358,2.32,2.603,10.59,2.725
9/19/2018,8:35:15,25.118,735.2,17.6,1.45,219.4,7.3,328.1,4.44,2.355,2.32,2.573,10.47,2.729
9/19/2018,8:35:16,25.117,735.2,17.5,1.45,219.4,7.3,328.1,4.47,2.366,2.33,2.563,10.43,2.732
9/19/2018,8:35:17,25.114,735.3,17.5,1.44,219.4,7.3,328.1,4.42,2.371,2.34,2.575,10.48,2.735
9/19/2018,8:35:18,25.114,735.2,17.4,1.43,219.4,7.3,328.1,4.43,2.36,2.33,2.595,10.56,2.738
9/19/2018,8:35:19,25.113,735.3,17.3,1.42,219.4,7.3,328.1,4.41,2.366,2.33,2.611,10.62,2.742
9/19/2018,8:35:20,25.112,735.3,17.2,1.42,219.4,7.3,328.2,4.41,2.374,2.34,2.643,10.75,2.745
9/19/2018,8:35:21,25.11,735.2,17.1,1.41,219.4,7.3,328.2,4.42,2.376,2.34,2.681,10.91,2.748
9/19/2018,8:35:22,25.109,735.2,17,1.4,219.4,7.3,328.2,4.41,2.376,2.34,2.717,11.05,2.751
9/19/2018,8:35:23,25.106,735.2,16.9,1.39,219.4,7.3,328.2,4.42,2.377,2.34,2.751,11.19,2.755
9/19/2018,8:35:24,25.104,735.2,16.7,1.38,219.5,7.3,328.2,4.41,2.383,2.35,2.789,11.35,2.758
9/19/2018,8:35:25,25.103,735.2,16.6,1.37,219.5,7.3,328.2,4.36,2.392,2.36,2.816,11.46,2.762
9/19/2018,8:35:26,25.101,735.3,16.5,1.36,219.5,7.3,328.3,4.35,2.394,2.36,2.852,11.6,2.765
9/19/2018,8:35:27,25.099,735.3,16.4,1.35,219.5,7.3,328.3,4.34,2.395,2.36,2.846,11.58,2.769
9/19/2018,8:35:28,25.096,735.3,16.2,1.34,219.5,7.3,328.3,4.32,2.394,2.36,2.866,11.66,2.774
9/19/2018,8:35:29,25.093,735.2,16.1,1.33,219.5,7.29,328.3,4.26,2.395,2.36,2.858,11.63,2.779
9/19/2018,8:35:30,25.089,735.4,16,1.32,219.5,7.29,328.4,4.25,2.394,2.36,2.857,11.62,2.783
9/19/2018,8:35:31,25.085,735.2,15.8,1.31,219.5,7.29,328.4,4.21,2.394,2.36,2.803,11.41,2.789
9/19/2018,8:35:32,25.08,735.3,15.7,1.29,219.5,7.29,328.4,4.2,2.394,2.36,2.759,11.23,2.795
9/19/2018,8:35:33,25.075,735.2,15.6,1.28,219.4,7.29,328.5,4.17,2.386,2.35,2.706,11.01,2.801
9/19/2018,8:35:34,25.07,735.2,15.4,1.27,219.4,7.29,328.5,4.2,2.391,2.36,2.636,10.73,2.806
9/19/2018,8:35:35,25.066,735.2,15.2,1.26,219.4,7.29,328.5,4.21,2.378,2.34,2.589,10.54,2.812
9/19/2018,8:35:36,25.061,735.2,15.1,1.24,219.3,7.29,328.6,4.2,2.376,2.34,2.546,10.36,2.819
9/19/2018,8:35:37,25.057,735.3,14.9,1.23,219.3,7.29,328.6,4.18,2.375,2.34,2.513,10.23,2.825
9/19/2018,8:35:38,25.053,735.2,14.7,1.21,219.3,7.29,328.6,4.15,2.365,2.33,2.5,10.17,2.831
9/19/2018,8:35:39,25.05,735.3,14.5,1.2,219.3,7.29,328.6,4.15,2.358,2.32,2.482,10.1,2.836
9/19/2018,8:35:40,25.049,735.2,14.3,1.18,219.2,7.28,328.7,4.15,2.341,2.31,2.453,9.98,2.843
9/19/2018,8:35:41,25.048,735.3,14.1,1.16,219.2,7.28,328.7,4.16,2.334,2.3,2.439,9.92,2.849
9/19/2018,8:35:42,25.047,735.2,13.8,1.14,219.2,7.28,328.7,4.18,2.328,2.29,2.452,9.98,2.855
9/19/2018,8:35:43,25.047,735.2,13.6,1.13,219.2,7.28,328.8,4.2,2.32,2.29,2.485,10.11,2.861
9/19/2018,8:35:44,25.047,735.3,13.4,1.11,219.2,7.28,328.8,4.21,2.316,2.28,2.537,10.32,2.867
9/19/2018,8:35:45,25.046,735.3,13.2,1.09,219.2,7.28,328.9,4.2,2.314,2.28,2.546,10.36,2.872
9/19/2018,8:35:46,25.044,735.3,13,1.07,219.1,7.28,328.9,4.21,2.315,2.28,2.553,10.39,2.878
9/19/2018,8:35:47,25.043,735.2,12.8,1.06,219.1,7.28,329,4.21,2.314,2.28,2.542,10.34,2.884
