MULakeNumber,date,dateTime,depth_m,chlorophyll_RFU,doSaturation_percent,doConcentration_mgpL,orp_mV,waterPressure_barA,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,latitude,longitude,altitude_m,barometerAirHandheld_mbars
213,2022-07-11,2022-07-11T15:25:44Z,3.659,2.46,75.3,5.85,68.7,0.3113091997822537,0.16,328.7,1.25,214,10.43,8.06,28.374,39.77365,-94.27166,275.1,979.7333333333332
213,2022-07-11,2022-07-11T15:25:45Z,3.756,2.43,74.2,5.77,69,0.31477953184540014,0.16,328.8,1.23,214,10.58,8.05,28.353,39.77365,-94.27166,275.2,979.7333333333332
213,2022-07-11,2022-07-11T15:25:46Z,3.819,2.39,73,5.67,69.3,0.3183859553620033,0.16,328.9,1.22,214,10.74,8.04,28.333,39.77365,-94.27166,275.2,979.7333333333332
213,2022-07-11,2022-07-11T15:25:48Z,3.918,2.31,62.7,4.88,69.9,0.3249863908546543,0.16,329.2,1.2,214,11.22,8.03,28.28,39.77365,-94.27166,275.2,979.7333333333332
213,2022-07-11,2022-07-11T15:25:49Z,3.996,2.28,59.1,4.6,70.2,0.32900108873162764,0.16,329.4,1.18,214,11.36,8.02,28.25,39.77365,-94.27166,275.3,979.8666666666668
213,2022-07-11,2022-07-11T15:25:50Z,4.066,2.23,57.3,4.47,70.5,0.3321311921611323,0.16,329.5,1.18,214,11.65,8.02,28.213,39.77365,-94.27166,275.3,979.8666666666668
213,2022-07-11,2022-07-11T15:25:52Z,4.229,2.11,54.3,4.23,71.1,0.4121529667936854,0.16,329.9,1.14,214,11.94,7.9,28.133,39.77365,-94.27166,275.3,979.8666666666668
213,2022-07-11,2022-07-11T15:25:53Z,4.315,2.04,49.5,3.87,71.4,0.42474142623843225,0.16,330,1.12,215,12.19,7.89,28.095,39.77365,-94.27166,275.3,979.7333333333332
213,2022-07-11,2022-07-11T15:25:55Z,4.433,1.9,46.5,3.63,72,0.4271230266739249,0.16,330.3,1.07,215,12.51,7.88,28.015,39.77365,-94.27167,275.3,979.7333333333332
213,2022-07-11,2022-07-11T15:25:56Z,4.546,1.82,45.8,3.58,72.3,0.4335873707131192,0.16,330.5,1.04,215,12.67,7.87,27.972,39.77365,-94.27167,275.4,979.7333333333332
213,2022-07-11,2022-07-11T15:25:58Z,4.733,1.68,44.1,3.45,73,0.4428415895481764,0.16,330.7,0.99,215,13.09,7.86,27.901,39.77364,-94.27167,275.2,979.7333333333332
213,2022-07-11,2022-07-11T15:25:59Z,4.83,1.6,40.1,3.14,73.3,0.4476047904191617,0.16,330.8,0.96,215,13.35,7.85,27.861,39.77364,-94.27167,275.2,979.7333333333332
213,2022-07-11,2022-07-11T15:26:00Z,4.937,1.54,38,2.98,73.6,0.45304844855743065,0.16,330.9,0.94,215,13.48,7.85,27.83,39.77364,-94.27167,275.1,979.7333333333332
213,2022-07-11,2022-07-11T15:26:01Z,5.015,1.5,35.7,2.8,73.9,0.4586962438758846,0.16,331,0.9,215,13.67,7.84,27.794,39.77364,-94.27167,275,979.8666666666668
213,2022-07-11,2022-07-11T15:26:02Z,5.094,1.5,33.5,2.63,74.3,0.4627789874795863,0.16,331.1,0.88,215,14.04,7.83,27.761,39.77364,-94.27168,275,979.7333333333332
213,2022-08-01,2022-08-01T15:12:58Z,0.016,4.61,272.9,19.8,38.7,0.001,0.13,272.6,1.91,177,9.78,9.09,32.454,39.77409,-94.27204,274.6,980.7
213,2022-08-01,2022-08-01T15:13:04Z,0.221,7.88,255.5,18.6,38.7,0.02,0.13,274.5,2.77,178,11.3,9.1,32.094,39.77409,-94.27205,274.5,980.8
213,2022-08-01,2022-08-01T15:13:05Z,0.309,10.57,253.4,18.53,38.7,0.026,0.13,275.4,3.59,179,13.27,9.12,31.581,39.77409,-94.27205,274.5,980.8
213,2022-08-01,2022-08-01T15:13:06Z,0.409,12.81,250.7,18.57,38.8,0.035,0.13,275.6,4.24,179,14.42,9.14,30.65,39.77409,-94.27205,274.5,980.8
213,2022-08-01,2022-08-01T15:13:07Z,0.493,13.89,252,18.93,38.9,0.046,0.13,274,4.49,178,14.78,9.16,30.249,39.77409,-94.27205,274.6,980.8
213,2022-08-01,2022-08-01T15:13:08Z,0.608,14.18,252.2,18.99,40.6,0.057,0.13,274.7,4.57,179,15.79,9.16,29.876,39.77409,-94.27205,274.7,980.7
213,2022-08-01,2022-08-01T15:13:09Z,0.703,13.86,251.9,19.22,41.6,0.065,0.13,277.8,4.53,181,15.79,9.14,29.035,39.77409,-94.27205,274.7,980.8
213,2022-08-01,2022-08-01T15:13:14Z,0.943,11.04,241.3,18.71,45.8,0.088,0.13,277.7,4.23,181,13.72,9.03,28.422,39.77409,-94.27204,274.4,980.8
213,2022-08-01,2022-08-01T15:13:15Z,1.019,10.14,235.6,18.33,47,0.097,0.13,278.7,4.08,181,13.22,8.98,28.199,39.77409,-94.27204,274.4,980.8
213,2022-08-01,2022-08-01T15:13:17Z,1.141,9.25,205,16,48.7,0.109,0.13,280.3,3.94,182,12.38,8.89,28.086,39.77409,-94.27204,274.5,980.8
213,2022-08-01,2022-08-01T15:13:18Z,1.227,8.04,193.1,15.1,50.4,0.117,0.13,281.3,3.88,183,12.48,8.84,28.007,39.77409,-94.27204,274.6,980.8
213,2022-08-01,2022-08-01T15:13:21Z,1.374,7.14,167.5,13.11,52,0.131,0.13,282.5,3.78,184,12.29,8.73,27.944,39.7741,-94.27204,274.9,980.7
213,2022-08-01,2022-08-01T15:13:22Z,1.475,6.72,161.2,12.62,52.3,0.141,0.13,282.5,3.73,184,12.53,8.7,27.929,39.7741,-94.27204,274.8,980.8
213,2022-08-01,2022-08-01T15:13:23Z,1.537,6.56,158.7,12.44,53,0.147,0.13,282.7,3.6,184,12.6,8.67,27.882,39.7741,-94.27204,274.7,980.7
213,2022-08-01,2022-08-01T15:13:25Z,1.655,6.32,150.8,11.82,54,0.159,0.13,282.4,3.48,184,12.07,8.62,27.885,39.7741,-94.27203,274.7,980.7
213,2022-08-01,2022-08-01T15:13:26Z,1.753,6.61,146.7,11.5,54.3,0.168,0.13,282.7,3.46,184,12.31,8.6,27.861,39.77411,-94.27203,274.5,980.7
213,2022-08-01,2022-08-01T15:13:29Z,1.933,6.37,136.1,10.69,55.2,0.186,0.13,283.3,3.26,184,12.08,8.56,27.747,39.77411,-94.27203,274,980.7
213,2022-08-01,2022-08-01T15:13:30Z,2.054,5.67,133.5,10.5,55.8,0.197,0.13,283.5,3.12,184,12.01,8.54,27.725,39.77411,-94.27203,273.8,980.8
213,2022-08-01,2022-08-01T15:13:33Z,2.225,6.52,123.5,9.72,57.9,0.214,0.13,283.6,3.19,184,11.1,8.47,27.644,39.77411,-94.27203,273.2,980.7
213,2022-08-01,2022-08-01T15:13:34Z,2.341,6.38,120.4,9.48,58.6,0.226,0.13,283.7,3.07,184,11.03,8.45,27.63,39.77411,-94.27203,272.8,980.8
213,2022-08-01,2022-08-01T15:13:35Z,2.407,6.26,117.8,9.27,59.3,0.233,0.13,284.1,2.86,185,10.81,8.43,27.605,39.77411,-94.27202,273.2,980.8
213,2022-08-01,2022-08-01T15:13:36Z,2.468,5.67,114.3,9,60.2,0.238,0.13,284.7,2.69,185,10.58,8.41,27.584,39.77411,-94.27202,273.1,980.7
213,2022-08-01,2022-08-01T15:13:37Z,2.569,5,107.5,8.47,61.5,0.249,0.13,284.9,2.47,185,11.97,8.37,27.583,39.77411,-94.27202,272.9,980.7
213,2022-08-01,2022-08-01T15:13:38Z,2.632,4.59,102.5,8.08,62.3,0.255,0.13,285.1,2.22,185,12.69,8.35,27.581,39.77411,-94.27202,272.9,980.6
213,2022-08-01,2022-08-01T15:13:39Z,2.693,4.46,98.1,7.73,63.4,0.261,0.13,285.4,2.25,185,12.34,8.32,27.555,39.77411,-94.27202,273,980.7
213,2022-08-01,2022-08-01T15:13:40Z,2.775,4.7,96,7.58,64.3,0.267,0.13,286,2.39,186,11.84,8.29,27.486,39.77411,-94.27202,272.9,980.6
213,2022-08-01,2022-08-01T15:13:41Z,2.856,4.92,93.4,7.38,64.7,0.277,0.13,286.7,2.39,186,11.67,8.27,27.438,39.77411,-94.27202,272.8,980.9
213,2022-08-01,2022-08-01T15:13:42Z,2.99,4.87,87.3,6.9,65.4,0.286,0.14,287.3,2.3,187,12.58,8.25,27.363,39.77411,-94.27202,272.8,980.8
213,2022-08-01,2022-08-01T15:13:43Z,3.113,4.6,83.7,6.63,67,0.301,0.14,288.5,2.2,188,13.41,8.22,27.27,39.77411,-94.27201,272.8,980.8
213,2022-08-01,2022-08-01T15:13:46Z,3.302,3.98,71.8,5.69,69.2,0.32,0.14,289.4,1.96,188,13.51,8.15,27.239,39.77411,-94.27201,272.8,980.8
213,2022-08-01,2022-08-01T15:13:47Z,3.427,3.87,68.2,5.41,70.1,0.33,0.14,290,1.86,188,13.63,8.13,27.194,39.77411,-94.27201,272.9,980.6
213,2022-08-01,2022-08-01T15:13:50Z,3.634,4.07,60.4,4.79,71.4,0.353,0.14,291.2,2.07,189,12.94,8.08,27.123,39.77411,-94.27201,272.8,980.6
213,2022-08-01,2022-08-01T15:13:51Z,3.745,3.92,57.9,4.6,71.8,0.361,0.14,291.6,2,190,12.43,8.06,27.092,39.77411,-94.27201,272.8,980.7
213,2022-08-01,2022-08-01T15:13:52Z,3.844,3.53,56,4.45,71.8,0.371,0.14,291.7,1.71,190,11.75,8.05,27.083,39.77411,-94.27201,272.7,980.7
213,2022-08-01,2022-08-01T15:13:53Z,3.905,3.56,53.5,4.26,71.9,0.38,0.14,291.8,1.72,190,10.96,8.03,27.074,39.77411,-94.27201,272.6,980.7
213,2022-08-01,2022-08-01T15:13:54Z,3.975,3.74,50.4,4.01,72,0.388,0.14,292,1.74,190,10.5,8.02,27.043,39.77411,-94.27201,272.5,980.7
213,2022-08-01,2022-08-01T15:13:55Z,4.065,3.81,48,3.82,72.2,0.392,0.14,292.1,1.76,190,10.57,8.01,27.024,39.7741,-94.272,272.4,980.6
213,2022-08-01,2022-08-01T15:13:56Z,4.157,3.79,45.6,3.63,72.3,0.403,0.14,292.3,1.78,190,10.81,7.99,26.986,39.7741,-94.272,272.3,980.7
213,2022-08-01,2022-08-01T15:14:00Z,4.303,3.32,38.3,3.05,72.8,0.418,0.14,293.4,1.47,191,25.88,7.95,26.982,39.7741,-94.272,271,980.8
219,2022-05-12,2022-05-12T08:26:19Z,0.005,1.54,123.4,10.39,72.1,0.001,0.14,295.7,0.46,192,7.21,8.83,23.954,38.90689,-92.12169,252.7,986.7
219,2022-05-12,2022-05-12T08:26:24Z,0.177,1.52,123.4,10.39,72.7,0.001,0.14,295.7,0.46,192,7.19,8.83,23.945,38.90688,-92.12169,252.2,986.8
219,2022-05-12,2022-05-12T08:26:25Z,0.307,1.55,123.4,10.39,72.8,0.002,0.14,295.7,0.46,192,7.19,8.83,23.943,38.90688,-92.12169,252.2,986.8
219,2022-05-12,2022-05-12T08:26:26Z,0.423,1.57,123.4,10.39,72.9,0.003,0.14,295.7,0.46,192,7.19,8.83,23.942,38.90688,-92.12169,252.2,986.8
219,2022-05-12,2022-05-12T08:26:27Z,0.557,1.6,123.4,10.39,73,0.004,0.14,295.6,0.47,192,7.2,8.83,23.937,38.90688,-92.12169,252.2,986.8
219,2022-05-12,2022-05-12T08:26:28Z,0.74,1.65,123.3,10.39,73.1,0.076,0.14,295.7,0.48,192,7.21,8.83,23.919,38.90688,-92.12169,252.1,986.6
219,2022-05-12,2022-05-12T08:26:29Z,0.862,1.7,123.3,10.39,73.3,0.097,0.14,295.7,0.49,192,7.24,8.82,23.894,38.90688,-92.12169,252.1,986.8
219,2022-05-12,2022-05-12T08:26:30Z,1.089,1.74,123.1,10.38,73.5,0.119,0.14,295.7,0.5,192,7.27,8.82,23.858,38.90688,-92.12169,252.1,986.7
219,2022-05-12,2022-05-12T08:26:31Z,1.169,1.79,122.9,10.37,73.7,0.118,0.14,295.8,0.5,192,7.31,8.69,23.819,38.90688,-92.1217,252,986.7
219,2022-05-12,2022-05-12T08:26:32Z,1.278,1.85,122.6,10.35,74,0.12,0.14,295.8,0.52,192,7.35,8.67,23.769,38.90689,-92.1217,252,986.6
219,2022-05-12,2022-05-12T08:26:33Z,1.556,1.93,114.3,9.66,80.7,0.128,0.14,295.9,0.53,192,7.42,8.57,23.71,38.90689,-92.1217,251.9,986.8
219,2022-05-12,2022-05-12T08:26:34Z,1.918,2,114.7,10,82.7,0.143,0.15,305.5,0.53,199,7.53,8.53,22.017,38.90689,-92.1217,251.8,986.7
219,2022-05-12,2022-05-12T08:26:35Z,2.035,2.06,111.7,9.74,83.9,0.158,0.15,307.9,0.55,200,7.64,8.47,21.501,38.90689,-92.1217,251.7,986.6
219,2022-05-12,2022-05-12T08:26:36Z,2.171,2.13,111.7,9.9,85.2,0.168,0.15,310,0.55,201,7.76,8.43,20.967,38.90689,-92.1217,251.5,986.8
219,2022-05-12,2022-05-12T08:26:37Z,2.539,2.15,104.2,9.29,85.8,0.269,0.15,310.7,0.56,202,7.84,8.28,20.675,38.90689,-92.1217,251.5,986.7
219,2022-05-12,2022-05-12T08:26:38Z,2.853,2.19,101.2,9.16,87.1,0.296,0.15,314,0.56,204,7.94,8.22,19.853,38.90689,-92.1217,251.5,986.8
219,2022-05-12,2022-05-12T08:26:39Z,2.995,2.2,100.3,9.37,88.2,0.294,0.15,319.3,0.56,208,8.05,8.17,18.82,38.90689,-92.1217,251.4,986.7
219,2022-05-12,2022-05-12T08:26:41Z,3.331,2.21,92.9,8.73,89.7,0.309,0.15,319.2,0.56,207,8.32,8.13,18.134,38.90689,-92.1217,251.3,986.7
219,2022-05-12,2022-05-12T08:26:42Z,3.667,2.21,90.5,8.56,90.3,0.327,0.15,317.7,0.56,207,8.45,8.1,17.977,38.90689,-92.1217,251.2,986.7
219,2022-05-12,2022-05-12T08:26:43Z,3.76,2.24,87.7,8.31,90.9,0.342,0.15,314.5,0.56,204,8.64,8.08,17.92,38.90689,-92.1217,251.1,986.7
219,2022-05-12,2022-05-12T08:26:44Z,3.845,2.25,85.8,8.14,91.5,0.351,0.15,313,0.55,203,8.83,8.06,17.865,38.90689,-92.1217,251.1,986.6
219,2022-05-12,2022-05-12T08:26:45Z,4.023,2.25,84.5,8.03,92.1,0.36,0.15,310.6,0.53,202,9.03,7.95,17.782,38.90689,-92.1217,251.1,986.7
219,2022-05-12,2022-05-12T08:26:46Z,4.225,2.24,83.2,7.91,92.5,0.367,0.15,308.2,0.52,200,9.23,7.93,17.711,38.90689,-92.1217,251.2,986.8
219,2022-05-12,2022-05-12T08:26:47Z,4.427,2.22,78.1,7.44,92.9,0.444,0.15,306.4,0.5,199,9.41,7.92,17.653,38.90689,-92.1217,251.2,986.7
219,2022-05-12,2022-05-12T08:26:48Z,4.612,2.21,76.3,7.27,93.3,0.452,0.15,304.4,0.48,198,9.57,7.9,17.585,38.90689,-92.1217,251.3,986.8
219,2022-05-12,2022-05-12T08:26:49Z,4.682,2.2,73.9,7.06,93.7,0.465,0.14,302.9,0.46,197,9.74,7.89,17.511,38.90689,-92.1217,251.3,986.7
219,2022-05-12,2022-05-12T08:26:50Z,4.948,2.18,72.9,6.97,99.2,0.493,0.14,301.5,0.45,196,9.9,7.88,17.44,38.90689,-92.1217,251.5,986.8
219,2022-05-12,2022-05-12T08:26:51Z,5.263,2.18,72,7.05,99.8,0.505,0.15,307.7,0.43,200,10.03,7.87,16.261,38.90689,-92.1217,251.4,986.8
219,2022-05-12,2022-05-12T08:26:52Z,5.448,2.18,71.5,7.01,100.4,0.521,0.15,305.8,0.42,199,10.2,7.86,16.292,38.90689,-92.1217,251.5,986.9
219,2022-05-12,2022-05-12T08:26:53Z,5.538,2.19,70.8,6.92,100.9,0.532,0.15,305.5,0.4,199,10.44,7.85,16.074,38.90689,-92.1217,251.4,986.8
219,2022-05-12,2022-05-12T08:26:54Z,5.802,2.16,64.9,6.4,101.4,0.539,0.15,306.3,0.38,199,10.89,7.84,15.835,38.90689,-92.1217,251.3,986.8
219,2022-05-12,2022-05-12T08:26:55Z,6.123,2.15,61.9,6.16,102.2,0.617,0.15,307.9,0.37,200,11.39,7.83,15.41,38.9069,-92.1217,251.3,986.7
219,2022-05-12,2022-05-12T08:26:56Z,6.386,2.14,58.7,5.87,103.1,0.632,0.15,307.7,0.36,200,12.05,7.71,15.287,38.9069,-92.1217,251.3,986.7
219,2022-05-12,2022-05-12T08:26:57Z,6.5,2.14,57.5,5.76,103.6,0.639,0.15,307.1,0.36,200,12.81,7.71,15.224,38.9069,-92.1217,251.3,986.7
219,2022-06-16,2022-06-16T10:14:52Z,0.171,6.72,113.9,8.83,42.2,0.013,0.07,151.9,1.93,99,8.87,8.72,28.524,38.9939,-92.48933,237,988.3
219,2022-06-16,2022-06-16T10:14:55Z,0.333,6.15,113.9,8.83,41.6,0.014,0.07,151.9,1.94,99,8.91,8.73,28.526,38.9939,-92.48933,237.1,988.3
219,2022-06-16,2022-06-16T10:14:56Z,0.556,6.35,113.9,8.83,41.5,0.015,0.07,151.9,1.96,99,8.93,8.73,28.524,38.9939,-92.48933,237.1,988.3
219,2022-06-16,2022-06-16T10:14:57Z,0.628,6.47,113.8,8.83,41.4,0.016,0.07,151.9,1.97,99,8.91,8.73,28.52,38.9939,-92.48933,237.1,988.3
219,2022-06-16,2022-06-16T10:14:58Z,0.813,6.49,113.8,8.82,41.3,0.089,0.07,151.9,1.96,99,9.03,8.73,28.509,38.9939,-92.48933,237.1,988.3
219,2022-06-16,2022-06-16T10:14:59Z,0.932,6.52,113.8,8.82,41.3,0.098,0.07,152,1.96,99,9.01,8.73,28.495,38.9939,-92.48933,237.2,988.3
219,2022-06-16,2022-06-16T10:15:00Z,1.133,6.43,113.6,8.81,41.2,0.124,0.07,152.1,1.94,99,8.84,8.73,28.467,38.9939,-92.48933,237.2,988.3
219,2022-06-16,2022-06-16T10:15:01Z,1.259,6.38,113.3,8.8,41.2,0.128,0.07,152.1,1.91,99,8.79,8.73,28.439,38.9939,-92.48933,237.1,988.3
219,2022-06-16,2022-06-16T10:15:02Z,1.415,6.42,108.7,8.44,41.3,0.132,0.07,152.2,1.89,99,8.73,8.72,28.413,38.9939,-92.48933,237.1,988.3
219,2022-06-16,2022-06-16T10:15:03Z,1.536,6.41,106.6,8.28,41.3,0.141,0.07,152.3,1.87,99,8.51,8.58,28.371,38.9939,-92.48933,237.1,988.3
219,2022-06-16,2022-06-16T10:15:04Z,1.648,6.38,103.6,8.06,41.4,0.15,0.07,152.4,1.83,99,8.46,8.51,28.318,38.9939,-92.48933,237.2,988.3
219,2022-06-16,2022-06-16T10:15:06Z,1.821,6.32,94.8,7.39,48.9,0.159,0.07,152.7,1.72,99,8.18,8.42,28.188,38.9939,-92.48933,237.1,988.3
219,2022-06-16,2022-06-16T10:15:07Z,1.883,7.23,91.2,7.11,49.6,0.163,0.07,152.8,1.68,99,7.96,8.37,28.107,38.9939,-92.48933,237.1,988.2
219,2022-06-16,2022-06-16T10:15:08Z,1.967,6.07,86.1,6.73,50.5,0.168,0.07,153,1.62,99,7.84,8.33,28.023,38.9939,-92.48933,237.1,988.3
219,2022-06-16,2022-06-16T10:15:09Z,2.074,7.88,82.5,6.46,51.2,0.172,0.07,157.5,1.58,102,7.67,8.18,26.328,38.9939,-92.48933,237.1,988.3
219,2022-06-16,2022-06-16T10:15:10Z,2.174,6.83,74.8,6.03,52.3,0.176,0.07,157,1.51,102,7.56,8.12,26.516,38.9939,-92.48933,237,988.3
219,2022-06-16,2022-06-16T10:15:12Z,2.281,7.32,63.6,5.25,54,0.185,0.08,162.3,1.36,105,7.23,8.05,24.438,38.9939,-92.48933,237,988.3
219,2022-06-16,2022-06-16T10:15:13Z,2.38,5.99,59.1,4.95,54.5,0.188,0.08,164.2,1.27,107,6.95,8.03,23.868,38.9939,-92.48933,237,988.3
219,2022-06-16,2022-06-16T10:15:15Z,2.511,5.77,44.8,3.81,47.6,0.196,0.08,164.9,1.11,107,7.05,7.85,23.379,38.9939,-92.48932,237,988.3
219,2022-06-16,2022-06-16T10:15:16Z,2.581,5.77,41.9,3.66,43.6,0.2,0.08,168.6,1.02,110,7.17,7.8,22.06,38.9939,-92.48932,236.9,988.3
219,2022-06-16,2022-06-16T10:15:17Z,2.668,4.8,38.6,3.38,40.1,0.204,0.08,168.9,0.96,110,7.36,7.76,21.931,38.99389,-92.48932,236.9,988.2
219,2022-06-16,2022-06-16T10:15:19Z,2.794,3.66,29.9,2.65,27.2,0.274,0.08,170.7,0.83,111,7.93,7.72,21.17,38.99389,-92.48932,237,988.3
219,2022-06-16,2022-06-16T10:15:20Z,2.924,2.92,27.2,2.42,15.2,0.291,0.08,171.2,0.77,111,8.32,7.69,20.944,38.99389,-92.48932,237,988.3
219,2022-06-16,2022-06-16T10:15:23Z,3.103,2.93,22.4,2.01,-19.4,0.301,0.08,172.4,0.65,112,9.79,7.49,20.572,38.99389,-92.48932,236.9,988.2
219,2022-06-16,2022-06-16T10:15:26Z,3.288,2.85,16,1.45,-46,0.31,0.08,175.7,0.56,114,11.83,7.43,20.208,38.99389,-92.48932,237,988.3
219,2022-06-16,2022-06-16T10:15:30Z,3.502,2.63,13.2,1.23,-75.5,0.322,0.09,187.4,0.46,122,14.06,7.38,18.645,38.99389,-92.48932,237.2,988.2
219,2022-06-16,2022-06-16T10:15:32Z,3.606,2.48,12.2,1.14,-87.4,0.328,0.09,192.1,0.41,125,15.03,7.36,18.462,38.99389,-92.48932,237.2,988.2
219,2022-06-30,2022-06-30T15:58:59Z,0.131,3.47,164.3,12.72,12.6,NA,0.07,156.5,5.38,102,18.01,9.4,28.604,38.99417,-92.48888,234.6,986.6
219,2022-06-30,2022-06-30T15:59:00Z,0.22,3.48,164.4,12.73,12.9,NA,0.07,156.5,5.39,102,16.65,9.4,28.604,38.99417,-92.48888,234.5,986.5
219,2022-06-30,2022-06-30T15:59:03Z,0.384,3.52,164.8,12.76,13.9,NA,0.07,156.5,5.4,102,18.5,9.4,28.601,38.99417,-92.48888,234.7,986.6
219,2022-06-30,2022-06-30T15:59:04Z,0.487,3.53,164.8,12.76,14.2,0.05,0.07,156.6,5.39,102,18.51,9.4,28.598,38.99417,-92.48889,234.8,986.6
219,2022-06-30,2022-06-30T15:59:06Z,0.655,3.58,164.9,12.77,15,0.069,0.07,156.6,5.4,102,18.11,9.4,28.587,38.99417,-92.48888,234.7,986.6
219,2022-06-30,2022-06-30T15:59:07Z,0.777,3.61,164.7,12.75,21.6,0.077,0.07,156.6,5.41,102,18.01,9.4,28.566,38.99417,-92.48888,234.7,986.5
219,2022-06-30,2022-06-30T15:59:08Z,0.884,3.62,154.1,11.94,23.4,0.08,0.07,156.7,5.38,102,17.4,9.21,28.519,38.99417,-92.48888,234.7,986.5
219,2022-06-30,2022-06-30T15:59:10Z,1.065,3.68,142.8,11.33,26.4,0.091,0.07,160.8,5.21,105,16.57,9.02,26.932,38.99417,-92.48889,234.8,986.5
219,2022-06-30,2022-06-30T15:59:11Z,1.288,3.71,140.8,11.24,28.2,0.1,0.07,160.7,5.11,104,15.97,8.95,26.919,38.99417,-92.48889,235.1,986.6
219,2022-06-30,2022-06-30T15:59:12Z,1.393,3.69,127.1,10.14,29.9,0.108,0.07,161.3,1.54,105,3.76,8.76,26.61,38.99417,-92.48889,235.4,986.5
219,2022-06-30,2022-06-30T15:59:14Z,1.562,3.67,111.4,8.93,38.3,0.119,0.07,161.2,1.21,105,1.97,8.6,26.57,38.99417,-92.48889,235.6,986.6
219,2022-06-30,2022-06-30T15:59:15Z,1.642,3.72,101.9,8.19,39.1,0.125,0.08,161.4,1,105,2.49,8.55,26.472,38.99417,-92.48889,235.4,986.5
219,2022-06-30,2022-06-30T15:59:16Z,1.749,3.76,92.9,7.47,41,0.13,0.08,161.5,1.03,105,2.43,8.53,26.39,38.99417,-92.48889,235.5,986.5
219,2022-06-30,2022-06-30T15:59:17Z,1.866,3.77,82.5,6.65,41.4,0.135,0.08,162.1,1.04,105,1.71,8.38,26.225,38.99417,-92.48889,235.7,986.5
219,2022-06-30,2022-06-30T15:59:18Z,2.011,3.72,74.7,6.14,40.7,0.141,0.08,165.2,1.01,107,1.64,8.32,25.304,38.99417,-92.48889,235.7,986.5
219,2022-06-30,2022-06-30T15:59:19Z,2.099,3.69,64.8,5.32,32.8,0.146,0.08,165.5,0.97,108,1.65,8.25,25.276,38.99417,-92.48889,235.7,986.6
219,2022-06-30,2022-06-30T15:59:21Z,2.219,3.57,51.6,4.28,12.2,0.216,0.08,168.1,0.91,109,1.89,8.19,24.697,38.99417,-92.48889,235.6,986.6
219,2022-06-30,2022-06-30T15:59:22Z,2.285,3.45,50.1,4.18,-7,0.224,0.08,170.5,0.88,111,1.95,8.04,24.257,38.99417,-92.4889,235.6,986.5
219,2022-06-30,2022-06-30T15:59:23Z,2.345,3.41,42.3,3.55,-31.8,0.236,0.08,172,0.85,112,2.12,7.96,24.057,38.99417,-92.4889,235.6,986.6
219,2022-06-30,2022-06-30T15:59:24Z,2.457,3.34,39,3.38,-64.7,0.244,0.08,180.6,0.83,117,2.3,7.85,22.22,38.99417,-92.4889,235.5,986.5
219,2022-06-30,2022-06-30T15:59:25Z,2.576,3.29,35.5,3.1,-98,0.247,0.09,184.1,0.8,120,2.44,7.75,21.795,38.99417,-92.4889,235.6,986.5
219,2022-06-30,2022-06-30T15:59:26Z,2.706,3.13,33.7,2.99,-111.5,0.256,0.09,191.7,0.77,125,2.58,7.72,20.682,38.99417,-92.4889,235.5,986.5
219,2022-06-30,2022-06-30T15:59:27Z,2.808,3.01,32.3,2.91,-126.4,0.264,0.09,194.9,0.75,127,2.71,7.68,20.615,38.99417,-92.4889,235.5,986.5
219,2022-06-30,2022-06-30T15:59:28Z,2.935,2.88,27.4,2.46,-132.5,0.269,0.09,198.2,0.73,129,2.82,7.65,20.637,38.99417,-92.4889,235.5,986.5
219,2022-06-30,2022-06-30T15:59:29Z,3.049,2.74,26.1,2.41,-137.9,0.275,0.1,209.4,0.71,136,2.92,7.51,18.84,38.99417,-92.48891,235.5,986.5
219,2022-06-30,2022-06-30T15:59:30Z,3.16,2.6,24.5,2.28,-139.7,0.281,0.1,213.9,0.7,139,3.02,7.47,18.871,38.99417,-92.48891,235.5,986.5
219,2022-06-30,2022-06-30T15:59:31Z,3.258,2.47,23.6,2.21,-141.4,0.287,0.1,220.9,0.68,144,3.18,7.43,18.276,38.99417,-92.48891,235.4,986.5
219,2022-06-30,2022-06-30T15:59:32Z,3.42,2.35,22.8,2.16,-142.9,0.292,0.11,226.9,0.67,148,3.42,7.41,17.917,38.99417,-92.48891,235.4,986.5
219,2022-06-30,2022-06-30T15:59:33Z,3.547,2.25,22.1,2.1,-144.4,0.298,0.11,233.7,0.64,152,3.58,7.39,17.736,38.99418,-92.48891,235.4,986.4
219,2022-08-11,2022-08-11T14:14:10Z,0.194,1.02,114.2,8.42,80.5,0.019,0.08,172.6,2.09,112,11.69,8.79,31.459,38.99372,-92.48927,226.3,992.1
219,2022-08-11,2022-08-11T14:14:14Z,0.349,0.94,114.2,8.41,80,0.032,0.08,172.9,2.19,112,11.62,8.8,31.466,38.99372,-92.48927,227.2,992.1
219,2022-08-11,2022-08-11T14:14:16Z,0.487,1.03,114,8.4,79.6,0.043,0.08,173.1,2.35,113,11.88,8.81,31.434,38.99372,-92.48927,226.8,992.1
219,2022-08-11,2022-08-11T14:14:17Z,0.554,0.96,113,8.35,79.7,0.053,0.08,173.3,2.45,113,12.46,8.81,31.188,38.99372,-92.48927,226.6,992.1
