"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"29","11/13/2014","14:23:33",15.345,725.6,76.1,7.61,79.7,7.53,5.44,0,0.03,NA,10.31,NA,2.808,3.1
"30","11/13/2014","14:23:38",15.264,725.6,71.2,7.13,79.5,7.49,5.5,0,0,NA,12.46,NA,2.893,3.2
"31","11/13/2014","14:23:43",15.218,725.5,70.3,7.05,79.4,7.46,5.46,0,-0.01,NA,6.47,NA,2.974,3.2
"32","11/13/2014","14:23:48",15.108,725.5,69.4,6.98,79.5,7.34,5.38,0,-0.04,NA,5.88,NA,3.049,3.2
"33","11/13/2014","14:23:53",15.007,725.6,68.3,6.89,79.4,7.3,5.33,0,-0.07,NA,6.78,NA,3.109,3.4
"34","11/13/2014","14:23:58",14.892,725.6,66.6,6.73,79.3,7.27,5.32,0,-0.12,NA,5.45,NA,3.189,3.6
"35","11/13/2014","14:24:03",14.793,725.5,65,6.58,79.3,7.25,5.36,0,-0.17,NA,7.47,NA,3.269,3.6
"36","11/13/2014","14:24:08",14.713,725.5,63.8,6.47,79.3,7.24,5.4,0,-0.2,NA,5.82,NA,3.361,3.8
"37","11/13/2014","14:24:13",14.657,725.6,62.8,6.38,79.3,7.22,5.49,0,-0.24,NA,5.26,NA,3.462,3.9
"38","11/13/2014","14:24:18",14.587,725.6,61.8,6.29,79.3,7.19,5.53,0,-0.25,NA,4.93,NA,3.57,4
"39","11/13/2014","14:24:23",14.518,725.5,61,6.22,79.3,7.17,5.54,0,-0.26,NA,4.8,NA,3.681,4
"40","11/13/2014","14:24:28",14.471,725.5,60.6,6.18,79.2,7.14,5.49,0,-0.27,NA,2.96,NA,3.784,4.1
"41","11/13/2014","14:24:33",14.442,725.5,60.3,6.16,79.2,7.12,5.49,0,-0.26,NA,4.3,NA,3.88,4.2
"42","11/13/2014","14:24:38",14.411,725.5,60,6.12,79.1,7.1,5.49,0,-0.27,NA,3.02,NA,3.973,4.3
"43","11/13/2014","14:24:43",14.357,725.6,59.5,6.08,79.2,7.08,5.54,0,-0.28,NA,2.96,NA,4.079,4.5
"44","11/13/2014","14:24:48",14.284,725.5,58.4,5.98,79.3,7.07,5.67,0,-0.31,NA,2.68,NA,4.19,4.7
"45","11/13/2014","14:24:53",14.213,725.6,56.7,5.81,79.5,7.05,5.81,0,-0.33,NA,2.4,NA,4.293,4.7
"46","11/13/2014","14:24:58",14.171,725.5,54.7,5.62,79.7,7.03,5.96,0,-0.34,NA,2.46,NA,4.387,4.8
"47","11/13/2014","14:25:03",14.151,725.6,53.1,5.45,79.8,7.02,6,0,-0.35,NA,2.54,NA,4.486,4.8
"48","11/13/2014","14:25:08",14.125,725.6,51.8,5.32,79.8,7,6.04,0,-0.36,NA,2.35,NA,4.59,4.9
"49","11/13/2014","14:25:13",14.087,725.5,50.9,5.24,79.8,6.99,6.07,0,-0.37,NA,2.13,NA,4.697,5.1
"50","11/13/2014","14:25:18",14.015,725.5,50.3,5.18,79.8,6.98,6.19,0,-0.38,NA,2.09,NA,4.804,5.2
"51","11/13/2014","14:25:23",13.932,725.5,49.7,5.13,80,6.97,6.65,0,-0.38,NA,2.07,NA,4.907,5.4
"52","11/13/2014","14:25:28",13.867,725.6,45.2,4.67,80.3,6.96,7.08,0,-0.38,NA,2.06,NA,5.008,5.4
"53","11/13/2014","14:25:33",13.806,725.5,43.3,4.48,80.7,6.95,7.47,0,-0.37,NA,2.05,NA,5.114,5.5
"54","11/13/2014","14:25:38",13.738,725.4,42.2,4.37,81,6.94,7.58,0,-0.36,NA,2.06,NA,5.231,5.6
"55","11/13/2014","14:25:43",13.667,725.5,41.2,4.27,81.2,6.93,7.74,0,-0.35,NA,1.97,NA,5.344,5.7
"56","11/13/2014","14:25:48",13.611,725.4,39.7,4.12,81.3,6.92,7.9,0,-0.35,NA,2.07,NA,5.459,5.9
"57","11/13/2014","14:25:53",13.564,725.3,38.3,3.99,81.3,6.91,8.14,0,-0.35,NA,2.23,NA,5.57,5.9
"58","11/13/2014","14:25:58",13.527,725.5,37.3,3.89,81.5,6.91,8.27,0,-0.35,NA,2.22,NA,5.671,6
"59","11/13/2014","14:26:03",13.488,725.4,36.5,3.8,81.7,6.9,8.8,0,-0.33,NA,2.33,NA,5.756,6
"60","11/13/2014","14:26:08",13.457,725.4,35.8,3.73,81.8,6.9,10.14,0,-0.3,NA,2.55,NA,5.834,6
"61","11/13/2014","14:26:13",13.433,725.4,35.3,3.68,81.9,6.89,13.45,0,-0.23,NA,3.24,NA,5.899,6.1
