"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"52","11/13/2014","10:43:37",16.392,723.6,96.5,9.45,56.4,7.48,3.06,0,0.01,NA,20.1,NA,1.706,2.3
"53","11/13/2014","10:43:38",16.373,723.6,94.7,9.25,55.8,7.47,3.14,0,0.04,NA,17.82,NA,1.723,2.3
"54","11/13/2014","10:43:39",16.187,723.7,94.2,9.23,55.4,7.47,3.2,0,0.07,NA,14.46,NA,1.741,2.3
"55","11/13/2014","10:43:40",15.979,723.6,93.3,9.19,54.9,7.47,3.27,0,0.1,NA,20.12,NA,1.762,2.4
"56","11/13/2014","10:43:41",15.889,723.7,92.4,9.13,54.4,7.47,3.32,0,0.12,NA,20.11,NA,1.78,2.4
"57","11/13/2014","10:43:42",15.864,723.8,87.3,8.64,53.8,7.37,3.37,0,0.15,NA,18.96,NA,1.796,2.4
"58","11/13/2014","10:43:43",15.867,723.6,85.5,8.46,53.3,7.36,3.39,0,0.18,NA,19.68,NA,1.812,2.4
"59","11/13/2014","10:43:44",15.882,723.6,83.2,8.23,52.8,7.34,3.38,0,0.2,NA,18.84,NA,1.827,2.4
"60","11/13/2014","10:43:45",15.877,723.6,82,8.12,52.4,7.33,3.42,0,0.22,NA,16.32,NA,1.856,2.4
"61","11/13/2014","10:43:46",15.87,723.6,80.7,7.99,51.9,7.32,3.43,0,0.24,NA,21.1,NA,1.889,2.4
"62","11/13/2014","10:43:47",15.858,723.6,79.8,7.9,51.5,7.32,3.44,0,0.25,NA,21.05,NA,1.92,2.4
"63","11/13/2014","10:43:48",15.839,723.6,78.9,7.82,51.2,7.31,3.47,0,0.24,NA,17.92,NA,1.952,2.4
"64","11/13/2014","10:43:49",15.804,723.7,74.7,7.4,51,7.3,3.51,0,0.23,NA,11.97,NA,1.989,2.4
"65","11/13/2014","10:43:50",15.781,723.7,73.7,7.3,50.8,7.29,3.53,0,0.22,NA,14.78,NA,2.018,2.5
"66","11/13/2014","10:43:51",15.764,723.7,72.4,7.18,50.6,7.29,3.52,0,0.21,NA,14.99,NA,2.047,2.4
"67","11/13/2014","10:43:52",15.731,723.6,71.8,7.12,50.5,7.28,3.53,0,0.2,NA,14.35,NA,2.074,2.5
"68","11/13/2014","10:43:53",15.686,723.6,70.9,7.04,50.5,7.27,3.53,0,0.19,NA,17.9,NA,2.106,2.5
"69","11/13/2014","10:43:54",15.641,723.8,70,6.96,50.4,7.27,3.54,0,0.18,NA,14.92,NA,2.132,2.5
"70","11/13/2014","10:43:55",15.594,723.7,69.4,6.9,50.3,7.26,3.54,0,0.18,NA,15.25,NA,2.157,2.5
"71","11/13/2014","10:43:56",15.542,723.7,68.7,6.84,50.2,7.25,3.55,0,0.18,NA,14.34,NA,2.182,2.5
"72","11/13/2014","10:43:57",15.488,723.6,64.9,6.47,50.2,7.15,3.56,0,0.18,NA,17.92,NA,2.21,2.5
"73","11/13/2014","10:43:58",15.434,723.7,64,6.39,50.1,7.14,3.57,0,0.17,NA,25.12,NA,2.232,2.5
"74","11/13/2014","10:43:59",15.386,723.7,63.2,6.31,50,7.13,3.57,0,0.17,NA,14.65,NA,2.253,2.5
"75","11/13/2014","10:44:00",15.341,723.7,62.7,6.27,49.9,7.11,3.55,0,0.17,NA,15.77,NA,2.274,2.5
"76","11/13/2014","10:44:01",15.313,723.6,62.3,6.23,49.9,7.11,3.55,0,0.17,NA,22.44,NA,2.299,2.5
"77","11/13/2014","10:44:02",15.296,723.7,61.9,6.21,49.8,7.1,3.54,0,0.16,NA,20.22,NA,2.318,2.5
"78","11/13/2014","10:44:03",15.283,723.7,61.7,6.19,49.8,7.09,3.54,0,0.17,NA,17.47,NA,2.335,2.5
"79","11/13/2014","10:44:04",15.255,723.8,61.6,6.17,49.7,7.09,3.51,0,0.17,NA,17.59,NA,2.351,2.5
"80","11/13/2014","10:44:05",15.228,723.6,61.4,6.16,49.7,7.08,3.52,0,0.17,NA,13.31,NA,2.366,2.5
"81","11/13/2014","10:44:06",15.209,723.8,61.2,6.14,49.6,7.07,3.52,0,0.17,NA,18.81,NA,2.381,2.5
"82","11/13/2014","10:44:07",15.199,723.8,61,6.12,49.6,7.07,3.49,0,0.17,NA,16.95,NA,2.391,2.5
"83","11/13/2014","10:44:08",15.197,723.8,60.8,6.1,49.5,7.06,3.49,0,0.17,NA,14.19,NA,2.401,2.5
"84","11/13/2014","10:44:09",15.184,723.8,60.6,6.09,49.5,7.05,3.47,0,0.17,NA,19.33,NA,2.409,2.5
"85","11/13/2014","10:44:10",15.178,723.7,60.4,6.07,49.5,7.05,3.45,0,0.18,NA,17.27,NA,2.423,2.5
"86","11/13/2014","10:44:11",15.171,723.7,60.2,6.05,49.4,7.04,3.46,0,0.18,NA,18.85,NA,2.433,2.5
"87","11/13/2014","10:44:12",15.168,723.7,60,6.03,49.4,7.04,3.44,0,0.18,NA,21.22,NA,2.443,2.5
"88","11/13/2014","10:44:13",15.162,723.7,59.7,6,49.4,7.03,3.42,0,0.19,NA,15.75,NA,2.449,2.5
"89","11/13/2014","10:44:14",15.154,723.8,59.3,5.96,49.3,7.02,3.43,0,0.19,NA,9.05,NA,2.459,2.5
"90","11/13/2014","10:44:15",15.142,723.7,58.9,5.92,49.3,7.02,3.42,0,0.18,NA,19.16,NA,2.464,2.5
"91","11/13/2014","10:44:16",15.127,723.8,58.4,5.88,49.3,7.01,3.45,0,0.18,NA,11.68,NA,2.469,2.5
"92","11/13/2014","10:44:17",15.115,723.8,58,5.84,49.3,6.92,3.43,0,0.17,NA,10.6,NA,2.473,2.5
"93","11/13/2014","10:44:18",15.11,723.8,57.6,5.8,49.3,6.91,3.42,0,0.18,NA,16.39,NA,2.477,2.5
"94","11/13/2014","10:44:19",15.106,723.7,57.2,5.76,49.3,6.9,3.41,0,0.18,NA,23.38,NA,2.48,2.5
"95","11/13/2014","10:44:20",15.102,723.7,56.8,5.72,49.3,6.89,3.41,0,0.18,NA,14.71,NA,2.483,2.5
"96","11/13/2014","10:44:21",15.096,723.7,56.5,5.68,49.3,6.89,3.42,0,0.18,NA,14.34,NA,2.484,2.5
"97","11/13/2014","10:44:22",15.092,723.7,56,5.64,49.3,6.89,3.41,0,0.17,NA,18,NA,2.487,2.5
"98","11/13/2014","10:44:23",15.084,723.7,55.7,5.6,49.3,6.88,3.41,0,0.17,NA,17.14,NA,2.491,2.5
"99","11/13/2014","10:44:24",15.073,723.7,55.3,5.57,49.3,6.88,3.42,0,0.18,NA,16.58,NA,2.494,2.5
"100","11/13/2014","10:44:25",15.067,723.8,54.9,5.53,49.3,6.87,3.43,0,0.17,NA,13.67,NA,2.496,2.5
"101","11/13/2014","10:44:26",15.05,723.8,54.6,5.5,49.2,6.87,3.44,0,0.17,NA,13.83,NA,2.499,2.6
"102","11/13/2014","10:44:27",15.038,723.7,54.2,5.46,49.2,6.86,3.47,0,0.17,NA,13.96,NA,2.504,2.6
"103","11/13/2014","10:44:28",15.014,723.7,53.9,5.43,49.2,6.86,3.47,0,0.16,NA,13.67,NA,2.508,2.6
"104","11/13/2014","10:44:29",15.003,723.7,53.5,5.4,49.2,6.86,3.46,0,0.16,NA,11.59,NA,2.512,2.6
"105","11/13/2014","10:44:30",14.989,723.7,53.2,5.36,49.2,6.85,3.47,0,0.16,NA,14.44,NA,2.516,2.6
"106","11/13/2014","10:44:31",14.976,723.7,52.8,5.32,49.2,6.85,3.46,0,0.15,NA,10.05,NA,2.521,2.7
"107","11/13/2014","10:44:32",14.946,723.7,52.4,5.29,49.2,6.84,3.49,0,0.14,NA,17.94,NA,2.526,2.7
"108","11/13/2014","10:44:33",14.924,723.8,48.7,4.92,49.2,6.84,3.5,0,0.13,NA,13.65,NA,2.532,2.7
"109","11/13/2014","10:44:34",14.9,723.7,48.1,4.86,49.2,6.84,3.51,0,0.13,NA,10.65,NA,2.537,2.7
"110","11/13/2014","10:44:35",14.877,723.7,47.4,4.79,49.2,6.83,3.52,0,0.13,NA,17,NA,2.542,2.7
"111","11/13/2014","10:44:36",14.858,723.7,47.1,4.77,49.2,6.83,3.51,0,0.14,NA,15.24,NA,2.548,2.7
"112","11/13/2014","10:44:37",14.835,723.7,46.8,4.74,49.2,6.82,3.51,0,0.14,NA,19.07,NA,2.553,2.7
"113","11/13/2014","10:44:38",14.812,723.7,46.4,4.7,49.2,6.82,3.51,0,0.13,NA,14.1,NA,2.558,2.7
"114","11/13/2014","10:44:39",14.789,723.8,46.1,4.67,49.2,6.82,3.52,0,0.12,NA,14.43,NA,2.564,2.7
"115","11/13/2014","10:44:40",14.77,723.7,45.9,4.65,49.2,6.81,3.5,0,0.11,NA,13.12,NA,2.571,2.7
"116","11/13/2014","10:44:41",14.752,723.7,45.7,4.63,49.3,6.81,3.51,0,0.11,NA,13.15,NA,2.577,2.8
"117","11/13/2014","10:44:42",14.734,723.7,45.4,4.61,49.3,6.81,3.52,0,0.12,NA,11.28,NA,2.584,2.8
"118","11/13/2014","10:44:43",14.71,723.7,45.3,4.59,49.3,6.8,3.53,0,0.11,NA,8.71,NA,2.593,2.9
"119","11/13/2014","10:44:44",14.688,723.7,45.1,4.57,49.3,6.8,3.54,0,0.1,NA,18.54,NA,2.605,2.9
"120","11/13/2014","10:44:45",14.679,723.6,44.9,4.55,49.3,6.79,3.53,0,0.1,NA,14.63,NA,2.614,2.9
"121","11/13/2014","10:44:46",14.671,723.7,44.7,4.54,49.3,6.78,3.54,0,0.1,NA,14.39,NA,2.623,2.9
"122","11/13/2014","10:44:47",14.666,723.6,44.5,4.52,49.3,6.78,3.5,0,0.1,NA,13.59,NA,2.631,2.9
"123","11/13/2014","10:44:48",14.657,723.6,44.3,4.5,49.3,6.77,3.5,0,0.1,NA,12.57,NA,2.641,2.8
"124","11/13/2014","10:44:49",14.648,723.7,44,4.47,49.3,6.77,3.49,0,0.09,NA,12.24,NA,2.649,2.8
"125","11/13/2014","10:44:50",14.638,723.6,43.6,4.43,49.3,6.76,3.48,0,0.09,NA,12.09,NA,2.656,2.8
"126","11/13/2014","10:44:51",14.629,723.7,43.3,4.4,49.3,6.76,3.49,0,0.09,NA,12.11,NA,2.664,2.8
"127","11/13/2014","10:44:52",14.616,723.7,42.9,4.36,49.3,6.75,3.5,0,0.09,NA,9.69,NA,2.674,2.8
"128","11/13/2014","10:44:53",14.606,723.6,42.5,4.33,49.4,6.75,3.5,0,0.08,NA,11.31,NA,2.683,2.8
"129","11/13/2014","10:44:54",14.595,723.8,42.2,4.29,49.4,6.74,3.49,0,0.08,NA,12.69,NA,2.692,2.8
"130","11/13/2014","10:44:55",14.585,723.8,41.8,4.26,49.4,6.74,3.49,0,0.08,NA,15.26,NA,2.7,2.8
"131","11/13/2014","10:44:56",14.575,723.7,41.5,4.23,49.4,6.73,3.48,0,0.08,NA,14.73,NA,2.71,2.8
"132","11/13/2014","10:44:57",14.568,723.8,41.2,4.19,49.4,6.73,3.49,0,0.08,NA,16.65,NA,2.72,2.9
"133","11/13/2014","10:44:58",14.553,723.7,40.8,4.16,49.4,6.72,3.48,0,0.08,NA,9.7,NA,2.733,3
"134","11/13/2014","10:44:59",14.532,723.8,37.4,3.81,49.4,6.72,3.48,0,0.08,NA,11.07,NA,2.747,3
"135","11/13/2014","10:45:00",14.509,723.8,36.6,3.73,49.4,6.72,3.5,0,0.07,NA,10.82,NA,2.764,3.1
"136","11/13/2014","10:45:01",14.484,723.7,35.7,3.64,49.4,6.71,3.52,0,0.07,NA,10.37,NA,2.779,3.1
"137","11/13/2014","10:45:02",14.458,723.8,35,3.57,49.5,6.71,3.54,0,0.06,NA,9.96,NA,2.796,3.2
"138","11/13/2014","10:45:03",14.413,723.7,34.7,3.54,49.5,6.7,3.54,0,0.07,NA,9.87,NA,2.813,3.2
"139","11/13/2014","10:45:04",14.381,723.7,34.3,3.51,49.6,6.7,3.55,0,0.07,NA,9.63,NA,2.829,3.2
"140","11/13/2014","10:45:05",14.351,723.7,33.9,3.47,49.6,6.7,3.56,0,0.07,NA,10.9,NA,2.848,3.2
"141","11/13/2014","10:45:06",14.328,723.7,33.6,3.44,49.6,6.69,3.68,0,0.07,NA,10.4,NA,2.863,3.2
"142","11/13/2014","10:45:07",14.293,723.6,33.3,3.41,49.7,6.69,3.67,0,0.07,NA,14.09,NA,2.878,3.2
"143","11/13/2014","10:45:08",14.266,723.6,33.1,3.39,49.7,6.68,3.67,0,0.08,NA,13.43,NA,2.893,3.2
"144","11/13/2014","10:45:09",14.237,723.7,32.8,3.36,49.8,6.68,3.7,0,0.09,NA,13.06,NA,2.909,3.2
"145","11/13/2014","10:45:10",14.208,723.8,32.5,3.34,49.8,6.68,3.72,0,0.08,NA,7.44,NA,2.923,3.3
"146","11/13/2014","10:45:11",14.175,723.7,32.3,3.31,49.8,6.67,3.72,0,0.08,NA,11.46,NA,2.938,3.3
"147","11/13/2014","10:45:12",14.147,723.7,32.1,3.29,49.9,6.67,3.73,0,0.09,NA,11.69,NA,2.957,3.4
"148","11/13/2014","10:45:13",14.121,723.7,31.8,3.27,49.9,6.67,3.75,0,0.09,NA,9.82,NA,2.973,3.4
"149","11/13/2014","10:45:14",14.088,723.6,31.6,3.25,49.9,6.66,3.75,0,0.09,NA,9.23,NA,2.99,3.4
"150","11/13/2014","10:45:15",14.065,723.7,31.3,3.22,49.9,6.66,3.74,0,0.08,NA,8.77,NA,3.007,3.4
"151","11/13/2014","10:45:16",14.049,723.7,30.9,3.18,50,6.66,3.74,0,0.08,NA,8.6,NA,3.025,3.4
"152","11/13/2014","10:45:17",14.035,723.6,30.4,3.13,50,6.65,3.71,0,0.07,NA,8.51,NA,3.047,3.4
"153","11/13/2014","10:45:18",14.014,723.7,30,3.09,50,6.65,3.72,0,0.07,NA,9.9,NA,3.064,3.4
"154","11/13/2014","10:45:19",13.989,723.7,29.6,3.05,50,6.65,3.73,0,0.09,NA,8.17,NA,3.082,3.4
"155","11/13/2014","10:45:20",13.965,723.6,29.2,3.01,50,6.64,3.73,0,0.08,NA,10.52,NA,3.098,3.4
"156","11/13/2014","10:45:21",13.943,723.6,28.8,2.97,50,6.64,3.65,0,0.09,NA,10.72,NA,3.116,3.4
"157","11/13/2014","10:45:22",13.919,723.6,28.5,2.94,50,6.64,3.67,0,0.1,NA,10.6,NA,3.131,3.5
"158","11/13/2014","10:45:23",13.901,723.6,28.1,2.91,50,6.64,3.67,0,0.11,NA,9.75,NA,3.146,3.5
"159","11/13/2014","10:45:24",13.887,723.7,27.8,2.88,50,6.63,3.67,0,0.11,NA,9.11,NA,3.16,3.5
"160","11/13/2014","10:45:25",13.875,723.7,27.5,2.84,50,6.63,3.68,0,0.12,NA,11.26,NA,3.179,3.5
"161","11/13/2014","10:45:26",13.861,723.7,27.3,2.82,50.1,6.63,3.68,0,0.12,NA,9.46,NA,3.195,3.5
"162","11/13/2014","10:45:27",13.851,723.7,27,2.79,50,6.63,3.68,0,0.12,NA,8.05,NA,3.211,3.5
"163","11/13/2014","10:45:28",13.842,723.7,26.8,2.77,50,6.63,3.67,0,0.12,NA,7.76,NA,3.228,3.5
"164","11/13/2014","10:45:29",13.833,723.7,26.6,2.75,50,6.62,3.67,0,0.13,NA,8.44,NA,3.249,3.5
"165","11/13/2014","10:45:30",13.823,723.7,26.4,2.73,50,6.62,3.69,0,0.13,NA,9.67,NA,3.266,3.5
"166","11/13/2014","10:45:31",13.802,723.7,26.2,2.71,50,6.62,3.71,0,0.13,NA,9.34,NA,3.286,3.6
"167","11/13/2014","10:45:32",13.787,723.7,26,2.69,50,6.62,3.72,0,0.13,NA,10.25,NA,3.307,3.6
"168","11/13/2014","10:45:33",13.77,723.7,25.9,2.68,49.9,6.62,3.74,0,0.13,NA,10.25,NA,3.332,3.6
"169","11/13/2014","10:45:34",13.757,723.7,25.7,2.66,49.9,6.61,3.73,0,0.14,NA,9.88,NA,3.351,3.6
"170","11/13/2014","10:45:35",13.74,723.7,25.5,2.64,49.9,6.61,3.72,0,0.14,NA,9.57,NA,3.37,3.6
"171","11/13/2014","10:45:36",13.723,723.6,25.3,2.62,49.9,6.61,3.72,0,0.16,NA,9.41,NA,3.385,3.6
"172","11/13/2014","10:45:37",13.706,723.7,25.1,2.61,49.9,6.61,3.71,0,0.17,NA,6.98,NA,3.403,3.6
"173","11/13/2014","10:45:38",13.688,723.6,24.9,2.59,49.8,6.61,3.73,0,0.17,NA,9.62,NA,3.418,3.7
"174","11/13/2014","10:45:39",13.669,723.8,24.8,2.57,49.8,6.6,3.7,0,0.18,NA,8.65,NA,3.433,3.7
"175","11/13/2014","10:45:40",13.646,723.6,24.6,2.55,49.8,6.6,3.71,0,0.17,NA,8.65,NA,3.448,3.8
"176","11/13/2014","10:45:41",13.626,723.6,24.4,2.54,49.8,6.6,3.69,0,0.16,NA,8.62,NA,3.467,3.8
"177","11/13/2014","10:45:42",13.604,723.7,24.2,2.52,49.8,6.6,3.71,0,0.16,NA,8.52,NA,3.483,3.8
"178","11/13/2014","10:45:43",13.583,723.8,24,2.5,49.8,6.6,3.72,0,0.15,NA,8.53,NA,3.499,3.9
"179","11/13/2014","10:45:44",13.564,723.7,23.8,2.48,49.8,6.6,3.71,0,0.15,NA,8.47,NA,3.517,3.9
"180","11/13/2014","10:45:45",13.55,723.8,23.7,2.46,49.8,6.59,3.7,0,0.14,NA,8.44,NA,3.538,3.9
"181","11/13/2014","10:45:46",13.531,723.7,23.5,2.44,49.8,6.59,3.7,0,0.14,NA,8.36,NA,3.557,3.9
"182","11/13/2014","10:45:47",13.511,723.7,23.3,2.43,49.8,6.59,3.68,0,0.14,NA,8.21,NA,3.576,4
"183","11/13/2014","10:45:48",13.487,723.8,23.1,2.41,49.8,6.59,3.67,0,0.13,NA,8.09,NA,3.593,4
"184","11/13/2014","10:45:49",13.465,723.6,22.9,2.39,49.9,6.59,3.7,0,0.12,NA,7.93,NA,3.611,4
"185","11/13/2014","10:45:50",13.439,723.7,22.7,2.37,49.9,6.59,3.69,0,0.12,NA,7.68,NA,3.632,4
"186","11/13/2014","10:45:51",13.417,723.7,22.6,2.35,49.9,6.58,3.69,0,0.11,NA,7.43,NA,3.649,4.1
"187","11/13/2014","10:45:52",13.395,723.8,22.4,2.33,49.9,6.58,3.69,0,0.1,NA,7.31,NA,3.667,4.1
"188","11/13/2014","10:45:53",13.377,723.6,22.2,2.32,50,6.58,3.69,0,0.09,NA,7.12,NA,3.684,4.1
"189","11/13/2014","10:45:54",13.356,723.6,21.9,2.29,50,6.58,3.72,0,0.08,NA,6.94,NA,3.704,4.1
"190","11/13/2014","10:45:55",13.329,723.7,21.7,2.27,50.1,6.58,3.75,0,0.07,NA,6.86,NA,3.721,4.1
"191","11/13/2014","10:45:56",13.309,723.7,21.5,2.24,50.1,6.58,3.75,0,0.06,NA,6.72,NA,3.739,4.1
"192","11/13/2014","10:45:57",13.285,723.5,21.2,2.22,50.2,6.58,3.75,0,0.05,NA,6.6,NA,3.758,4.2
"193","11/13/2014","10:45:58",13.263,723.6,17.8,1.86,50.2,6.57,3.76,0,0.05,NA,6.55,NA,3.78,4.2
"194","11/13/2014","10:45:59",13.239,723.7,17.1,1.79,50.3,6.57,3.78,0,0.04,NA,6.49,NA,3.799,4.2
"195","11/13/2014","10:46:00",13.22,723.7,16.3,1.71,50.4,6.57,3.8,0,0.04,NA,6.56,NA,3.817,4.2
"196","11/13/2014","10:46:01",13.199,723.8,15.8,1.65,50.4,6.57,3.81,0,0.04,NA,6.6,NA,3.836,4.2
"197","11/13/2014","10:46:02",13.182,723.6,15.5,1.63,50.5,6.57,3.84,0,0.04,NA,6.59,NA,3.859,4.2
"198","11/13/2014","10:46:03",13.163,723.7,15.2,1.6,50.6,6.57,3.87,0,0.04,NA,6.58,NA,3.878,4.2
"199","11/13/2014","10:46:04",13.148,723.8,14.9,1.56,50.6,6.56,3.9,0,0.03,NA,6.62,NA,3.898,4.2
"200","11/13/2014","10:46:05",13.134,723.7,14.6,1.54,50.7,6.56,3.97,0,0.03,NA,6.62,NA,3.918,4.3
"201","11/13/2014","10:46:06",13.113,723.8,14.4,1.51,50.8,6.56,4.05,0,0.03,NA,6.63,NA,3.942,4.3
"202","11/13/2014","10:46:07",13.093,723.7,14.1,1.49,50.9,6.56,4.1,0,0.04,NA,6.71,NA,3.962,4.3
"203","11/13/2014","10:46:08",13.079,723.7,13.8,1.46,51,6.56,4.13,0,0.05,NA,6.81,NA,3.981,4.3
"204","11/13/2014","10:46:09",13.07,723.7,13.6,1.43,51.1,6.56,4.15,0,0.06,NA,6.87,NA,3.998,4.3
"205","11/13/2014","10:46:10",13.064,723.7,13.2,1.39,51.2,6.55,4.16,0,0.06,NA,7,NA,4.019,4.3
"206","11/13/2014","10:46:11",13.056,723.6,9.6,1.01,51.3,6.55,4.21,0,0.07,NA,7.06,NA,4.037,4.3
"207","11/13/2014","10:46:12",13.044,723.7,9,0.94,51.3,6.55,4.25,0,0.08,NA,7.11,NA,4.056,4.4
"208","11/13/2014","10:46:13",13.034,723.7,8.5,0.89,51.4,6.55,4.26,0,0.09,NA,7.14,NA,4.075,4.4
"209","11/13/2014","10:46:14",13.022,723.8,8.3,0.87,51.5,6.55,4.32,0,0.1,NA,7.29,NA,4.094,4.4
