"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"104","11/14/2014","12:08:30",19.225,738.2,31.4,2.89,305,7.93,31.38,0,2.07,NA,29.19,NA,4.228,4.3
"105","11/14/2014","12:08:33",19.122,738.2,27.2,2.52,305.7,7.92,39.35,0,2.05,NA,26.3,NA,4.247,4.5
"106","11/14/2014","12:08:35",18.965,738.2,24,2.22,307,7.91,36.98,0,2.01,NA,26.89,NA,4.269,4.5
"107","11/14/2014","12:08:38",17.625,738.2,22.9,2.13,316.3,7.81,55.37,0,1.98,NA,26.15,NA,4.291,4.6
"108","11/14/2014","12:08:40",17.857,738.2,22.3,2.11,315.1,7.79,53.91,0,1.95,NA,25.28,NA,4.315,4.6
"109","11/14/2014","12:08:43",17.875,738.2,21.6,2.04,315.3,7.79,52.03,0,1.9,NA,24.85,NA,4.339,4.6
"110","11/14/2014","12:08:45",17.84,738.2,20.8,1.97,315.9,7.78,52.73,0,1.89,NA,24.28,NA,4.362,4.6
"111","11/14/2014","12:08:48",17.679,738.2,15.6,1.48,317.3,7.77,87.01,0,1.87,NA,23.91,NA,4.386,4.7
"112","11/14/2014","12:08:50",16.333,738.2,14.2,1.38,327.3,7.76,90.66,0,1.88,NA,23.87,NA,4.418,4.7
"113","11/14/2014","12:08:53",16.342,738.2,12.7,1.25,327.7,7.76,92.96,0,1.9,NA,23.59,NA,4.451,4.8
"114","11/14/2014","12:08:55",16.081,738.2,11.5,1.14,330.1,7.75,363.66,0,2.27,NA,56.95,NA,4.49,4.9
"115","11/14/2014","12:08:58",16.005,738.2,7.2,0.71,331.4,7.74,52.16,0,7.06,NA,75.18,NA,4.535,4.9
"116","11/14/2014","12:09:00",15.977,738.2,6.6,0.65,332.6,7.73,55.95,0,1.52,NA,8.76,NA,4.58,4.9
"117","11/14/2014","12:09:03",15.967,738.2,6.2,0.61,333.5,7.72,45.51,0,1.05,NA,8.24,NA,4.624,4.9
"118","11/14/2014","12:09:05",15.944,738.2,5.9,0.58,334.4,7.71,40.64,0,0.98,NA,8.18,NA,4.666,4.9
"119","11/14/2014","12:09:08",15.932,738.2,5.6,0.56,335.1,7.7,39.27,0,1.08,NA,8.25,NA,4.711,4.9
"120","11/14/2014","12:09:10",15.944,738.2,5.5,0.54,335.4,7.68,40.15,0,1.18,NA,8.41,NA,4.742,4.9
"121","11/14/2014","12:09:13",15.961,738.1,5.2,0.51,335.5,7.68,41.13,0,1.27,NA,8.52,NA,4.768,4.9
"122","11/14/2014","12:09:15",15.971,738.2,4.9,0.48,335.7,7.67,41.63,0,1.34,NA,8.65,NA,4.792,4.9
"123","11/14/2014","12:09:18",15.977,738.2,4.6,0.46,335.8,7.66,40.68,0,1.39,NA,8.64,NA,4.817,4.9
"124","11/14/2014","12:09:20",15.98,738.2,4.4,0.44,335.9,7.66,40,0,1.46,NA,8.52,NA,4.843,4.9
"125","11/14/2014","12:09:23",15.983,738.2,4.3,0.42,336,7.66,39.53,0,1.56,NA,8.31,NA,4.864,4.9
"126","11/14/2014","12:09:25",15.985,738.2,4.2,0.41,336,7.65,38.28,0,1.6,NA,8.02,NA,4.89,4.9
"127","11/14/2014","12:09:28",15.988,738.2,4.1,0.4,336,7.65,36.87,0,1.63,NA,7.84,NA,4.902,4.9
"128","11/14/2014","12:09:30",15.991,738.2,4,0.39,336,7.65,35.67,0,1.64,NA,7.68,NA,4.916,4.9
"129","11/14/2014","12:09:33",15.993,738.2,3.9,0.38,335.9,7.65,35.8,0,1.64,NA,7.61,NA,4.922,4.9
"130","11/14/2014","12:09:35",15.994,738.2,3.8,0.38,335.9,7.65,47.82,0,1.64,NA,7.57,NA,4.925,4.9
