"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","FNU","TSS.mg.L","BGA.PC.RFU","BGA.PC.ug.L","Chl.RFU","Chl.ug.L","fDOM.RFU","fDOM.QSU","DEP.m"
"42","8/7/2017","15:46:21",25.144,739.7,85.3,7.02,367,7.93,-856.4,0,1.237,1.24,1.312,4.94,NA,NA,0.761
"43","8/7/2017","15:46:22",25.138,739.7,85.1,7.01,367.1,7.93,-856.38,0,1.235,1.23,1.314,4.94,NA,NA,0.783
"44","8/7/2017","15:46:23",25.135,739.7,85,7,367.1,7.94,-856.34,0,1.232,1.23,1.32,4.96,NA,NA,0.803
"45","8/7/2017","15:46:24",25.125,739.7,84.9,6.99,367.1,7.94,-856.29,0,1.233,1.23,1.325,4.98,NA,NA,0.821
"46","8/7/2017","15:46:25",25.116,739.7,84.8,6.99,367.1,7.94,-856.26,0,1.224,1.22,1.329,5,NA,NA,0.84
"47","8/7/2017","15:46:26",25.11,739.7,84.7,6.98,367.1,7.94,-856.24,0,1.231,1.23,1.331,5.01,NA,NA,0.856
"48","8/7/2017","15:46:27",25.105,739.7,84.5,6.96,367.1,7.94,-856.22,0,1.226,1.23,1.327,4.99,NA,NA,0.872
"49","8/7/2017","15:46:28",25.099,739.7,84.2,6.94,367.1,7.94,-856.13,0,1.231,1.23,1.326,4.99,NA,NA,0.888
"50","8/7/2017","15:46:29",25.094,739.8,84,6.92,367.2,7.94,-856.1,0,1.228,1.23,1.327,4.99,NA,NA,0.905
"51","8/7/2017","15:46:30",25.092,739.7,83.8,6.91,367.2,7.94,-856.09,0,1.223,1.22,1.326,4.99,NA,NA,0.924
"52","8/7/2017","15:46:31",25.09,739.8,83.6,6.89,367.2,7.94,-856.06,0,1.221,1.22,1.326,4.99,NA,NA,0.94
"53","8/7/2017","15:46:32",25.084,739.7,83.4,6.87,367.2,7.94,-856.03,0,1.22,1.22,1.321,4.97,NA,NA,0.957
"54","8/7/2017","15:46:33",25.069,739.7,83.2,6.86,367.2,7.94,-855.96,0,1.203,1.2,1.306,4.91,NA,NA,0.976
"55","8/7/2017","15:46:34",25.047,739.7,75.5,6.23,367.2,7.94,-855.9,0,1.183,1.18,1.28,4.81,NA,NA,1.003
"56","8/7/2017","15:46:35",25.026,739.7,70.4,5.81,367.3,7.94,-855.86,0,1.175,1.17,1.258,4.73,NA,NA,1.021
"57","8/7/2017","15:46:36",25.007,739.7,67.8,5.59,367.3,7.94,-855.84,0,1.153,1.15,1.219,4.59,NA,NA,1.038
"58","8/7/2017","15:46:37",24.983,739.7,66.4,5.48,367.3,7.94,-855.8,0,1.132,1.13,1.191,4.48,NA,NA,1.054
"59","8/7/2017","15:46:38",24.961,739.7,65.1,5.38,367.4,7.94,-855.77,0,1.11,1.11,1.152,4.34,NA,NA,1.068
"60","8/7/2017","15:46:39",24.931,739.8,64.2,5.31,367.5,7.94,-855.76,0,1.084,1.08,1.122,4.22,NA,NA,1.083
"61","8/7/2017","15:46:40",24.902,739.7,63.4,5.24,367.6,7.93,-855.72,0,1.068,1.07,1.097,4.13,NA,NA,1.096
"62","8/7/2017","15:46:41",24.871,739.7,59.6,4.93,367.6,7.93,-855.7,0,1.037,1.04,1.059,3.99,NA,NA,1.108
"63","8/7/2017","15:46:42",24.842,739.7,58.8,4.87,367.7,7.93,-855.64,0,1.003,1,1.017,3.83,NA,NA,1.121
"64","8/7/2017","15:46:43",24.803,739.7,57.6,4.77,367.8,7.93,-855.62,0,0.966,0.97,0.974,3.67,NA,NA,1.136
"65","8/7/2017","15:46:44",24.762,739.7,57,4.72,368,7.92,-855.56,0,0.934,0.93,0.961,3.62,NA,NA,1.148
"66","8/7/2017","15:46:45",24.721,739.7,56.7,4.7,368.2,7.92,-855.51,0,0.9,0.9,0.948,3.58,NA,NA,1.161
"67","8/7/2017","15:46:46",24.695,739.7,56,4.65,368.3,7.92,-855.46,0,0.863,0.86,0.941,3.55,NA,NA,1.172
"68","8/7/2017","15:46:47",24.674,739.7,55.4,4.6,368.4,7.91,-855.43,0,0.822,0.82,0.933,3.52,NA,NA,1.183
"69","8/7/2017","15:46:48",24.647,739.7,54.8,4.56,368.6,7.91,-855.39,0,0.79,0.79,0.915,3.45,NA,NA,1.191
"70","8/7/2017","15:46:49",24.619,739.7,54.4,4.52,368.7,7.9,-855.36,0,0.769,0.77,0.921,3.47,NA,NA,1.198
"71","8/7/2017","15:46:50",24.596,739.7,54.1,4.5,368.9,7.9,-855.36,0,0.745,0.75,0.911,3.44,NA,NA,1.206
"72","8/7/2017","15:46:51",24.576,739.7,53.8,4.47,368.9,7.9,-855.3,0,0.727,0.73,0.904,3.41,NA,NA,1.215
"73","8/7/2017","15:46:52",24.562,739.7,53.5,4.45,369,7.89,-855.31,0,0.702,0.7,0.913,3.44,NA,NA,1.223
"74","8/7/2017","15:46:53",24.553,739.7,53.2,4.43,369,7.89,-855.27,0,0.703,0.7,0.932,3.52,NA,NA,1.231
"75","8/7/2017","15:46:54",24.545,739.7,52.9,4.41,369.1,7.89,-855.26,0,0.682,0.68,0.956,3.61,NA,NA,1.24
"76","8/7/2017","15:46:55",24.537,739.7,52.7,4.39,369.1,7.88,-855.26,0,0.668,0.67,0.965,3.64,NA,NA,1.248
"77","8/7/2017","15:46:56",24.535,739.7,52.4,4.37,369.1,7.88,-855.23,0,0.656,0.66,0.965,3.64,NA,NA,1.257
"78","8/7/2017","15:46:57",24.539,739.7,52.2,4.35,369,7.88,-855.21,0,0.649,0.65,0.966,3.64,NA,NA,1.266
"79","8/7/2017","15:46:58",24.534,739.7,51.9,4.32,368.9,7.87,-855.17,0,0.642,0.64,0.959,3.61,NA,NA,1.276
"80","8/7/2017","15:46:59",24.527,739.7,48,4,368.9,7.87,-855.18,0,0.631,0.63,0.95,3.58,NA,NA,1.289
"81","8/7/2017","15:47:00",24.519,739.7,46.5,3.87,368.8,7.87,-855.13,0,0.634,0.63,0.92,3.47,NA,NA,1.305
"82","8/7/2017","15:47:01",24.511,739.7,45.9,3.82,368.7,7.86,-855.1,0,0.632,0.63,0.897,3.38,NA,NA,1.32
"83","8/7/2017","15:47:02",24.501,739.7,45.2,3.77,368.6,7.86,-855.07,0,0.62,0.62,0.878,3.31,NA,NA,1.335
"84","8/7/2017","15:47:03",24.5,739.7,44.9,3.74,368.5,7.85,-855.07,0,0.608,0.61,0.846,3.19,NA,NA,1.351
"85","8/7/2017","15:47:04",24.494,739.7,44.5,3.71,368.4,7.85,-855.05,0,0.598,0.6,0.817,3.08,NA,NA,1.369
"86","8/7/2017","15:47:05",24.484,739.7,44.1,3.68,368.4,7.85,-855.01,0,0.591,0.59,0.781,2.95,NA,NA,1.383
"87","8/7/2017","15:47:06",24.468,739.6,43.9,3.66,368.3,7.84,-854.95,0,0.582,0.58,0.761,2.88,NA,NA,1.398
"88","8/7/2017","15:47:07",24.451,739.7,43.6,3.64,368.3,7.84,-854.91,0,0.575,0.58,0.748,2.83,NA,NA,1.416
"89","8/7/2017","15:47:08",24.434,739.7,43.5,3.63,368.3,7.83,-854.91,0,0.559,0.56,0.736,2.78,NA,NA,1.428
"90","8/7/2017","15:47:09",24.419,739.7,43.2,3.61,368.3,7.83,-854.89,0,0.544,0.54,0.741,2.8,NA,NA,1.445
"91","8/7/2017","15:47:10",24.403,739.7,43.1,3.6,368.3,7.82,-854.89,0,0.525,0.52,0.744,2.81,NA,NA,1.458
"92","8/7/2017","15:47:11",24.395,739.7,42.9,3.58,368.3,7.82,-854.86,0,0.52,0.52,0.759,2.87,NA,NA,1.467
"93","8/7/2017","15:47:12",24.387,739.7,42.8,3.57,368.3,7.81,-854.86,0,0.499,0.5,0.755,2.85,NA,NA,1.475
"94","8/7/2017","15:47:13",24.381,739.7,42.7,3.56,368.3,7.81,-854.86,0,0.495,0.5,0.748,2.83,NA,NA,1.485
"95","8/7/2017","15:47:14",24.379,739.7,42.5,3.55,368.2,7.8,-854.84,0,0.496,0.5,0.746,2.82,NA,NA,1.492
"96","8/7/2017","15:47:15",24.377,739.7,42.3,3.53,368.2,7.8,-854.84,0,0.49,0.49,0.746,2.82,NA,NA,1.5
"97","8/7/2017","15:47:16",24.37,739.7,42,3.51,368.2,7.8,-854.82,0,0.483,0.48,0.748,2.82,NA,NA,1.508
"98","8/7/2017","15:47:17",24.365,739.7,41.7,3.48,368.2,7.79,-854.84,0,0.474,0.47,0.745,2.81,NA,NA,1.518
"99","8/7/2017","15:47:18",24.361,739.7,41.4,3.46,368.2,7.79,-854.82,0,0.461,0.46,0.738,2.79,NA,NA,1.526
"100","8/7/2017","15:47:19",24.359,739.7,41.1,3.44,368.2,7.78,-854.81,0,0.454,0.45,0.736,2.78,NA,NA,1.534
"101","8/7/2017","15:47:20",24.358,739.7,40.9,3.42,368.1,7.78,-854.83,0,0.449,0.45,0.729,2.75,NA,NA,1.543
"102","8/7/2017","15:47:21",24.357,739.7,40.7,3.4,368.1,7.77,-854.86,0,0.455,0.46,0.728,2.75,NA,NA,1.552
"103","8/7/2017","15:47:22",24.355,739.7,40.5,3.38,368.1,7.77,-854.87,0,0.467,0.47,0.722,2.73,NA,NA,1.559
"104","8/7/2017","15:47:23",24.353,739.7,40.3,3.36,368,7.77,-854.84,0,0.462,0.46,0.717,2.71,NA,NA,1.567
"105","8/7/2017","15:47:24",24.351,739.7,40,3.35,368,7.76,-854.8,0,0.456,0.46,0.719,2.72,NA,NA,1.575
"106","8/7/2017","15:47:25",24.35,739.7,39.8,3.32,368,7.76,-854.82,0,0.45,0.45,0.715,2.7,NA,NA,1.582
"107","8/7/2017","15:47:26",24.348,739.7,39.6,3.31,368,7.76,-854.86,0,0.451,0.45,0.717,2.71,NA,NA,1.591
"108","8/7/2017","15:47:27",24.346,739.7,39.4,3.29,368,7.75,-854.8,0,0.456,0.46,0.72,2.72,NA,NA,1.598
"109","8/7/2017","15:47:28",24.345,739.7,39.2,3.27,368,7.75,-854.79,0,0.466,0.47,0.721,2.73,NA,NA,1.606
"110","8/7/2017","15:47:29",24.343,739.7,39,3.26,368,7.75,-854.76,0,0.474,0.47,0.723,2.73,NA,NA,1.613
"111","8/7/2017","15:47:30",24.343,739.7,38.8,3.25,368,7.74,-854.77,0,0.474,0.47,0.726,2.74,NA,NA,1.622
"112","8/7/2017","15:47:31",24.343,739.7,38.7,3.23,367.9,7.74,-854.77,0,0.478,0.48,0.724,2.74,NA,NA,1.63
"113","8/7/2017","15:47:32",24.343,739.7,38.5,3.22,367.9,7.74,-854.74,0,0.465,0.46,0.716,2.71,NA,NA,1.637
"114","8/7/2017","15:47:33",24.342,739.7,38.4,3.21,367.9,7.73,-854.77,0,0.455,0.45,0.707,2.67,NA,NA,1.644
"115","8/7/2017","15:47:34",24.342,739.7,38.3,3.2,367.9,7.73,-854.75,0,0.448,0.45,0.714,2.7,NA,NA,1.653
"116","8/7/2017","15:47:35",24.341,739.7,38.2,3.19,367.9,7.73,-854.75,0,0.447,0.45,0.713,2.7,NA,NA,1.659
"117","8/7/2017","15:47:36",24.34,739.7,38.1,3.18,367.9,7.73,-854.75,0,0.446,0.45,0.716,2.71,NA,NA,1.663
"118","8/7/2017","15:47:37",24.339,739.7,38,3.18,367.9,7.72,-854.74,0,0.447,0.45,0.714,2.7,NA,NA,1.666
"119","8/7/2017","15:47:38",24.337,739.7,37.9,3.17,367.8,7.72,-854.75,0,0.45,0.45,0.711,2.69,NA,NA,1.667
"122","8/7/2017","15:47:41",24.336,739.7,37.7,3.15,367.8,7.71,-854.77,0,0.44,0.44,0.726,2.74,NA,NA,1.668
"123","8/7/2017","15:47:42",24.335,739.7,37.7,3.15,367.8,7.71,-854.79,0,0.452,0.45,0.718,2.72,NA,NA,1.669
"124","8/7/2017","15:47:43",24.332,739.7,37.6,3.14,367.8,7.7,-854.82,0,0.447,0.45,0.719,2.72,NA,NA,1.676
"125","8/7/2017","15:47:44",24.328,739.7,37.5,3.14,367.7,7.7,-854.83,0,0.452,0.45,0.712,2.69,NA,NA,1.685
"126","8/7/2017","15:47:45",24.323,739.7,37.4,3.13,367.7,7.7,-854.79,0,0.458,0.46,0.698,2.64,NA,NA,1.696
"127","8/7/2017","15:47:46",24.318,739.7,37.3,3.12,367.7,7.69,-854.74,0,0.446,0.45,0.693,2.62,NA,NA,1.709
"128","8/7/2017","15:47:47",24.312,739.7,37.1,3.1,367.7,7.69,-854.72,0,0.439,0.44,0.693,2.62,NA,NA,1.725
"129","8/7/2017","15:47:48",24.305,739.7,36.8,3.08,367.7,7.69,-854.69,0,0.428,0.43,0.683,2.58,NA,NA,1.739
"130","8/7/2017","15:47:49",24.298,739.7,36.6,3.06,367.6,7.68,-854.65,0,0.41,0.41,0.678,2.57,NA,NA,1.753
"131","8/7/2017","15:47:50",24.291,739.7,36.2,3.03,367.6,7.68,-854.58,0,0.398,0.4,0.665,2.51,NA,NA,1.767
"132","8/7/2017","15:47:51",24.283,739.7,32.7,2.73,367.6,7.68,-854.53,0,0.396,0.4,0.66,2.5,NA,NA,1.781
"133","8/7/2017","15:47:52",24.273,739.7,32.2,2.69,367.6,7.67,-854.48,0,0.385,0.38,0.655,2.48,NA,NA,1.799
"134","8/7/2017","15:47:53",24.263,739.7,31.8,2.66,367.5,7.67,-854.42,0,0.376,0.38,0.66,2.5,NA,NA,1.813
"135","8/7/2017","15:47:54",24.252,739.7,31.6,2.65,367.5,7.67,-854.34,0,0.364,0.36,0.651,2.47,NA,NA,1.827
"136","8/7/2017","15:47:55",24.24,739.7,31.3,2.62,367.5,7.66,-854.26,0,0.342,0.34,0.653,2.47,NA,NA,1.845
"137","8/7/2017","15:47:56",24.229,739.7,30.9,2.59,367.4,7.66,-854.21,0,0.338,0.34,0.653,2.47,NA,NA,1.869
"138","8/7/2017","15:47:57",24.22,739.7,30.5,2.56,367.4,7.66,-854.14,0,0.316,0.32,0.662,2.5,NA,NA,1.889
"139","8/7/2017","15:47:58",24.211,739.7,30.2,2.53,367.4,7.65,-854.1,0,0.307,0.31,0.659,2.49,NA,NA,1.909
"140","8/7/2017","15:47:59",24.204,739.7,30,2.51,367.3,7.65,-854.04,0,0.295,0.3,0.659,2.49,NA,NA,1.929
"141","8/7/2017","15:48:00",24.197,739.7,29.8,2.5,367.3,7.65,-854.04,0,0.282,0.28,0.66,2.5,NA,NA,1.954
"142","8/7/2017","15:48:01",24.19,739.7,29.5,2.48,367.2,7.65,-854.01,0,0.259,0.26,0.658,2.49,NA,NA,1.975
"143","8/7/2017","15:48:02",24.182,739.7,29.4,2.46,367.2,7.64,-853.94,0,0.259,0.26,0.657,2.49,NA,NA,1.995
"144","8/7/2017","15:48:03",24.176,739.7,29.2,2.45,367.2,7.64,-853.92,0,0.258,0.26,0.653,2.47,NA,NA,2.016
"145","8/7/2017","15:48:04",24.171,739.7,29.1,2.44,367.1,7.64,-853.91,0,0.241,0.24,0.642,2.43,NA,NA,2.04
"146","8/7/2017","15:48:05",24.166,739.7,28.9,2.43,367.1,7.64,-853.93,0,0.231,0.23,0.641,2.43,NA,NA,2.061
"147","8/7/2017","15:48:06",24.161,739.7,28.8,2.41,367.1,7.63,-853.92,0,0.225,0.23,0.64,2.42,NA,NA,2.082
"148","8/7/2017","15:48:07",24.158,739.7,28.6,2.4,367,7.63,-853.9,0,0.218,0.22,0.649,2.46,NA,NA,2.103
"149","8/7/2017","15:48:08",24.157,739.6,28.4,2.38,367.1,7.63,-853.9,0,0.226,0.23,0.649,2.46,NA,NA,2.123
"150","8/7/2017","15:48:09",24.155,739.7,28.1,2.36,367.1,7.63,-853.88,0,0.223,0.22,0.647,2.45,NA,NA,2.148
"151","8/7/2017","15:48:10",24.154,739.7,27.9,2.34,367.1,7.63,-853.86,0,0.209,0.21,0.656,2.48,NA,NA,2.168
"152","8/7/2017","15:48:11",24.15,739.8,27.6,2.32,367.1,7.62,-853.85,0,0.209,0.21,0.655,2.48,NA,NA,2.192
"153","8/7/2017","15:48:12",24.143,739.7,27.4,2.3,367.1,7.62,-853.82,0,0.208,0.21,0.662,2.5,NA,NA,2.22
"154","8/7/2017","15:48:13",24.137,739.7,27.2,2.28,367.1,7.62,-853.81,0,0.206,0.21,0.663,2.51,NA,NA,2.254
"155","8/7/2017","15:48:14",24.133,739.7,26.9,2.26,367.1,7.62,-853.83,0,0.213,0.21,0.662,2.5,NA,NA,2.281
"156","8/7/2017","15:48:15",24.128,739.7,26.8,2.25,367.1,7.62,-853.82,0,0.198,0.2,0.673,2.55,NA,NA,2.309
"157","8/7/2017","15:48:16",24.122,739.7,26.5,2.22,367.1,7.61,-853.84,0,0.199,0.2,0.683,2.58,NA,NA,2.337
"158","8/7/2017","15:48:17",24.115,739.7,26.3,2.21,367,7.61,-853.82,0,0.198,0.2,0.69,2.61,NA,NA,2.371
"159","8/7/2017","15:48:18",24.109,739.7,26,2.18,367,7.61,-853.78,0,0.192,0.19,0.692,2.62,NA,NA,2.399
"160","8/7/2017","15:48:19",24.101,739.7,25.8,2.17,367,7.61,-853.74,0,0.19,0.19,0.678,2.57,NA,NA,2.426
"161","8/7/2017","15:48:20",24.095,739.7,25.6,2.15,367,7.61,-853.71,0,0.193,0.19,0.68,2.57,NA,NA,2.451
"162","8/7/2017","15:48:21",24.087,739.8,25.4,2.13,367,7.6,-853.65,0,0.191,0.19,0.672,2.54,NA,NA,2.475
"163","8/7/2017","15:48:22",24.079,739.7,25.1,2.11,367,7.6,-853.64,0,0.178,0.18,0.667,2.52,NA,NA,2.492
"164","8/7/2017","15:48:23",24.067,739.7,24.9,2.09,367.1,7.6,-853.61,0,0.175,0.17,0.666,2.52,NA,NA,2.508
"165","8/7/2017","15:48:24",24.061,739.7,24.6,2.07,367.1,7.6,-853.58,0,0.174,0.17,0.657,2.49,NA,NA,2.522
"166","8/7/2017","15:48:25",24.056,739.7,24.5,2.06,367.1,7.6,-853.55,0,0.17,0.17,0.663,2.51,NA,NA,2.536
"167","8/7/2017","15:48:26",24.053,739.7,24.3,2.04,367.1,7.6,-853.54,0,0.172,0.17,0.66,2.5,NA,NA,2.554
"168","8/7/2017","15:48:27",24.05,739.7,24.1,2.03,367.1,7.59,-853.52,0,0.17,0.17,0.654,2.48,NA,NA,2.568
"169","8/7/2017","15:48:28",24.046,739.7,24,2.01,367.1,7.59,-853.47,0,0.161,0.16,0.658,2.49,NA,NA,2.582
"170","8/7/2017","15:48:29",24.043,739.7,23.9,2.01,367.1,7.59,-853.41,0,0.169,0.17,0.646,2.44,NA,NA,2.595
"171","8/7/2017","15:48:30",24.042,739.7,23.7,1.99,367.1,7.59,-853.39,0,0.16,0.16,0.637,2.41,NA,NA,2.611
"172","8/7/2017","15:48:31",24.04,739.7,23.6,1.99,367.1,7.59,-853.4,0,0.165,0.17,0.63,2.39,NA,NA,2.625
"173","8/7/2017","15:48:32",24.039,739.7,23.5,1.98,367.1,7.59,-853.4,0,0.161,0.16,0.631,2.39,NA,NA,2.636
"174","8/7/2017","15:48:33",24.039,739.7,23.4,1.97,367.1,7.58,-853.4,0,0.157,0.16,0.645,2.44,NA,NA,2.645
"175","8/7/2017","15:48:34",24.038,739.7,23.3,1.96,367.1,7.58,-853.41,0,0.159,0.16,0.634,2.4,NA,NA,2.653
"176","8/7/2017","15:48:35",24.038,739.8,23.2,1.95,367,7.58,-853.37,0,0.154,0.15,0.649,2.45,NA,NA,2.662
"177","8/7/2017","15:48:36",24.039,739.7,23.1,1.94,367,7.58,-853.37,0,0.149,0.15,0.645,2.44,NA,NA,2.67
"178","8/7/2017","15:48:37",24.039,739.7,22.9,1.93,367,7.58,-853.36,0,0.161,0.16,0.646,2.44,NA,NA,2.678
"179","8/7/2017","15:48:38",24.04,739.7,22.7,1.91,367,7.58,-853.38,0,0.157,0.16,0.631,2.39,NA,NA,2.686
"180","8/7/2017","15:48:39",24.039,739.7,22.6,1.9,367,7.58,-853.39,0,0.162,0.16,0.627,2.37,NA,NA,2.695
"181","8/7/2017","15:48:40",24.038,739.6,22.4,1.88,367,7.57,-853.38,0,0.154,0.15,0.631,2.39,NA,NA,2.702
"182","8/7/2017","15:48:41",24.03,739.7,22.2,1.87,367,7.57,-853.29,0,0.15,0.15,0.631,2.39,NA,NA,2.713
"183","8/7/2017","15:48:42",24.011,739.7,17.3,1.45,367.2,7.57,-853.21,0,0.138,0.14,0.623,2.36,NA,NA,2.729
"184","8/7/2017","15:48:43",23.995,739.7,15.6,1.31,367.3,7.57,-853.21,0,0.139,0.14,0.618,2.34,NA,NA,2.748
"185","8/7/2017","15:48:44",23.976,739.7,14.4,1.21,367.5,7.57,-853.2,0,0.126,0.13,0.611,2.31,NA,NA,2.765
"186","8/7/2017","15:48:45",23.959,739.7,14,1.17,367.6,7.56,-853.06,0,0.117,0.12,0.613,2.32,NA,NA,2.781
"187","8/7/2017","15:48:46",23.935,739.7,13.4,1.12,367.8,7.56,-852.94,0,0.108,0.11,0.602,2.28,NA,NA,2.801
"188","8/7/2017","15:48:47",23.914,739.7,12.7,1.07,367.9,7.56,-852.83,0,0.102,0.1,0.591,2.24,NA,NA,2.824
"189","8/7/2017","15:48:48",23.893,739.7,12.1,1.02,368.1,7.56,-852.65,0,0.086,0.09,0.585,2.22,NA,NA,2.843
"190","8/7/2017","15:48:49",23.874,739.7,11.7,0.98,368.2,7.55,-852.52,0,0.082,0.08,0.599,2.27,NA,NA,2.856
"191","8/7/2017","15:48:50",23.851,739.6,11.2,0.95,368.4,7.55,-852.37,0,0.064,0.06,0.594,2.25,NA,NA,2.868
"192","8/7/2017","15:48:51",23.826,739.6,10.9,0.92,368.6,7.55,-852.22,0,0.053,0.05,0.587,2.22,NA,NA,2.883
"193","8/7/2017","15:48:52",23.797,739.7,10.5,0.89,368.8,7.55,-851.99,0,0.045,0.05,0.584,2.21,NA,NA,2.895
"194","8/7/2017","15:48:53",23.768,739.7,10.3,0.87,369,7.55,-851.81,0,0.031,0.03,0.586,2.22,NA,NA,2.907
"195","8/7/2017","15:48:54",23.746,739.7,10,0.85,369.1,7.54,-851.63,0,0.025,0.02,0.575,2.18,NA,NA,2.92
"196","8/7/2017","15:48:55",23.735,739.6,9.8,0.83,369.1,7.54,-851.5,0,0.013,0.01,0.567,2.15,NA,NA,2.934
"197","8/7/2017","15:48:56",23.722,739.7,9.7,0.82,369.1,7.54,-851.36,0,-0.003,0,0.567,2.15,NA,NA,2.946
"198","8/7/2017","15:48:57",23.708,739.7,9.6,0.81,369.1,7.54,-851.16,0,-0.011,-0.01,0.556,2.11,NA,NA,2.959
