"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","FNU","TSS.mg.L","BGA.PC.RFU","BGA.PC.ug.L","Chl.RFU","Chl.ug.L","fDOM.RFU","fDOM.QSU","DEP.m"
"384","8/7/2017","15:52:03",22.055,739.6,1,0.09,450.1,7.25,-839.42,0,-0.163,-0.16,0.579,2.19,NA,NA,5.383
"385","8/7/2017","15:52:04",22.033,739.7,1,0.09,450.2,7.25,-839.84,0,-0.165,-0.17,0.581,2.2,NA,NA,5.395
"386","8/7/2017","15:52:05",22.013,739.7,1,0.09,450.1,7.25,-839.68,0,-0.167,-0.17,0.574,2.18,NA,NA,5.408
"387","8/7/2017","15:52:06",21.994,739.7,1,0.09,449.4,7.25,-839.32,0,-0.162,-0.16,0.585,2.22,NA,NA,5.419
"388","8/7/2017","15:52:07",21.97,739.7,1,0.08,448.4,7.25,-838.88,0,-0.16,-0.16,0.59,2.23,NA,NA,5.43
"389","8/7/2017","15:52:08",21.947,739.7,1,0.08,447.2,7.25,-838.66,0,-0.167,-0.17,0.6,2.27,NA,NA,5.441
"390","8/7/2017","15:52:09",21.92,739.7,0.9,0.08,446.3,7.25,-838.53,0,-0.162,-0.16,0.604,2.29,NA,NA,5.455
"391","8/7/2017","15:52:10",21.897,739.7,0.9,0.08,445.3,7.25,-838.16,0,-0.162,-0.16,0.607,2.3,NA,NA,5.466
"392","8/7/2017","15:52:11",21.875,739.7,0.9,0.08,444.2,7.25,-838.07,0,-0.161,-0.16,0.616,2.33,NA,NA,5.477
"393","8/7/2017","15:52:12",21.861,739.7,0.9,0.08,442.7,7.25,-837.97,0,-0.158,-0.16,0.604,2.29,NA,NA,5.489
"394","8/7/2017","15:52:13",21.845,739.7,0.9,0.08,441.4,7.25,-837.89,0,-0.153,-0.15,0.602,2.28,NA,NA,5.503
"395","8/7/2017","15:52:14",21.833,739.6,0.9,0.08,439.7,7.25,-837.84,0,-0.154,-0.15,0.598,2.27,NA,NA,5.514
"396","8/7/2017","15:52:15",21.824,739.7,0.9,0.08,438.3,7.25,-837.75,0,-0.142,-0.14,0.608,2.3,NA,NA,5.526
"397","8/7/2017","15:52:16",21.816,739.6,0.9,0.08,436.8,7.25,-834.5,0,-0.136,-0.14,0.621,2.35,NA,NA,5.538
"398","8/7/2017","15:52:17",21.808,739.6,0.9,0.08,435.3,7.25,-837.96,0,-0.127,-0.13,0.621,2.35,NA,NA,5.552
"402","8/7/2017","15:52:21",21.601,739.7,0.9,0.08,446,7.25,-842.03,0,-0.129,-0.13,0.604,2.29,NA,NA,6.515
"403","8/7/2017","15:52:22",21.543,739.6,0.9,0.08,450.9,7.25,-841.98,0,-0.135,-0.14,0.59,2.24,NA,NA,6.516
"404","8/7/2017","15:52:23",21.477,739.7,0.9,0.08,455.1,7.24,-841.93,0,-0.135,-0.13,0.59,2.24,NA,NA,6.518
"409","8/7/2017","15:52:28",21.166,739.7,0.8,0.07,478.4,7.23,-841.76,0,-0.168,-0.17,0.534,2.03,NA,NA,6.521
"417","8/7/2017","15:52:36",21,739.7,0.8,0.07,496.5,7.21,-841.88,0,-0.195,-0.2,0.525,1.99,NA,NA,6.522
"418","8/7/2017","15:52:37",21,739.7,0.8,0.07,496.8,7.21,-841.86,0,-0.195,-0.19,0.525,1.99,NA,NA,6.523
