dateTime_Round,pH,orp_mV,phycocyaninBGA_RFU,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m,depthDiff_m,verticalPositionDiff_m
2018-08-15T14:37:42Z,7.604166666666667,86.18333333333334,0,2018-08-15,2018-08-15T14:37:41Z,236,NA,981.9666666666667,25.87325,44.108333333333334,3.5733333333333333,138.13333333333333,9.911666666666667,0,NA,NA,NA,NA,NA,1.4163333333333332,1.4163333333333332,0.0697500000000002,0.0697500000000002
2018-08-15T14:37:45Z,7.4625,73.7,0,2018-08-15,2018-08-15T14:37:44Z,236,NA,981.8666666666667,25.004583333333333,35.233333333333334,2.9058333333333333,145.33333333333334,21.615833333333335,0,NA,NA,NA,NA,NA,1.4860833333333334,1.4860833333333334,0.07024999999999992,0.07024999999999992
2018-08-15T14:37:48Z,7.409166666666667,25.316666666666666,0,2018-08-15,2018-08-15T14:37:47Z,236,NA,981.9111111111112,24.749166666666667,30.233333333333334,2.5075,156.34166666666667,28.447499999999998,0,NA,NA,NA,NA,NA,1.5563333333333333,1.5563333333333333,0.07024999999999992,0.07024999999999992
2018-08-15T14:37:51Z,7.2525,-29.175,0,2018-08-15,2018-08-15T14:37:50Z,236,NA,981.8666666666667,24.633333333333333,25.458333333333332,2.1158333333333332,169.3,33.295833333333334,0,NA,NA,NA,NA,NA,1.6265833333333333,1.6265833333333333,0.07058333333333344,0.07058333333333344
2018-08-15T14:37:54Z,7.163333333333333,-52.708333333333336,0,2018-08-15,2018-08-15T14:37:53Z,236,NA,981.9111111111112,24.456166666666668,20.958333333333332,1.7475,182.61666666666667,34.405833333333334,0,NA,NA,NA,NA,NA,1.6971666666666667,1.6971666666666667,0.07400000000000007,0.07400000000000007
2018-08-15T14:37:57Z,7.119166666666667,-65.675,0,2018-08-15,2018-08-15T14:37:56Z,236,NA,981.9111111111112,24.2755,19.366666666666667,1.6183333333333334,194.66666666666666,30.509166666666665,0,NA,NA,NA,NA,NA,1.7711666666666668,1.7711666666666668,0.08166666666666655,0.08166666666666655
2018-08-15T14:38:00Z,7.07,-73.24166666666667,0,2018-08-15,2018-08-15T14:37:59Z,236,NA,981.9444444444445,23.984916666666667,18.116666666666667,1.5216666666666667,205.01666666666668,26.741666666666667,0,NA,NA,NA,NA,NA,1.8528333333333333,1.8528333333333333,0.08183333333333342,0.08183333333333342
2018-08-15T14:38:03Z,6.9383333333333335,-81.35,0,2018-08-15,2018-08-15T14:38:02Z,236,NA,982,23.367,16.28333333333333,1.38,216.14166666666668,24.23,0,NA,NA,NA,NA,NA,1.9346666666666668,1.9346666666666668,0.07824999999999971,0.07824999999999971
2018-08-15T14:38:06Z,6.908333333333333,-84.40833333333333,0,2018-08-15,2018-08-15T14:38:05Z,236,NA,981.9222222222222,22.464833333333335,12.991666666666667,1.1233333333333333,227.05,22.445833333333333,0,NA,NA,NA,NA,NA,2.0129166666666665,2.0129166666666665,0.07841666666666702,0.07841666666666702
2018-08-15T14:38:09Z,6.8925,-86.78333333333333,0,2018-08-15,2018-08-15T14:38:08Z,236,NA,981.9111111111112,22.358166666666666,12.183333333333334,1.0566666666666666,236.675,21.218333333333334,0,NA,NA,NA,NA,NA,2.0913333333333335,2.0913333333333335,0.08116666666666639,0.08116666666666639
2018-08-15T14:38:12Z,6.881666666666667,-88.55,0,2018-08-15,2018-08-15T14:38:11Z,236,NA,981.9111111111112,22.197166666666668,11.566666666666666,1.0066666666666666,246.375,19.174166666666665,0,NA,NA,NA,NA,NA,2.1725,2.1725,0.08550000000000013,0.08550000000000013
2018-08-15T14:38:15Z,6.871666666666667,-93.65833333333333,0,2018-08-15,2018-08-15T14:38:14Z,236,NA,981.9111111111112,22.0355,11.066666666666666,0.9658333333333333,255.31666666666666,17.306666666666665,0,NA,NA,NA,NA,NA,2.258,2.258,0.08400000000000007,0.08400000000000007
2018-08-15T14:38:18Z,6.8575,-98.675,0,2018-08-15,2018-08-15T14:38:17Z,236,NA,981.9111111111112,21.376083333333334,10.575,0.9291666666666667,263.9166666666667,16.319166666666668,0,NA,NA,NA,NA,NA,2.342,2.342,0.07774999999999999,0.07774999999999999
2018-08-15T14:38:21Z,6.845,-99.79166666666667,0,2018-08-15,2018-08-15T14:38:20Z,236,NA,981.9444444444445,20.54883333333333,10.016666666666667,0.9008333333333334,274.1166666666667,15.718333333333334,0,NA,NA,NA,NA,NA,2.41975,2.41975,0.07891666666666675,0.07891666666666675
2018-08-15T14:38:24Z,6.8325,-101.125,0,2018-08-15,2018-08-15T14:38:23Z,236,NA,981.9555555555555,20.488583333333334,9.233333333333334,0.83,284.675,15.385,0,NA,NA,NA,NA,NA,2.498666666666667,2.498666666666667,0.08349999999999991,0.08349999999999991
2018-08-15T14:38:27Z,6.820833333333334,-102.64166666666667,0,2018-08-15,2018-08-15T14:38:26Z,236,NA,981.9555555555555,20.358,8.525,0.7691666666666667,294.9166666666667,49.06666666666666,0,NA,NA,NA,NA,NA,2.5821666666666667,2.5821666666666667,0.08333333333333348,0.08333333333333348
2018-08-15T14:38:30Z,6.8025,-104.06666666666666,0,2018-08-15,2018-08-15T14:38:29Z,236,NA,982,20.31683333333333,7.958333333333333,0.7183333333333333,303.93333333333334,69.3975,0,NA,NA,NA,NA,NA,2.6655,2.6655,0.07966666666666633,0.07966666666666633
2018-08-15T14:38:33Z,6.785,-108.46666666666667,0,2018-08-15,2018-08-15T14:38:32Z,236,NA,981.9666666666667,20.267666666666667,7.475,0.675,311.325,73.63083333333333,0,NA,NA,NA,NA,NA,2.7451666666666665,2.7451666666666665,0.07583333333333364,0.07583333333333364
2018-08-15T14:38:36Z,6.770833333333333,-113.24166666666666,0,2018-08-15,2018-08-15T14:38:35Z,236,NA,981.9444444444445,20.191333333333333,7.05,0.6375,318.23333333333335,129.64333333333335,0,NA,NA,NA,NA,NA,2.821,2.821,0.07399999999999984,0.07399999999999984
2018-08-15T14:38:39Z,6.76,-113.51666666666667,0,2018-08-15,2018-08-15T14:38:38Z,236,NA,981.9111111111112,20.11075,6.691666666666666,0.6066666666666667,323.8416666666667,559.3791666666667,0,NA,NA,NA,NA,NA,2.895,2.895,0.06933333333333325,0.06933333333333325
2018-08-15T14:38:42Z,6.75,-113.78333333333333,0,2018-08-15,2018-08-15T14:38:41Z,236,NA,982,20.018166666666666,6.4,0.5808333333333333,328.94166666666666,896.7158333333333,0,NA,NA,NA,NA,NA,2.9643333333333333,2.9643333333333333,0.06325000000000003,0.06325000000000003
2018-08-15T14:38:45Z,6.75,-115.05833333333334,0,2018-08-15,2018-08-15T14:38:44Z,236,NA,982,19.949666666666666,6.158333333333333,0.56,333.1,496.365,0,NA,NA,NA,NA,NA,3.0275833333333333,3.0275833333333333,0.05650000000000022,0.05650000000000022
2018-08-15T14:38:48Z,6.75,-116.50833333333333,0,2018-08-15,2018-08-15T14:38:47Z,236,NA,982,19.905333333333335,5.95,0.5408333333333334,335.4,217.4625,0,NA,NA,NA,NA,NA,3.0840833333333335,3.0840833333333335,0.04666666666666641,0.04666666666666641
2018-08-15T14:38:51Z,6.75,-117.71666666666667,0,2018-08-15,2018-08-15T14:38:50Z,236,NA,982.0444444444445,19.884833333333333,5.75,0.5241666666666667,336.2833333333333,484.7025,0,NA,NA,NA,NA,NA,3.13075,3.13075,0.03866666666666685,0.03866666666666685
2018-08-15T14:38:54Z,6.75,-118.725,0,2018-08-15,2018-08-15T14:38:53Z,236,NA,981.9666666666667,19.879333333333335,5.558333333333334,0.5058333333333334,336.55,94.62,0,NA,NA,NA,NA,NA,3.1694166666666668,3.1694166666666668,0.03125,0.03125
2018-08-15T14:38:57Z,6.7524999999999995,-122.00833333333333,0,2018-08-15,2018-08-15T14:38:56Z,236,NA,981.8666666666667,19.86425,5.391666666666667,0.49166666666666664,336.68333333333334,169.94,0,NA,NA,NA,NA,NA,3.2006666666666668,3.2006666666666668,0.025083333333333346,0.025083333333333346
