dateTime_Round,chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,depthDiff_m,verticalPositionDiff_m
2019-06-04T15:40:30Z,0.7766666666666666,8.534333333333334,22.833333333333336,2.14,172.4,0.11,233.2,0.08333333333333333,151.66666666666666,3.21,7.286666666666667,18.375999999999998,8.544,NA,NA,NA,2019-06-04,2019-06-04T15:40:30Z,092,0.8248276174922882,981.6888888888889,0.0649999999999995,0.08199999999999896
2019-06-04T15:40:33Z,0.7,8.599333333333334,22.3,2.0933333333333333,172.83333333333334,0.11,232.5,0.07666666666666666,151,3.39,7.276666666666666,18.333333333333332,8.626,NA,NA,NA,2019-06-04,2019-06-04T15:40:33Z,092,0.8311105062602069,981.6888888888889,0.18799999999999883,0.17533333333333445
2019-06-04T15:40:36Z,0.6,8.787333333333333,21.666666666666664,2.0366666666666666,173.3,0.11,231.76666666666668,0.03666666666666667,151,3.5833333333333335,7.263333333333333,18.251,8.801333333333334,NA,NA,NA,2019-06-04,2019-06-04T15:40:36Z,092,0.8492787152966794,981.6888888888889,0.21766666666666623,0.24899999999999878
2019-06-04T15:40:39Z,0.6866666666666666,9.004999999999999,20.9,1.97,173.6,0.11,230.56666666666666,0.09,150,3.776666666666667,7.253333333333333,18.165666666666667,9.050333333333333,NA,NA,NA,2019-06-04,2019-06-04T15:40:39Z,092,0.8703502086735619,981.8222222222222,0.45766666666666644,0.44266666666666765
2019-06-04T15:40:42Z,0.5666666666666667,9.462666666666665,20.1,1.9,174.1,0.11,231.46666666666667,0.09333333333333334,150.66666666666666,3.7533333333333334,7.236666666666667,17.915333333333333,9.493,NA,NA,NA,2019-06-04,2019-06-04T15:40:42Z,092,0.9146252948648158,981.7333333333332,0.18166666666666842,0.18766666666666687
2019-06-04T15:40:45Z,0.48333333333333334,9.644333333333334,19.333333333333336,1.84,174.3,0.11,232.56666666666666,0.06,151,3.93,7.223333333333334,17.688666666666666,9.680666666666667,NA,NA,NA,2019-06-04,2019-06-04T15:40:45Z,092,0.9322037742696425,981.6888888888889,0.25900000000000034,0.23233333333333306
2019-06-04T15:40:48Z,0.4766666666666667,9.903333333333334,18.533333333333335,1.77,174.6,0.11,232.73333333333335,0.09666666666666666,151,3.92,7.216666666666667,17.540333333333333,9.913,NA,NA,NA,2019-06-04,2019-06-04T15:40:48Z,092,0.9572899655234984,981.7333333333332,0.1436666666666664,0.16733333333333356
2019-06-04T15:40:51Z,0.47,10.047,17.8,1.7033333333333334,174.9,0.11,232.76666666666668,0.06666666666666667,151,4.22,7.21,17.484333333333336,10.080333333333334,NA,NA,NA,2019-06-04,2019-06-04T15:40:51Z,092,0.9711712937760841,981.7333333333332,0.1869999999999994,0.16300000000000026
2019-06-04T15:40:54Z,0.43666666666666665,10.234,17.5,1.6733333333333333,175.1,0.11,232.43333333333334,0.06333333333333334,151,4.306666666666667,7.2,17.363,10.243333333333334,NA,NA,NA,2019-06-04,2019-06-04T15:40:54Z,092,0.9892487751769189,981.6888888888889,0.07699999999999996,0.08933333333333238
2019-06-04T15:40:57Z,0.49333333333333335,10.311,17.3,1.66,175.23333333333332,0.11,231.23333333333332,0.07333333333333333,150.33333333333334,4.28,7.2,17.300666666666668,10.332666666666666,NA,NA,NA,2019-06-04,2019-06-04T15:40:57Z,092,0.9967338051170387,981.6444444444444,0.1609999999999996,0.15600000000000058
2019-06-04T15:41:00Z,0.4666666666666667,10.472,17.5,1.6833333333333333,175.43333333333334,0.11,229,0.049999999999999996,149,4.24,7.196666666666667,17.21633333333333,10.488666666666667,NA,NA,NA,2019-06-04,2019-06-04T15:41:00Z,092,1.0123162765378335,981.6888888888889,0.0853333333333346,0.08066666666666578
2019-06-04T15:41:03Z,0.4533333333333333,10.557333333333334,17.933333333333334,1.7266666666666666,175.63333333333333,0.11,228.66666666666666,0.043333333333333335,149,4.296666666666667,7.19,17.190666666666665,10.569333333333333,NA,NA,NA,2019-06-04,2019-06-04T15:41:03Z,092,1.020595173289784,981.6888888888889,0.13633333333333297,0.13433333333333408
2019-06-04T15:41:06Z,0.45,10.693666666666667,18.2,1.75,175.93333333333334,0.11,228.96666666666667,0.06666666666666667,149,4.253333333333333,7.18,17.18,10.703666666666667,NA,NA,NA,2019-06-04,2019-06-04T15:41:06Z,092,1.0337053166394485,981.6,0.06700000000000017,0.0649999999999995
2019-06-04T15:41:09Z,0.4533333333333333,10.760666666666667,17.766666666666666,1.7066666666666666,176.16666666666666,0.11,229.63333333333333,0.05666666666666667,149.33333333333334,4.1866666666666665,7.173333333333333,17.149333333333335,10.768666666666666,NA,NA,NA,2019-06-04,2019-06-04T15:41:09Z,092,1.0402150244964616,981.6888888888889,0.09733333333333327,0.10100000000000087
2019-06-04T15:41:12Z,0.48333333333333334,10.858,17,1.64,176.33333333333334,0.11,231.26666666666668,0.08666666666666667,150.33333333333334,4.1,7.17,17.105,10.869666666666667,NA,NA,NA,2019-06-04,2019-06-04T15:41:12Z,092,1.049628016693885,981.6444444444444,0.08533333333333282,0.07766666666666566
2019-06-04T15:41:24Z,0.5533333333333333,10.986666666666666,16.533333333333335,1.5966666666666667,176.66666666666666,0.11,231.76666666666668,0.15,151,4.22,7.16,17.065333333333335,10.99,NA,NA,NA,2019-06-04,2019-06-04T15:41:24Z,092,1.0620803846851752,981.6888888888889,0.03566666666666585,0.036999999999999034
2019-06-04T15:41:30Z,0.53,11.024000000000001,16.9,1.63,176.76666666666668,0.11,230.76666666666668,0.12666666666666668,150,4.193333333333333,7.153333333333333,17.045333333333332,11.027333333333333,NA,NA,NA,2019-06-04,2019-06-04T15:41:30Z,092,1.0657321720195971,981.7777777777778,0.0909999999999993,0.09933333333333394
2019-06-04T15:41:33Z,0.5966666666666667,11.115,17.033333333333335,1.6433333333333333,176.86666666666667,0.11,230.3,0.17,149.66666666666666,4.273333333333333,7.15,17.033,11.126666666666667,NA,NA,NA,2019-06-04,2019-06-04T15:41:33Z,092,1.074510070767556,981.6888888888889,0.06199999999999939,0.05666666666666664
2019-06-04T15:41:36Z,0.5800000000000001,11.177,17.3,1.67,176.9,0.11,229.7,0.15,149,4.346666666666667,7.15,17.024333333333335,11.183333333333334,NA,NA,NA,2019-06-04,2019-06-04T15:41:36Z,092,1.0804980947196516,981.6444444444444,0.10966666666666747,0.1213333333333324
2019-06-04T15:41:39Z,0.5633333333333334,11.286666666666667,17.6,1.7,177,0.11,229.33333333333334,0.15666666666666668,149,4.29,7.15,17.013666666666666,11.304666666666666,NA,NA,NA,2019-06-04,2019-06-04T15:41:39Z,092,1.091067864271457,981.6888888888889,0.1206666666666667,0.125
2019-06-04T15:41:42Z,0.5599999999999999,11.407333333333334,17.866666666666667,1.7266666666666666,177.03333333333333,0.11,229.03333333333333,0.12,149,4.49,7.15,17.00433333333333,11.429666666666666,NA,NA,NA,2019-06-04,2019-06-04T15:41:42Z,092,1.1027944111776447,981.6888888888889,0.21366666666666667,0.2096666666666671
2019-06-04T15:41:45Z,0.5333333333333333,11.621,17.866666666666667,1.7266666666666666,177.1,0.11,228.4,0.14,148.33333333333334,4.463333333333333,7.15,16.976666666666667,11.639333333333333,NA,NA,NA,2019-06-04,2019-06-04T15:41:45Z,092,1.1234122663763382,981.6888888888889,0.17300000000000004,0.1713333333333349
2019-06-04T15:41:48Z,0.5333333333333333,11.794,17.733333333333334,1.7166666666666666,177.16666666666666,0.11,228.33333333333334,0.10333333333333333,148,4.44,7.14,16.954666666666668,11.810666666666668,NA,NA,NA,2019-06-04,2019-06-04T15:41:48Z,092,1.1401288332426056,981.6,0.14700000000000024,0.15566666666666507
2019-06-04T15:41:51Z,0.5366666666666667,11.941,17.46666666666667,1.69,177.26666666666668,0.11,228.33333333333334,0.10666666666666667,148,4.533333333333333,7.14,16.947333333333333,11.966333333333333,NA,NA,NA,2019-06-04,2019-06-04T15:41:51Z,092,1.1543730720377428,981.6,0.25399999999999956,0.25900000000000034
2019-06-04T15:41:54Z,0.55,12.195,17.1,1.6566666666666665,177.33333333333334,0.11,228.06666666666666,0.13,148,4.44,7.14,16.929666666666666,12.225333333333333,NA,NA,NA,2019-06-04,2019-06-04T15:41:54Z,092,1.1788922155688624,981.6,0.18866666666666632,0.16999999999999993
2019-06-04T15:41:57Z,0.5633333333333334,12.383666666666667,16.866666666666667,1.6333333333333333,177.43333333333334,0.11,227.93333333333334,0.12333333333333334,148,4.493333333333333,7.13,16.902666666666665,12.395333333333333,NA,NA,NA,2019-06-04,2019-06-04T15:41:57Z,092,1.197173834149882,981.6444444444444,0.16600000000000037,0.17366666666666752
2019-06-04T15:42:00Z,0.5766666666666667,12.549666666666667,16.7,1.6166666666666667,177.6,0.11,229.13333333333333,0.12333333333333334,148.66666666666666,4.286666666666667,7.13,16.879666666666665,12.569,NA,NA,NA,2019-06-04,2019-06-04T15:42:00Z,092,1.2132326256577752,981.6,0.14833333333333343,0.1509999999999998
2019-06-04T15:42:03Z,0.46,12.698,16.4,1.59,177.7,0.11,230.46666666666667,0.05,150,4.53,7.13,16.820333333333334,12.72,NA,NA,NA,2019-06-04,2019-06-04T15:42:03Z,092,1.2275902739974596,981.6,0.22366666666666646,0.24299999999999855
2019-06-04T15:42:06Z,0.44666666666666666,12.921666666666667,16,1.5566666666666666,177.9,0.11,231.4,0.06666666666666667,150.33333333333334,4.726666666666667,7.126666666666667,16.755666666666666,12.963,NA,NA,NA,2019-06-04,2019-06-04T15:42:06Z,092,1.2492061331881692,981.6,0.2560000000000002,0.22133333333333383
2019-06-04T15:42:09Z,0.4433333333333333,13.177666666666667,15.2,1.48,178.03333333333333,0.11,232.73333333333335,0.05666666666666667,151.33333333333334,4.836666666666666,7.123333333333333,16.680333333333333,13.184333333333333,NA,NA,NA,2019-06-04,2019-06-04T15:42:09Z,092,1.2740201415351116,981.6444444444444,0.1399999999999988,0.16133333333333333
2019-06-04T15:42:12Z,0.55,13.317666666666666,14.5,1.4133333333333333,178.1,0.11,232.66666666666669,0.12666666666666668,151,4.973333333333334,7.123333333333333,16.634666666666664,13.345666666666666,NA,NA,NA,2019-06-04,2019-06-04T15:42:12Z,092,1.2875612411540556,981.6,0.12700000000000067,0.10299999999999976
2019-06-04T15:42:18Z,0.5066666666666667,13.447666666666667,13.5,1.32,178.26666666666668,0.11,232.66666666666666,0.11,151,4.739999999999999,7.12,16.557333333333332,13.447000000000001,NA,NA,NA,2019-06-04,2019-06-04T15:42:18Z,092,1.3001043367809837,981.6444444444444,0.06566666666666698,0.08133333333333326
