chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars
0.92,2.888,80.1,6.18,182.6,0.15,313.7,0.4,204,8.94,7.77,28.767,2.934,NA,NA,NA,2019-07-22,2019-07-22T12:16:38Z,121,0.27844311377245506,994.2666666666668
0.93,2.994,79.9,6.17,182.5,0.15,313.6,0.39,204,8.55,7.77,28.765,3.015,NA,NA,NA,2019-07-22,2019-07-22T12:16:39Z,121,0.28864997278170934,994.2666666666668
0.98,3.058,79.9,6.16,182.4,0.15,313.7,0.47,204,8.29,7.77,28.764,3.077,NA,NA,NA,2019-07-22,2019-07-22T12:16:40Z,121,0.2948421339139902,994.1333333333333
0.97,3.197,79.7,6.15,182.2,0.15,313.9,0.43,204,8.69,7.77,28.762,3.229,NA,NA,NA,2019-07-22,2019-07-22T12:16:42Z,121,0.30824714207947745,994.2666666666668
0.99,3.275,79.6,6.14,182.2,0.15,313.8,0.45,204,8.52,7.77,28.761,3.304,NA,NA,NA,2019-07-22,2019-07-22T12:16:43Z,121,0.31573217201959713,994.2666666666668
0.99,3.498,79.5,6.14,181.8,0.15,313.6,0.44,204,8.73,7.77,28.757,3.527,NA,NA,NA,2019-07-22,2019-07-22T12:16:47Z,121,0.33716657593903104,994.2666666666668
0.95,3.573,79.5,6.13,181.8,0.15,313.6,0.39,204,8.73,7.77,28.758,3.606,NA,NA,NA,2019-07-22,2019-07-22T12:16:48Z,121,0.34451551442569406,994.2666666666668
0.95,3.653,79.4,6.13,181.7,0.15,313.7,0.39,204,8.83,7.76,28.76,3.666,NA,NA,NA,2019-07-22,2019-07-22T12:16:49Z,121,0.35220468154599893,994.2666666666668
0.99,4.167,79.1,6.11,180.7,0.15,313.7,0.45,204,8.91,7.77,28.747,4.191,NA,NA,NA,2019-07-22,2019-07-22T12:17:02Z,121,0.40174197060424605,994.4
0.96,4.35,77.8,6.01,180.6,0.15,317,0.38,206,45.42,7.76,28.355,4.371,NA,NA,NA,2019-07-22,2019-07-22T12:17:07Z,121,0.4193658138268917,994.2666666666668
1.51,4.744,14.3,1.21,64.2,0.19,404,0.52,263,97.61,7.02,23.389,4.775,NA,NA,NA,2019-07-22,2019-07-22T12:17:23Z,121,0.458015786608601,994.1333333333333
