Unit ID:,2,,,,,,,,,,,,,
User ID:,,,,,,,,,,,,,,
Site:,cow,,,,,,,,,,,,,
Log Interval:,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Model, Submodel, S/N, S/W Ver,,,,,,,,,,,
1/17/2019,10:43:00,2.162,742.9,77.6,10.68,70.3,8.44,366.1,19.03,2.335,2.33,15.864,61.36,4.434
1/17/2019,10:43:01,2.163,743,77.2,10.63,70.3,8.44,366.1,19.11,2.354,2.35,15.849,61.3,4.436
1/17/2019,10:43:02,2.165,743,76.9,10.59,70.3,8.44,366.1,19.15,2.381,2.38,15.898,61.49,4.438
1/17/2019,10:43:03,2.166,742.9,76.5,10.53,70.3,8.44,366.1,18.95,2.414,2.41,15.89,61.46,4.439
1/17/2019,10:43:04,2.167,743,76.2,10.49,70.3,8.44,366.1,18.74,2.433,2.43,15.904,61.51,4.441
1/17/2019,10:43:05,2.168,742.9,75.9,10.44,70.3,8.44,366.2,18.58,2.447,2.44,15.886,61.44,4.442
1/17/2019,10:43:06,2.169,743,75.6,10.41,70.3,8.44,366.2,18.53,2.455,2.45,15.851,61.31,4.443
1/17/2019,10:43:07,2.17,742.9,72.3,9.95,70.3,8.44,366.2,18.53,2.459,2.45,15.016,58.07,4.445
1/17/2019,10:43:08,2.171,742.8,71.6,9.86,70.3,8.43,366.2,18.59,2.456,2.45,15.27,59.06,4.446
1/17/2019,10:43:09,2.171,742.9,71.1,9.78,70.3,8.43,366.2,18.63,2.465,2.46,14.753,57.05,4.446
1/17/2019,10:43:10,2.172,743,70.8,9.74,70.3,8.43,366.3,18.67,2.461,2.45,14.536,56.21,4.447
1/17/2019,10:43:11,2.172,743,70.6,9.71,70.3,8.43,366.3,18.66,2.451,2.45,14.536,56.21,4.447
1/17/2019,10:43:12,2.173,742.9,70.2,9.67,70.3,8.43,366.3,18.58,2.431,2.43,14.6,56.46,4.447
1/17/2019,10:43:13,2.173,742.9,69.9,9.62,70.3,8.43,366.4,18.5,2.427,2.42,14.736,56.99,4.448
1/17/2019,10:43:14,2.174,743,69.7,9.59,70.3,8.43,366.4,18.48,2.423,2.42,14.795,57.22,4.447
