Unit ID:,2,,,,,,,,,,,,,
User ID:,,,,,,,,,,,,,,
Site:,cow,,,,,,,,,,,,,
Log Interval:,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Model, Submodel, S/N, S/W Ver,,,,,,,,,,,
2/21/2019,10:50:41,3.073,746,69.5,9.33,71.6,7.31,352.5,10.62,12.565,12.57,15.899,61.49,4.378
2/21/2019,10:50:42,3.073,746,69.3,9.31,71.6,7.31,352.5,10.59,12.934,12.94,16.03,62,4.388
2/21/2019,10:50:43,3.073,746,69.1,9.28,71.7,7.31,352.4,10.54,12.934,12.94,14.003,54.15,4.397
2/21/2019,10:50:44,3.074,746.1,69,9.26,71.7,7.3,352.4,10.54,12.876,12.88,14.98,57.93,4.408
2/21/2019,10:50:45,3.074,746,68.8,9.24,71.7,7.3,352.4,10.59,12.726,12.73,14.063,54.38,4.416
2/21/2019,10:50:46,3.074,746,68.6,9.21,71.7,7.3,352.3,10.64,12.493,12.49,14.123,54.61,4.424
2/21/2019,10:50:47,3.075,746,68.4,9.19,71.7,7.3,352.3,10.66,12.416,12.42,12.426,48.04,4.432
2/21/2019,10:50:48,3.075,746,68.3,9.17,71.7,7.3,352.2,10.69,12.342,12.34,13.963,53.99,4.44
2/21/2019,10:50:49,3.075,746,68.1,9.15,71.7,7.29,352.2,10.68,12.281,12.28,17.096,66.13,4.446
2/21/2019,10:50:50,3.076,746,68,9.13,71.7,7.29,352.1,10.7,12.199,12.2,13.121,50.73,4.451
2/21/2019,10:50:51,3.076,746,67.8,9.11,71.7,7.29,352.1,10.71,12.165,12.17,12.016,46.45,4.456
2/21/2019,10:50:52,3.076,746,67.7,9.1,71.7,7.29,352,10.67,12.152,12.15,12.203,47.17,4.462
2/21/2019,10:50:53,3.076,746,67.6,9.08,71.7,7.29,351.9,10.7,12.176,12.18,12.978,50.18,4.466
2/21/2019,10:50:54,3.076,746,67.5,9.06,71.7,7.29,351.9,10.7,12.146,12.15,12.482,48.25,4.471
2/21/2019,10:50:55,3.076,746.1,67.4,9.05,71.7,7.28,351.8,10.7,12.184,12.18,11.519,44.52,4.475
2/21/2019,10:50:56,3.077,746,67.2,9.03,71.7,7.28,351.7,10.79,12.228,12.23,10.49,40.53,4.48
2/21/2019,10:50:57,3.077,746,67.1,9.02,71.7,7.28,351.7,10.84,12.215,12.22,11.499,44.44,4.484
2/21/2019,10:50:58,3.077,746.1,67,9,71.7,7.28,351.6,10.84,12.262,12.26,11.892,45.97,4.487
2/21/2019,10:50:59,3.077,746.1,66.9,8.99,71.7,7.28,351.5,10.86,12.289,12.29,11.892,45.97,4.491
2/21/2019,10:51:00,3.078,746,66.9,8.98,71.7,7.28,351.5,10.89,12.339,12.34,14.138,54.67,4.494
2/21/2019,10:51:01,3.078,746,66.7,8.96,71.7,7.28,351.4,10.9,12.331,12.33,14.375,55.59,4.497
2/21/2019,10:51:02,3.078,746.1,66.7,8.95,71.7,7.27,351.3,10.95,12.347,12.35,17.18,66.46,4.5
2/21/2019,10:51:03,3.078,746,66.6,8.94,71.7,7.27,351.2,11.05,12.385,12.39,16.394,63.41,4.502
2/21/2019,10:51:04,3.078,746,66.5,8.93,71.7,7.27,351.2,11.22,12.448,12.45,16.67,64.48,4.504
2/21/2019,10:51:05,3.078,746.1,66.4,8.92,71.7,7.27,351.1,11.33,12.49,12.49,15.682,60.65,4.506
2/21/2019,10:51:06,3.078,746.1,66.3,8.91,71.7,7.27,351.1,11.55,13.636,13.64,19.404,75.08,4.507
2/21/2019,10:51:07,3.078,746,66.3,8.9,71.7,7.27,351.1,11.81,13.503,13.5,19.974,77.29,4.508
2/21/2019,10:51:08,3.079,746.1,66.2,8.89,71.7,7.27,351.1,12,9.26,9.26,20.332,78.67,4.509
2/21/2019,10:51:09,3.079,746.1,66.1,8.88,71.7,7.27,351.1,12.16,12.076,12.08,14.677,56.76,4.51
2/21/2019,10:51:10,3.079,746,66.1,8.87,71.7,7.26,351,12.37,11.61,11.61,16.401,63.44,4.511
2/21/2019,10:51:11,3.08,746,66,8.86,71.7,7.26,351,12.67,11.306,11.31,17.121,66.23,4.512
2/21/2019,10:51:12,3.08,746.1,65.9,8.85,71.7,7.26,351,12.89,11.394,11.39,19.888,76.95,4.513
2/21/2019,10:51:13,3.08,746,65.9,8.84,71.7,7.26,351,13.14,13.64,13.64,18.971,73.4,4.513
2/21/2019,10:51:14,3.08,746,65.8,8.84,71.7,7.26,351,13.54,14.102,14.1,16.918,65.44,4.514
2/21/2019,10:51:15,3.08,746,65.7,8.83,71.8,7.26,351,13.93,13.366,13.37,14.033,54.26,4.514
2/21/2019,10:51:16,3.081,746,65.7,8.82,71.8,7.26,351,14.13,9.821,9.82,6.198,23.9,4.514
2/21/2019,10:51:17,3.081,746,65.6,8.81,71.8,7.26,350.9,14.16,5.398,5.39,5.099,19.64,4.515
2/21/2019,10:51:18,3.081,746.1,65.6,8.81,71.8,7.26,350.9,14.12,4.372,4.37,5.099,19.64,4.515
2/21/2019,10:51:19,3.081,746,65.5,8.8,71.8,7.25,350.9,14.09,4.173,4.17,5.081,19.58,4.516
2/21/2019,10:51:20,3.081,746,65.5,8.79,71.8,7.25,350.9,14.09,4.173,4.17,5.02,19.34,4.516
2/21/2019,10:51:21,3.081,746.1,65.4,8.79,71.8,7.25,350.8,14.17,4.16,4.16,4.962,19.12,4.516
2/21/2019,10:51:22,3.081,746,65.4,8.78,71.8,7.25,350.8,14.33,4.104,4.1,4.922,18.96,4.517
