Date,Time,X.C,mmHg,DO..,DO.mg.L,SPC.uS.cm,C.uS.cm,pH,ORP.mV,FNU,BGA.PC.RFU,BGA.PC.ug.L,BGA.PC.c.mL,Chl.RFU,Chl.ug.L,PAR1.ppfd,PAR2.ppfd,DEP.m
10/16/2019,15:20:14,16.527,743.1,89.7,8.75,178.1,149.3,13.01,346.5,7.1,1.634,1.65,NA,2.486,10.02,NA,NA,0.967
10/16/2019,15:20:15,16.487,743.1,89.4,8.73,178.2,149.3,13.01,346.3,7.22,1.667,1.68,NA,2.476,9.97,NA,NA,1.025
10/16/2019,15:20:16,16.472,743.1,89.1,8.7,178.3,149.3,13.01,346.2,7.35,1.671,1.68,NA,2.568,10.35,NA,NA,1.042
10/16/2019,15:20:17,16.463,743.1,88.7,8.67,178.4,149.3,13.01,346.1,7.85,1.645,1.66,NA,2.633,10.61,NA,NA,1.076
10/16/2019,15:20:18,16.458,743.1,88.3,8.62,178.5,149.4,13.01,346,8.23,1.618,1.63,NA,2.566,10.34,NA,NA,1.092
10/16/2019,15:20:19,16.458,743.1,87.9,8.58,178.6,149.5,13.01,345.9,7.69,1.582,1.59,NA,2.518,10.14,NA,NA,1.105
10/16/2019,15:20:20,16.462,743,87.5,8.55,178.6,149.5,13.01,345.9,7.52,1.55,1.56,NA,2.553,10.29,NA,NA,1.121
10/16/2019,15:20:21,16.477,743.2,87,8.5,178.6,149.5,13.01,345.8,8.17,1.579,1.59,NA,2.645,10.67,NA,NA,1.148
10/16/2019,15:20:22,16.473,743,86.7,8.46,178.6,149.5,13.01,345.8,8.68,1.563,1.57,NA,2.701,10.89,NA,NA,1.16
10/16/2019,15:20:23,16.387,743.1,86.2,8.42,179,149.6,13.01,345.9,8.16,1.447,1.45,NA,2.489,10.03,NA,NA,1.175
10/16/2019,15:20:24,16.295,743,85.8,8.4,179.5,149.6,13.01,345.9,7.67,1.428,1.44,NA,2.685,10.83,NA,NA,1.195
10/16/2019,15:20:25,16.3,743.1,85.5,8.39,179.5,149.7,13.02,346,7.52,1.517,1.53,NA,2.889,11.66,NA,NA,1.222
10/16/2019,15:20:26,16.317,743,85.3,8.36,179.5,149.8,13.02,346.2,8.08,1.582,1.59,NA,2.853,11.51,NA,NA,1.255
10/16/2019,15:20:27,16.306,743,85,8.33,179.7,149.8,13.01,346.3,8.29,1.529,1.54,NA,2.841,11.46,NA,NA,1.289
10/16/2019,15:20:28,16.291,743,84.7,8.3,179.9,149.9,13.01,346.3,8.17,1.508,1.52,NA,2.731,11.01,NA,NA,1.31
10/16/2019,15:20:29,16.292,743,84.2,8.26,179.9,150,13.02,346.4,7.97,1.538,1.55,NA,2.768,11.17,NA,NA,1.332
10/16/2019,15:20:30,16.3,743,83.9,8.22,179.9,150,13.01,346.5,7.45,1.526,1.54,NA,2.808,11.33,NA,NA,1.349
10/16/2019,15:20:31,16.304,743,83.6,8.19,179.9,150,13.01,346.6,7.64,1.486,1.5,NA,2.787,11.24,NA,NA,1.364
10/16/2019,15:20:32,16.31,743.1,83.3,8.16,179.9,150,13.01,346.8,8.31,1.51,1.52,NA,2.817,11.36,NA,NA,1.396
10/16/2019,15:20:33,16.307,743,83,8.14,180,150.1,13.01,347.2,8.36,1.455,1.46,NA,2.82,11.38,NA,NA,1.429
10/16/2019,15:20:34,16.281,743,82.8,8.12,180.1,150.1,13,347.4,8.34,1.42,1.43,NA,2.728,11,NA,NA,1.463
10/16/2019,15:20:35,16.229,743,82.5,8.09,180.4,150.1,13,347.7,8.07,1.501,1.51,NA,2.784,11.23,NA,NA,1.517
10/16/2019,15:20:36,16.218,743.1,82.3,8.08,180.4,150.2,13,347.9,8.22,1.503,1.51,NA,2.761,11.14,NA,NA,1.539
10/16/2019,15:20:37,16.22,743.1,82,8.05,180.5,150.2,12.99,348.2,7.89,1.439,1.45,NA,2.581,10.4,NA,NA,1.576
10/16/2019,15:20:38,16.224,743.1,81.8,8.04,180.5,150.2,12.99,348.3,7.59,1.402,1.41,NA,2.481,10,NA,NA,1.587
10/16/2019,15:20:39,16.213,743,81.6,8.01,180.5,150.2,12.99,348.7,7.85,1.421,1.43,NA,2.717,10.96,NA,NA,1.628
10/16/2019,15:20:40,16.197,743.1,81.4,8,180.6,150.2,12.99,348.8,8.29,1.474,1.48,NA,2.892,11.67,NA,NA,1.665
10/16/2019,15:20:41,16.196,743.1,81.3,7.99,180.7,150.3,12.98,349.1,8.55,1.476,1.48,NA,2.572,10.37,NA,NA,1.699
10/16/2019,15:20:42,16.176,743.2,81.2,7.98,180.8,150.3,12.98,349.3,8.6,1.405,1.41,NA,2.499,10.07,NA,NA,1.717
10/16/2019,15:20:43,16.15,743.1,81.1,7.98,180.9,150.3,12.98,349.7,8.49,1.376,1.38,NA,2.531,10.2,NA,NA,1.762
10/16/2019,15:20:44,16.158,743.1,81,7.97,180.8,150.3,12.97,350,8.01,1.407,1.41,NA,2.574,10.38,NA,NA,1.796
10/16/2019,15:20:45,16.163,743,80.9,7.96,180.9,150.4,12.97,350.3,8.01,1.392,1.4,NA,2.52,10.16,NA,NA,1.82
10/16/2019,15:20:46,16.157,743.1,80.7,7.94,180.9,150.4,12.96,350.7,8.51,1.352,1.36,NA,2.449,9.87,NA,NA,1.871
10/16/2019,15:20:47,16.149,743,80.6,7.93,180.9,150.3,12.96,351.3,7.9,1.381,1.39,NA,2.564,10.34,NA,NA,1.904
10/16/2019,15:20:48,16.137,743.1,80.6,7.93,181,150.4,12.95,351.9,7.7,1.394,1.4,NA,2.851,11.5,NA,NA,1.936
10/16/2019,15:20:49,16.13,743.1,80.5,7.92,181.1,150.4,12.95,352.3,7.63,1.47,1.48,NA,2.939,11.86,NA,NA,1.96
10/16/2019,15:20:50,16.129,743,80.4,7.91,181.1,150.4,12.95,352.7,7.6,1.594,1.61,NA,3.294,13.31,NA,NA,2.007
10/16/2019,15:20:51,16.127,743.1,80.3,7.9,181.1,150.4,12.94,353,7.54,1.454,1.46,NA,3.318,13.41,NA,NA,2.041
10/16/2019,15:20:52,16.122,743.1,80.2,7.89,181.2,150.5,12.94,353.3,7.38,1.482,1.49,NA,3.285,13.27,NA,NA,2.066
10/16/2019,15:20:53,16.117,743,80.1,7.88,181.3,150.6,12.94,353.6,8.02,1.522,1.53,NA,3.202,12.93,NA,NA,2.095
10/16/2019,15:20:54,16.1,743,80.1,7.88,181.4,150.6,12.93,354,8.39,1.47,1.48,NA,2.98,12.03,NA,NA,2.137
10/16/2019,15:20:55,16.079,743,80.1,7.88,181.5,150.6,12.93,354.5,8.12,1.466,1.47,NA,3.074,12.41,NA,NA,2.172
10/16/2019,15:20:56,16.074,743,80,7.88,181.6,150.6,12.93,354.7,8.38,1.444,1.45,NA,3.056,12.34,NA,NA,2.2
10/16/2019,15:20:57,16.068,743,80.1,7.89,181.7,150.7,12.92,355.2,8.91,1.447,1.46,NA,2.906,11.73,NA,NA,2.232
10/16/2019,15:20:58,16.065,743.1,80.1,7.89,181.8,150.7,12.92,355.6,8.79,1.416,1.42,NA,2.871,11.58,NA,NA,2.248
10/16/2019,15:20:59,16.075,743,80.1,7.89,181.8,150.8,12.92,355.9,8.97,1.489,1.5,NA,2.963,11.96,NA,NA,2.255
10/16/2019,15:21:00,16.099,743,80.1,7.89,181.8,150.9,12.91,356.2,10.2,1.46,1.47,NA,2.983,12.04,NA,NA,2.263
10/16/2019,15:21:01,16.115,743,80.1,7.89,181.8,150.9,12.91,356.6,10.59,1.466,1.47,NA,3.07,12.39,NA,NA,2.278
10/16/2019,15:21:02,16.13,743.1,80.1,7.88,181.8,151,12.9,356.8,15.39,1.523,1.53,NA,3.242,13.09,NA,NA,2.291
