chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,waterPressure_barA,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,date,dateTime,MULakeNumber
1.34,5.212,5.2,0.45,-32.2,0.51,0.12,248.5,1.74,162,7.08,7.16,21.755,5.227,38.90615,-92.12302,252.6,986.6,2020-09-02,2020-09-02T14:24:26Z,017
1.33,5.255,5,0.44,-35.8,0.514,0.12,250.2,1.79,163,7.54,7.15,21.729,5.275,38.90615,-92.12302,252.6,986.6,2020-09-02,2020-09-02T14:24:27Z,017
1.37,5.306,4.8,0.43,-39.3,0.519,0.12,253.1,1.73,165,7.65,7.13,21.48,5.316,38.90615,-92.12302,252.7,986.6,2020-09-02,2020-09-02T14:24:28Z,017
1.44,5.332,4.7,0.42,-42.8,0.522,0.12,254.6,1.66,166,7.32,7.11,21.328,5.339,38.90615,-92.12302,252.7,986.5,2020-09-02,2020-09-02T14:24:29Z,017
1.43,5.351,4.6,0.41,-46.1,0.524,0.12,255.5,1.66,166,7.59,7.1,21.281,5.367,38.90615,-92.12302,252.7,986.6,2020-09-02,2020-09-02T14:24:30Z,017
1.39,5.391,4.5,0.4,-48.9,0.528,0.12,260.6,1.69,169,7.87,7.09,21.199,5.412,38.90615,-92.12302,252.7,986.7,2020-09-02,2020-09-02T14:24:31Z,017
1.39,5.442,4.4,0.39,-51.7,0.533,0.13,265.3,1.77,172,7.98,7.07,21.121,5.45,38.90615,-92.12302,252.7,986.6,2020-09-02,2020-09-02T14:24:32Z,017
1.37,5.469,4.3,0.38,-55,0.535,0.13,267,1.77,174,7.93,7.06,21.049,5.48,38.90615,-92.12302,252.8,986.7,2020-09-02,2020-09-02T14:24:33Z,017
1.33,5.495,4.1,0.37,-57.4,0.538,0.13,268,1.79,174,7.56,7.05,20.967,5.502,38.90615,-92.12302,252.8,986.6,2020-09-02,2020-09-02T14:24:34Z,017
1.24,5.516,4,0.36,-58.8,0.54,0.13,268.9,1.86,175,7.59,7.05,20.912,5.529,38.90615,-92.12302,252.8,986.7,2020-09-02,2020-09-02T14:24:35Z,017
1.26,5.558,3.9,0.35,-61,0.544,0.13,269.6,1.9,175,7.95,7.04,20.949,5.568,38.90615,-92.12302,252.8,986.7,2020-09-02,2020-09-02T14:24:36Z,017
1.32,5.585,3.8,0.34,-62.5,0.547,0.13,269.9,1.82,175,8.02,7.03,21.006,5.596,38.90615,-92.12302,252.8,986.5,2020-09-02,2020-09-02T14:24:37Z,017
1.35,5.617,3.7,0.33,-64.3,0.55,0.13,270.6,1.76,176,7.81,7.02,21.008,5.629,38.90615,-92.12302,252.8,986.6,2020-09-02,2020-09-02T14:24:38Z,017
1.42,5.649,3.6,0.32,-65.7,0.553,0.13,271.4,1.83,176,7.89,7,20.891,5.66,38.90615,-92.12302,252.8,986.5,2020-09-02,2020-09-02T14:24:39Z,017
1.47,5.68,3.5,0.32,-67.1,0.556,0.13,272.9,1.93,177,8.21,6.99,20.781,5.684,38.90616,-92.12302,252.8,986.6,2020-09-02,2020-09-02T14:24:40Z,017
1.53,5.71,3.3,0.3,-70.3,0.559,0.13,278.2,2.02,181,8.45,6.96,20.597,5.722,38.90616,-92.12302,252.9,986.6,2020-09-02,2020-09-02T14:24:42Z,017
1.49,5.737,3.3,0.29,-71.6,0.562,0.13,279.3,2.04,182,8.31,6.95,20.568,5.743,38.90616,-92.12302,252.8,986.7,2020-09-02,2020-09-02T14:24:43Z,017
1.52,5.76,3.2,0.29,-72.9,0.564,0.13,280,2.11,182,8.41,6.94,20.569,5.769,38.90616,-92.12302,252.8,986.7,2020-09-02,2020-09-02T14:24:44Z,017
1.54,5.786,3.1,0.28,-74.1,0.566,0.13,280.9,2.22,183,8.74,6.93,20.528,5.797,38.90616,-92.12302,252.8,986.6,2020-09-02,2020-09-02T14:24:45Z,017
1.61,5.815,3,0.27,-75.1,0.569,0.13,282.9,2.24,184,8.72,6.92,20.364,5.829,38.90616,-92.12302,252.8,986.7,2020-09-02,2020-09-02T14:24:46Z,017
1.63,5.848,3,0.27,-75.9,0.573,0.14,284.1,2.24,185,8.54,6.91,20.247,5.856,38.90616,-92.12302,252.7,986.6,2020-09-02,2020-09-02T14:24:47Z,017
1.58,5.875,2.9,0.26,-76.7,0.575,0.14,285.5,2.3,186,8.9,6.91,20.208,5.888,38.90616,-92.12302,252.7,986.6,2020-09-02,2020-09-02T14:24:48Z,017
1.54,5.91,2.8,0.25,-77.2,0.579,0.14,286.7,2.28,186,8.82,6.9,20.139,5.921,38.90616,-92.12302,252.7,986.8,2020-09-02,2020-09-02T14:24:49Z,017
1.63,5.937,2.7,0.25,-77.9,0.581,0.14,287.6,2.35,187,8.38,6.89,20.134,5.945,38.90616,-92.12302,252.7,986.6,2020-09-02,2020-09-02T14:24:50Z,017
1.64,5.963,2.7,0.24,-78.6,0.584,0.14,288.7,2.37,188,8.71,6.89,20.114,5.975,38.90616,-92.12302,252.7,986.6,2020-09-02,2020-09-02T14:24:51Z,017
1.55,5.995,2.6,0.23,-79.2,0.587,0.14,289.9,2.37,188,9.09,6.88,19.982,6.007,38.90616,-92.12302,252.8,986.6,2020-09-02,2020-09-02T14:24:52Z,017
1.6,6.03,2.5,0.23,-79.9,0.59,0.14,292.1,2.58,190,9.11,6.87,19.84,6.047,38.90616,-92.12302,252.8,986.5,2020-09-02,2020-09-02T14:24:53Z,017
1.63,6.076,2.5,0.23,-80.6,0.595,0.14,295.7,2.68,192,9.36,6.86,19.701,6.097,38.90616,-92.12302,252.8,986.5,2020-09-02,2020-09-02T14:24:54Z,017
1.68,6.126,2.4,0.22,-81.2,0.6,0.14,299.8,2.63,195,9.86,6.86,19.634,6.137,38.90616,-92.12302,252.9,986.6,2020-09-02,2020-09-02T14:24:55Z,017
1.75,6.163,2.4,0.22,-82,0.603,0.14,300.7,2.59,195,10.22,6.85,19.624,6.177,38.90616,-92.12302,252.9,986.5,2020-09-02,2020-09-02T14:24:56Z,017
1.74,6.204,2.4,0.22,-82.6,0.607,0.15,305.4,2.55,199,9.95,6.84,19.442,6.219,38.90616,-92.12302,252.9,986.6,2020-09-02,2020-09-02T14:24:57Z,017
1.78,6.242,2.4,0.22,-83.1,0.611,0.15,311.4,2.75,202,9.49,6.84,19.146,6.257,38.90615,-92.12302,252.9,986.6,2020-09-02,2020-09-02T14:24:58Z,017
1.81,6.29,2.3,0.21,-83.9,0.616,0.16,325.3,2.99,211,10.32,6.83,18.644,6.311,38.90615,-92.12302,252.9,986.6,2020-09-02,2020-09-02T14:25:00Z,017
1.72,6.346,2.2,0.21,-84.5,0.621,0.16,331.9,2.88,216,10.61,6.82,18.682,6.359,38.90615,-92.12302,252.8,986.6,2020-09-02,2020-09-02T14:25:01Z,017
1.8,6.384,2.2,0.2,-84.8,0.625,0.16,333.1,2.76,217,10.61,6.82,18.695,6.399,38.90615,-92.12302,252.7,986.6,2020-09-02,2020-09-02T14:25:02Z,017
1.84,6.419,2.1,0.2,-84.8,0.629,0.16,335.5,2.89,218,10.41,6.81,18.522,6.423,38.90615,-92.12302,252.6,986.6,2020-09-02,2020-09-02T14:25:03Z,017
1.83,6.438,2.1,0.2,-85,0.63,0.16,336.6,2.91,219,10.26,6.8,18.451,6.453,38.90615,-92.12302,252.5,986.5,2020-09-02,2020-09-02T14:25:04Z,017
1.82,6.479,2.1,0.19,-85.4,0.635,0.16,338,2.83,220,10.18,6.8,18.429,6.494,38.90615,-92.12302,252.4,986.5,2020-09-02,2020-09-02T14:25:05Z,017
1.84,6.516,2,0.19,-85.8,0.638,0.16,340.4,2.86,221,10.24,6.79,18.377,6.524,38.90615,-92.12302,252.3,986.5,2020-09-02,2020-09-02T14:25:06Z,017
1.9,6.542,2,0.19,-86.2,0.641,0.16,341.4,2.92,222,10.16,6.78,18.357,6.557,38.90615,-92.12302,252.4,986.7,2020-09-02,2020-09-02T14:25:07Z,017
1.89,6.579,2,0.19,-86.6,0.644,0.16,343.6,2.93,223,10.18,6.77,18.279,6.59,38.90615,-92.12302,252.5,986.7,2020-09-02,2020-09-02T14:25:08Z,017
1.85,6.617,1.9,0.18,-86.8,0.648,0.17,345.3,2.85,224,10.35,6.77,18.191,6.634,38.90616,-92.12302,252.6,986.6,2020-09-02,2020-09-02T14:25:09Z,017
1.9,6.657,1.9,0.18,-87.2,0.652,0.17,346.8,2.89,225,10.2,6.76,18.156,6.669,38.90615,-92.12302,252.6,986.6,2020-09-02,2020-09-02T14:25:10Z,017
2,6.693,1.9,0.17,-87.5,0.655,0.17,349,3.09,227,10.45,6.76,18.073,6.72,38.90615,-92.12302,252.6,986.6,2020-09-02,2020-09-02T14:25:11Z,017
2.09,6.748,1.8,0.17,-87.8,0.661,0.17,353.9,3.38,230,11.17,6.75,17.959,6.753,38.90615,-92.12302,252.5,986.5,2020-09-02,2020-09-02T14:25:12Z,017
2.08,6.766,1.8,0.17,-88,0.663,0.17,355.8,3.5,231,11.68,6.75,17.894,6.791,38.90615,-92.12302,252.4,986.7,2020-09-02,2020-09-02T14:25:13Z,017
2,6.822,1.8,0.17,-88.2,0.668,0.17,358.5,3.45,233,11.57,6.74,17.865,6.831,38.90615,-92.12302,252.3,986.6,2020-09-02,2020-09-02T14:25:14Z,017
2.23,6.871,1.7,0.16,-88.8,0.673,0.17,362.8,3.85,236,11.98,6.73,17.75,6.894,38.90615,-92.12302,252.6,986.6,2020-09-02,2020-09-02T14:25:16Z,017
2.36,6.942,1.7,0.16,-89.1,0.68,0.18,366.6,4.16,238,12.56,6.73,17.567,6.961,38.90615,-92.12302,252.6,986.5,2020-09-02,2020-09-02T14:25:17Z,017
2.37,6.985,1.6,0.16,-89.5,0.684,0.18,368.1,4.15,239,14.55,6.73,17.523,6.992,38.90615,-92.12302,252.6,986.6,2020-09-02,2020-09-02T14:25:18Z,017
2.47,7.011,1.6,0.15,-89.8,0.687,0.18,368.7,4.46,240,15.53,6.72,17.52,7.021,38.90615,-92.12302,252.6,986.6,2020-09-02,2020-09-02T14:25:19Z,017
2.59,7.039,1.6,0.15,-90.1,0.689,0.18,370.2,4.71,241,14.29,6.72,17.506,7.052,38.90615,-92.12302,252.7,986.5,2020-09-02,2020-09-02T14:25:20Z,017
2.51,7.085,1.5,0.15,-90.2,0.694,0.18,374,4.65,243,14.43,6.72,17.401,7.095,38.90615,-92.12302,252.7,986.5,2020-09-02,2020-09-02T14:25:21Z,017
3.02,7.111,1.5,0.15,-90.4,0.697,0.18,376.6,6.11,245,83.75,6.71,17.283,7.118,38.90615,-92.12302,252.7,986.7,2020-09-02,2020-09-02T14:25:22Z,017
