chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,waterPressure_barA,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,date,dateTime,MULakeNumber,depthDiff_m,verticalPositionDiff_m
1.63,0.895,90.5,6.97,110.5,0.087,0.13,284,0.72,185,6.58,7.93,28.903,0.905,39.5715,-92.64716,217.7,988.7,2022-07-27,2022-07-27T16:29:15Z,046,0.030000000000000027,0.027000000000000024
1.65,0.925,90.3,6.96,110.7,0.09,0.13,284.1,0.7,185,6.62,7.92,28.889,0.932,39.5715,-92.64716,217.8,988.6,2022-07-27,2022-07-27T16:29:16Z,046,0.02299999999999991,0.02499999999999991
1.71,0.948,90.1,6.94,110.8,0.093,0.13,283.9,0.77,185,6.7,7.92,28.888,0.957,39.5715,-92.64716,217.8,988.7,2022-07-27,2022-07-27T16:29:17Z,046,0.020000000000000018,0.020000000000000018
1.82,0.968,90,6.93,110.8,0.095,0.13,283.7,0.77,184,6.64,7.92,28.89,0.977,39.5715,-92.64716,217.7,988.7,2022-07-27,2022-07-27T16:29:18Z,046,0.031000000000000028,0.039000000000000035
1.7,0.999,89.8,6.91,110.8,0.098,0.13,283.5,0.71,184,6.83,7.92,28.895,1.016,39.5715,-92.64716,217.8,988.7,2022-07-27,2022-07-27T16:29:19Z,046,0.05900000000000005,0.062000000000000055
1.63,1.058,89.5,6.9,110.9,0.103,0.13,283.7,0.74,184,6.79,7.92,28.8,1.078,39.5715,-92.64716,217.7,988.6,2022-07-27,2022-07-27T16:29:20Z,046,0.050999999999999934,0.04799999999999982
1.76,1.109,89.4,6.9,111,0.108,0.13,284.2,0.77,185,6.81,7.92,28.684,1.126,39.5715,-92.64716,217.6,988.6,2022-07-27,2022-07-27T16:29:21Z,046,0.04600000000000004,0.04700000000000015
1.74,1.155,89.4,6.91,111.2,0.113,0.13,284,0.81,185,6.75,7.92,28.649,1.173,39.5715,-92.64716,217.5,988.6,2022-07-27,2022-07-27T16:29:22Z,046,0.050999999999999934,0.052999999999999936
1.62,1.206,89.3,6.91,111.5,0.118,0.13,283.7,0.79,184,6.75,7.91,28.593,1.226,39.5715,-92.64716,217.5,988.7,2022-07-27,2022-07-27T16:29:23Z,046,0.06000000000000005,0.05600000000000005
1.56,1.266,89.2,6.91,112,0.124,0.13,283.6,0.71,184,6.76,7.91,28.536,1.282,39.5715,-92.64716,217.5,988.6,2022-07-27,2022-07-27T16:29:24Z,046,0.04899999999999993,0.062000000000000055
1.59,1.315,89.1,6.91,112.2,0.128,0.13,283.5,0.72,184,6.59,7.9,28.481,1.344,39.5715,-92.64716,217.5,988.6,2022-07-27,2022-07-27T16:29:25Z,046,0.06499999999999995,0.05899999999999994
1.55,1.38,89,6.9,112.3,0.135,0.13,283.4,0.69,184,6.79,7.9,28.434,1.403,39.5715,-92.64716,217.5,988.6,2022-07-27,2022-07-27T16:29:26Z,046,0.05900000000000016,0.050000000000000044
1.54,1.439,88.8,6.89,112.4,0.141,0.13,283.3,0.69,184,7.09,7.9,28.414,1.453,39.5715,-92.64716,217.4,988.7,2022-07-27,2022-07-27T16:29:27Z,046,0.04299999999999993,0.040000000000000036
1.54,1.482,88.5,6.87,112.5,0.145,0.13,283.4,0.72,184,6.68,7.89,28.408,1.493,39.5715,-92.64716,217.5,988.7,2022-07-27,2022-07-27T16:29:28Z,046,0.030999999999999917,0.03399999999999981
1.5,1.513,88.2,6.85,112.5,0.148,0.13,283.4,0.69,184,6.47,7.89,28.406,1.527,39.5715,-92.64716,217.5,988.8,2022-07-27,2022-07-27T16:29:29Z,046,0.04200000000000004,0.05600000000000005
1.51,1.555,87.8,6.82,112.5,0.152,0.13,283.4,0.71,184,6.41,7.89,28.401,1.583,39.5715,-92.64716,217.6,988.7,2022-07-27,2022-07-27T16:29:30Z,046,0.06800000000000006,0.062000000000000055
1.5,1.623,87.2,6.77,112.3,0.159,0.13,283.5,0.69,184,6.62,7.89,28.4,1.645,39.5715,-92.64716,217.7,988.8,2022-07-27,2022-07-27T16:29:31Z,046,0.07200000000000006,0.06699999999999995
1.43,1.695,86.6,6.73,112.3,0.166,0.13,283.6,0.69,184,6.43,7.89,28.388,1.712,39.5715,-92.64716,217.7,988.7,2022-07-27,2022-07-27T16:29:32Z,046,0.04299999999999993,0.038000000000000034
1.36,1.738,86.1,6.69,112.3,0.17,0.13,283.6,0.69,184,6.29,7.89,28.391,1.75,39.5715,-92.64716,217.7,988.6,2022-07-27,2022-07-27T16:29:33Z,046,0.03699999999999992,0.04800000000000004
1.37,1.775,85.6,6.65,112.4,0.173,0.13,283.5,0.66,184,6.44,7.88,28.396,1.798,39.5715,-92.64716,217.7,988.6,2022-07-27,2022-07-27T16:29:34Z,046,0.05900000000000016,0.06600000000000006
1.33,1.834,85.1,6.61,112.6,0.179,0.13,283.2,0.69,184,6.59,7.88,28.389,1.864,39.57149,-92.64716,217.7,988.7,2022-07-27,2022-07-27T16:29:35Z,046,0.07499999999999996,0.052999999999999936
1.47,1.909,84.7,6.58,113.4,0.187,0.13,283.1,0.68,184,6.89,7.86,28.383,1.917,39.57149,-92.64716,217.7,988.6,2022-07-27,2022-07-27T16:29:36Z,046,0.04400000000000004,0.07499999999999996
1.55,1.953,84.3,6.55,113.7,0.191,0.13,283.2,0.68,184,6.66,7.85,28.376,1.992,39.57149,-92.64716,217.7,988.7,2022-07-27,2022-07-27T16:29:37Z,046,0.09199999999999986,0.09299999999999997
1.42,2.045,83.9,6.52,113.8,0.2,0.13,283.4,0.67,184,6.51,7.85,28.352,2.085,39.57149,-92.64716,217.7,988.6,2022-07-27,2022-07-27T16:29:38Z,046,0.10499999999999998,0.1080000000000001
1.35,2.15,83.4,6.48,114.4,0.21,0.13,283.5,0.65,184,6.58,7.84,28.334,2.193,39.57149,-92.64716,217.7,988.7,2022-07-27,2022-07-27T16:29:39Z,046,0.11900000000000022,0.09499999999999975
1.29,2.269,82.9,6.45,115,0.222,0.13,283.4,0.62,184,6.69,7.82,28.321,2.288,39.57149,-92.64716,217.6,988.7,2022-07-27,2022-07-27T16:29:40Z,046,0.06000000000000005,0.07100000000000017
1.26,2.329,82.5,6.42,115.3,0.228,0.13,283.3,0.62,184,7.04,7.81,28.312,2.359,39.57149,-92.64716,217.5,988.7,2022-07-27,2022-07-27T16:29:41Z,046,0.07899999999999974,0.08099999999999996
1.35,2.408,82.2,6.39,115.5,0.235,0.13,283.2,0.65,184,6.97,7.8,28.306,2.44,39.57149,-92.64716,217.4,988.7,2022-07-27,2022-07-27T16:29:42Z,046,0.0860000000000003,0.09399999999999986
1.38,2.494,81.7,6.36,115.5,0.244,0.13,283.3,0.62,184,6.83,7.8,28.303,2.534,39.57149,-92.64716,217.3,988.6,2022-07-27,2022-07-27T16:29:43Z,046,0.10799999999999965,0.11100000000000021
1.3,2.602,81.3,6.33,115.4,0.254,0.13,283.2,0.59,184,6.77,7.8,28.296,2.645,39.57149,-92.64716,217.4,988.7,2022-07-27,2022-07-27T16:29:44Z,046,0.11699999999999999,0.10099999999999998
1.27,2.719,81,6.31,115.4,0.266,0.13,283.2,0.62,184,6.86,7.8,28.27,2.746,39.57149,-92.64715,217.4,988.7,2022-07-27,2022-07-27T16:29:45Z,046,0.07699999999999996,0.07600000000000007
1.33,2.796,80.7,6.28,115.3,0.273,0.13,283.2,0.6,184,6.73,7.8,28.261,2.822,39.57149,-92.64715,217.3,988.7,2022-07-27,2022-07-27T16:29:46Z,046,0.06800000000000006,0.06899999999999995
1.4,2.864,80.4,6.26,115.2,0.28,0.13,283.2,0.61,184,6.68,7.8,28.26,2.891,39.57149,-92.64715,217.2,988.7,2022-07-27,2022-07-27T16:29:47Z,046,0.0820000000000003,0.09100000000000019
1.27,2.946,80.2,6.25,115.3,0.288,0.13,283.1,0.56,184,6.81,7.8,28.256,2.982,39.57148,-92.64715,217.1,988.6,2022-07-27,2022-07-27T16:29:48Z,046,0.10199999999999987,0.09199999999999964
1.09,3.048,80,6.23,115.2,0.298,0.13,283.2,0.51,184,6.7,7.8,28.247,3.074,39.57148,-92.64715,217.1,988.7,2022-07-27,2022-07-27T16:29:49Z,046,0.07699999999999996,0.0940000000000003
1.07,3.125,79.8,6.21,115,0.305,0.13,283.2,0.52,184,6.66,7.8,28.235,3.168,39.57148,-92.64715,217.1,988.7,2022-07-27,2022-07-27T16:29:50Z,046,0.1070000000000002,0.11099999999999977
1.1,3.232,79.5,6.19,114.9,0.316,0.13,283.3,0.48,184,6.98,7.79,28.226,3.279,39.57148,-92.64715,217.1,988.6,2022-07-27,2022-07-27T16:29:51Z,046,0.12699999999999978,0.1299999999999999
1.09,3.359,79.2,6.17,114.8,0.328,0.13,283.3,0.48,184,6.99,7.79,28.221,3.409,39.57148,-92.64715,217.1,988.6,2022-07-27,2022-07-27T16:29:52Z,046,0.15799999999999992,0.15000000000000036
1.04,3.517,78.7,6.13,114.8,0.344,0.13,283.4,0.52,184,6.61,7.79,28.218,3.559,39.57148,-92.64715,217,988.6,2022-07-27,2022-07-27T16:29:53Z,046,0.1030000000000002,0.08499999999999996
1.1,3.62,78.3,6.11,114.8,0.354,0.13,283.5,0.52,184,6.47,7.79,28.213,3.644,39.57148,-92.64715,217,988.8,2022-07-27,2022-07-27T16:29:54Z,046,0.07299999999999995,0.07399999999999984
1.12,3.693,78,6.08,114.8,0.361,0.13,283.3,0.48,184,6.69,7.79,28.211,3.718,39.57148,-92.64715,216.9,988.6,2022-07-27,2022-07-27T16:29:55Z,046,0.07699999999999996,0.07600000000000007
1.15,3.77,77.7,6.06,114.9,0.368,0.13,283.2,0.47,184,6.94,7.78,28.211,3.794,39.57148,-92.64715,216.9,988.6,2022-07-27,2022-07-27T16:29:56Z,046,0.1030000000000002,0.129
1.16,3.873,77.4,6.03,114.9,0.378,0.13,283.2,0.49,184,6.99,7.78,28.21,3.923,39.57148,-92.64715,216.8,988.5,2022-07-27,2022-07-27T16:29:57Z,046,0.11699999999999999,0.09699999999999953
1.16,3.99,77.1,6.01,115.1,0.39,0.13,283.3,0.47,184,6.93,7.78,28.211,4.02,39.57148,-92.64715,216.8,988.8,2022-07-27,2022-07-27T16:29:58Z,046,0.08300000000000018,0.0730000000000004
1.16,4.073,76.9,6,115.4,0.398,0.13,283.2,0.49,184,6.69,7.77,28.211,4.093,39.57148,-92.64715,216.8,988.7,2022-07-27,2022-07-27T16:29:59Z,046,0.06299999999999972,0.07200000000000006
1.16,4.136,76.8,5.99,115.5,0.404,0.13,283.3,0.52,184,7.1,7.76,28.209,4.165,39.57148,-92.64715,216.8,988.7,2022-07-27,2022-07-27T16:30:00Z,046,0.10099999999999998,0.10799999999999965
1.21,4.237,76.6,5.97,115.5,0.414,0.13,283.3,0.56,184,7.22,7.76,28.209,4.273,39.57148,-92.64715,216.8,988.8,2022-07-27,2022-07-27T16:30:01Z,046,0.08999999999999986,0.08300000000000018
1.18,4.327,76.4,5.96,115.5,0.423,0.13,283.2,0.58,184,6.62,7.76,28.209,4.356,39.57148,-92.64715,216.9,988.7,2022-07-27,2022-07-27T16:30:02Z,046,0.07699999999999996,0.07099999999999973
1.12,4.404,76.3,5.95,115.5,0.43,0.13,283.1,0.6,184,6.83,7.76,28.208,4.427,39.57148,-92.64715,216.9,988.8,2022-07-27,2022-07-27T16:30:03Z,046,0.06400000000000006,0.07100000000000062
1.12,4.468,76.1,5.93,115.4,0.436,0.13,283.1,0.61,184,7.02,7.76,28.207,4.498,39.57148,-92.64715,216.9,988.7,2022-07-27,2022-07-27T16:30:04Z,046,0.1070000000000002,0.10799999999999965
1.14,4.575,75.9,5.92,115.4,0.447,0.13,283.2,0.51,184,6.95,7.76,28.206,4.606,39.57148,-92.64715,216.9,988.6,2022-07-27,2022-07-27T16:30:05Z,046,0.07699999999999996,0.06299999999999972
1.18,4.652,75.8,5.91,115.4,0.454,0.13,283.4,0.52,184,6.91,7.76,28.205,4.669,39.57148,-92.64715,216.9,988.7,2022-07-27,2022-07-27T16:30:06Z,046,0.052999999999999936,0.07000000000000028
1.18,4.705,75.6,5.9,115.4,0.46,0.13,283.4,0.54,184,7.18,7.76,28.206,4.739,39.57148,-92.64715,216.9,988.6,2022-07-27,2022-07-27T16:30:07Z,046,0.08999999999999986,0.0940000000000003
1.17,4.795,75.5,5.88,115.4,0.468,0.13,283.3,0.53,184,7.2,7.75,28.205,4.833,39.57148,-92.64715,216.9,988.7,2022-07-27,2022-07-27T16:30:08Z,046,0.1280000000000001,0.12899999999999956
1.14,4.923,75.4,5.88,115.5,0.481,0.13,283.1,0.56,184,7.1,7.75,28.206,4.962,39.57149,-92.64715,217,988.7,2022-07-27,2022-07-27T16:30:09Z,046,0.09100000000000019,0.07800000000000029
1.1,5.014,75.3,5.87,115.7,0.49,0.13,283,0.53,184,7.48,7.74,28.202,5.04,39.57149,-92.64715,217.1,988.7,2022-07-27,2022-07-27T16:30:10Z,046,0.07699999999999996,0.0860000000000003
1.08,5.091,75.1,5.85,115.7,0.497,0.13,283.1,0.49,184,8.12,7.74,28.186,5.126,39.57149,-92.64715,217.2,988.7,2022-07-27,2022-07-27T16:30:11Z,046,0.08300000000000018,0.07599999999999962
1.06,5.174,74.7,5.83,115.7,0.506,0.13,283.3,0.52,184,8.85,7.74,28.179,5.202,39.57149,-92.64715,217.2,988.7,2022-07-27,2022-07-27T16:30:12Z,046,0.07899999999999974,0.08199999999999985
1,5.253,74.2,5.79,115.8,0.513,0.13,283.5,0.55,184,9.57,7.73,28.177,5.284,39.57149,-92.64715,217.2,988.6,2022-07-27,2022-07-27T16:30:13Z,046,0.10599999999999987,0.11699999999999999
0.99,5.359,73.7,5.75,116.2,0.524,0.13,283.4,0.54,184,9.87,7.73,28.172,5.401,39.57149,-92.64715,217.2,988.7,2022-07-27,2022-07-27T16:30:14Z,046,0.11000000000000032,0.10500000000000043
1.03,5.469,73.1,5.7,116.6,0.534,0.13,283.4,0.57,184,10.73,7.71,28.163,5.506,39.57149,-92.64715,217.3,988.6,2022-07-27,2022-07-27T16:30:15Z,046,0.09899999999999931,0.097999999999999865
1.03,5.568,72.6,5.66,116.9,0.544,0.13,283.4,0.53,184,11,7.71,28.153,5.604,39.57149,-92.64715,217.3,988.7,2022-07-27,2022-07-27T16:30:16Z,046,0.0860000000000003,0.06799999999999962
1.02,5.654,71.9,5.61,117.2,0.552,0.13,283.4,0.47,184,10.72,7.7,28.148,5.672,39.57149,-92.64715,217.5,988.7,2022-07-27,2022-07-27T16:30:17Z,046,0.06500000000000039,0.0730000000000004
1.04,5.719,71.4,5.57,117.3,0.559,0.13,283.5,0.5,184,11.02,7.69,28.149,5.745,39.57149,-92.64715,217.6,988.6,2022-07-27,2022-07-27T16:30:18Z,046,0.06599999999999984,0.06299999999999972
1.02,5.785,70.8,5.52,117.5,0.565,0.13,283.4,0.53,184,11.64,7.69,28.154,5.808,39.57149,-92.64715,217.7,988.7,2022-07-27,2022-07-27T16:30:19Z,046,0.06700000000000017,0.07500000000000018
1.03,5.852,70.3,5.49,117.6,0.572,0.13,283.3,0.53,184,12.29,7.68,28.153,5.883,39.57149,-92.64715,217.7,988.7,2022-07-27,2022-07-27T16:30:20Z,046,0.08499999999999996,0.08499999999999996
1.06,5.937,69.9,5.45,117.3,0.58,0.13,283.4,0.47,184,12.94,7.68,28.137,5.968,39.57149,-92.64715,217.7,988.7,2022-07-27,2022-07-27T16:30:21Z,046,0.08399999999999963,0.08499999999999996
1.02,6.021,69.6,5.43,116.9,0.588,0.13,283.5,0.48,184,12.85,7.69,28.121,6.053,39.57149,-92.64715,217.8,988.6,2022-07-27,2022-07-27T16:30:22Z,046,0.07500000000000018,0.07099999999999973
1,6.096,69.3,5.41,116.8,0.596,0.13,283.6,0.51,184,13.46,7.69,28.114,6.124,39.57149,-92.64715,217.9,988.7,2022-07-27,2022-07-27T16:30:23Z,046,0.07800000000000029,0.07699999999999996
1.01,6.174,69,5.39,116.7,0.603,0.13,283.5,0.48,184,13.78,7.69,28.109,6.201,39.57149,-92.64715,217.9,988.7,2022-07-27,2022-07-27T16:30:24Z,046,0.07399999999999984,0.07400000000000073
1.01,6.248,68.6,5.36,116.7,0.61,0.13,283.3,0.53,184,13.39,7.69,28.108,6.275,39.57149,-92.64715,218,988.7,2022-07-27,2022-07-27T16:30:25Z,046,0.08399999999999963,0.08800000000000008
1,6.332,68.3,5.33,116.7,0.619,0.13,283.4,0.52,184,13.85,7.68,28.109,6.363,39.57149,-92.64715,218,988.7,2022-07-27,2022-07-27T16:30:26Z,046,0.07800000000000029,0.07599999999999962
1,6.41,67.9,5.31,116.7,0.626,0.13,283.4,0.47,184,14.67,7.68,28.106,6.439,39.57149,-92.64715,218,988.7,2022-07-27,2022-07-27T16:30:27Z,046,0.09399999999999942,0.12300000000000022
1.03,6.504,67.7,5.28,116.7,0.635,0.13,283.4,0.49,184,14.66,7.68,28.099,6.562,39.57149,-92.64715,218,988.7,2022-07-27,2022-07-27T16:30:28Z,046,0.13200000000000056,0.09999999999999964
1.05,6.636,67.4,5.26,116.8,0.648,0.13,283.5,0.45,184,14.89,7.68,28.094,6.662,39.57149,-92.64715,218.1,988.7,2022-07-27,2022-07-27T16:30:29Z,046,0.08399999999999963,0.08400000000000052
1.09,6.72,67.1,5.24,116.8,0.657,0.13,283.5,0.43,184,15.72,7.67,28.087,6.746,39.57149,-92.64715,218.1,988.6,2022-07-27,2022-07-27T16:30:30Z,046,0.07500000000000018,0.08599999999999941
1.07,6.795,66.8,5.22,116.8,0.664,0.13,283.5,0.53,184,16.39,7.67,28.081,6.832,39.57149,-92.64715,218.2,988.6,2022-07-27,2022-07-27T16:30:31Z,046,0.09199999999999964,0.08699999999999974
1.03,6.887,66.5,5.2,116.7,0.673,0.13,283.6,0.57,184,16.74,7.67,28.079,6.919,39.57149,-92.64715,218.2,988.6,2022-07-27,2022-07-27T16:30:32Z,046,0.08700000000000063,0.08400000000000052
1.03,6.974,66.2,5.18,116.7,0.681,0.13,283.7,0.53,184,18.31,7.67,28.071,7.003,39.57149,-92.64715,218.2,988.7,2022-07-27,2022-07-27T16:30:33Z,046,0.09699999999999953,0.1120000000000001
1.05,7.071,65.9,5.15,116.9,0.691,0.13,283.9,0.54,185,19.2,7.66,28.06,7.115,39.57149,-92.64715,218.2,988.6,2022-07-27,2022-07-27T16:30:34Z,046,0.11500000000000021,0.11699999999999999
1.07,7.186,65.6,5.13,116.9,0.702,0.13,283.8,0.56,184,20.18,7.66,28.055,7.232,39.57149,-92.64715,218.2,988.7,2022-07-27,2022-07-27T16:30:35Z,046,0.11300000000000043,0.10099999999999998
1.11,7.299,65.2,5.1,117,0.713,0.13,283.6,0.56,184,21.54,7.66,28.042,7.333,39.57149,-92.64715,218.1,988.6,2022-07-27,2022-07-27T16:30:36Z,046,0.09299999999999997,0.09100000000000019
1.09,7.392,64.8,5.07,116.9,0.722,0.13,283.5,0.54,184,22.3,7.65,28.025,7.424,39.57149,-92.64715,218,988.6,2022-07-27,2022-07-27T16:30:37Z,046,0.10499999999999954,0.09899999999999931
1.08,7.497,64.4,5.04,116.9,0.732,0.13,283.6,0.48,184,24.08,7.65,28.017,7.523,39.57149,-92.64715,217.8,988.6,2022-07-27,2022-07-27T16:30:38Z,046,0.07200000000000006,0.08000000000000007
1.13,7.569,63.9,5,116.9,0.74,0.13,283.6,0.48,184,24.53,7.65,28.018,7.603,39.57149,-92.64715,217.8,988.6,2022-07-27,2022-07-27T16:30:39Z,046,0.08399999999999963,0.07399999999999984
1.14,7.653,63.2,4.95,116.8,0.748,0.13,283.7,0.51,184,29.67,7.65,28.007,7.677,39.57149,-92.64715,217.7,988.6,2022-07-27,2022-07-27T16:30:40Z,046,0.05600000000000005,0.03900000000000059
1.23,7.709,62.4,4.88,116.8,0.753,0.13,283.9,0.59,185,40.98,7.65,28.001,7.716,39.57149,-92.64714,217.7,988.6,2022-07-27,2022-07-27T16:30:41Z,046,0.02800000000000047,0.03200000000000003
1.63,7.737,61.4,4.8,116.9,0.756,0.13,283.9,0.79,185,52.49,7.64,27.992,7.748,39.57149,-92.64714,217.7,988.6,2022-07-27,2022-07-27T16:30:42Z,046,0.030999999999999694,0.032999999999999474
1.76,7.768,60.8,4.76,116.9,0.759,0.13,284,0.87,185,224.67,7.64,27.961,7.781,39.57149,-92.64715,217.8,988.7,2022-07-27,2022-07-27T16:30:43Z,046,0.03399999999999981,0.031000000000000583
1.66,7.802,60.3,4.72,116.9,0.762,0.13,284.3,0.88,185,121.86,7.64,27.94,7.812,39.57149,-92.64715,217.8,988.7,2022-07-27,2022-07-27T16:30:44Z,046,0.027000000000000135,0.0259999999999998
1.5,7.829,60,4.7,11.9,0.765,0.13,284.4,0.75,185,89.59,7.64,27.939,7.838,39.57149,-92.64715,217.7,988.7,2022-07-27,2022-07-27T16:30:45Z,046,0.025000000000000355,0.022999999999999687
