chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,waterPressure_barA,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,date,dateTime,MULakeNumber
0.18,20.543,11.4,1.14,243.6,2.013,0.12,251.1,0.09,163,0.16,7.33,15.351,20.582,36.60906,-93.3139,275.6,985.4,2022-08-01,2022-08-01T12:04:49Z,098
0.17,20.623,11.6,1.16,243.9,2.021,0.12,252.1,0.07,164,0.27,7.33,15.329,20.651,36.60907,-93.3139,275.6,985.4,2022-08-01,2022-08-01T12:04:50Z,098
0.17,20.698,11.7,1.17,244.2,2.028,0.12,252.8,0.1,164,0.3,7.33,15.319,20.713,36.60907,-93.3139,275.6,985.3,2022-08-01,2022-08-01T12:04:51Z,098
0.19,20.751,12,1.2,244.4,2.033,0.12,253.1,0.11,165,0.22,7.33,15.312,20.792,36.60907,-93.31391,275.6,985.4,2022-08-01,2022-08-01T12:04:52Z,098
0.19,20.88,12.1,1.21,244.7,2.046,0.12,253.4,0.07,165,0.4,7.32,15.293,20.949,36.60907,-93.31391,275.8,985.4,2022-08-01,2022-08-01T12:04:53Z,098
0.16,21.121,12.3,1.23,245,2.069,0.12,253.5,0.06,165,0.52,7.32,15.279,21.201,36.60907,-93.31391,275.8,985.4,2022-08-01,2022-08-01T12:04:54Z,098
0.15,21.353,12.4,1.25,245,2.092,0.12,253.7,0.1,165,0.47,7.32,15.253,21.477,36.60907,-93.31391,275.6,985.5,2022-08-01,2022-08-01T12:04:55Z,098
0.12,21.561,12.6,1.26,245,2.113,0.12,254.2,0.08,165,0.4,7.32,15.22,21.568,36.60907,-93.31391,275.7,985.3,2022-08-01,2022-08-01T12:04:56Z,098
0.16,21.695,12.7,1.27,245.1,2.126,0.12,254.4,0.04,165,0.35,7.32,15.198,21.803,36.60907,-93.3139,275.6,985.5,2022-08-01,2022-08-01T12:04:57Z,098
0.21,21.893,12.8,1.28,245.3,2.145,0.12,254.7,0.08,166,0.43,7.32,15.181,21.906,36.60908,-93.3139,275.6,985.5,2022-08-01,2022-08-01T12:04:58Z,098
0.23,21.976,12.9,1.3,245.5,2.153,0.12,254.7,0.05,166,0.36,7.32,15.144,22.05,36.60908,-93.3139,275.4,985.4,2022-08-01,2022-08-01T12:05:00Z,098
0.16,22.208,13.1,1.32,245.8,2.176,0.12,254,0,165,0.48,7.32,15.103,22.233,36.60908,-93.3139,275.3,985.5,2022-08-01,2022-08-01T12:05:02Z,098
0.15,22.383,13.5,1.36,246.6,2.193,0.12,253.6,0.09,165,0.5,7.31,15.072,22.456,36.60909,-93.31389,275.5,985.5,2022-08-01,2022-08-01T12:05:06Z,098
0.14,22.643,13.6,1.37,247,2.219,0.12,253.4,0.03,165,0.64,7.3,15.01,22.778,36.60909,-93.31389,275.7,985.4,2022-08-01,2022-08-01T12:05:07Z,098
0.15,22.906,13.7,1.38,247.1,2.245,0.12,253.3,0.05,165,0.74,7.3,14.943,23.017,36.60909,-93.31389,275.6,985.4,2022-08-01,2022-08-01T12:05:08Z,098
0.12,23.148,13.7,1.38,246.9,2.268,0.12,253.2,0.08,165,0.83,7.3,14.928,23.179,36.60909,-93.31389,275.7,985.4,2022-08-01,2022-08-01T12:05:09Z,098
0.1,23.268,13.7,1.38,246.8,2.28,0.12,253.1,0.08,165,1.06,7.3,14.922,23.341,36.60909,-93.31389,275.8,985.4,2022-08-01,2022-08-01T12:05:10Z,098
0.16,23.489,13.6,1.38,245.4,2.302,0.12,252.9,0.06,164,1.09,7.29,14.849,23.574,36.6091,-93.31387,275.9,985.4,2022-08-01,2022-08-01T12:05:14Z,098
0.29,23.654,13.6,1.37,242.5,2.318,0.12,252.8,0.12,164,1.92,7.28,14.84,23.652,36.6091,-93.31387,275.9,985.3,2022-08-01,2022-08-01T12:05:15Z,098
6.01,23.771,13.2,1.33,236,2.329,0.12,253.1,3.56,164,174.51,7.27,14.846,23.801,36.60911,-93.31387,275.9,985.4,2022-08-01,2022-08-01T12:05:19Z,098
