MULakeNumber,Date,beginDepth,endDepth_char,endDepth_m,parameterType,unit,parameterValue,parameterValueQCCodeID,samplingSiteLatitude,samplingSiteLongitude,waterBody,samplingSite,sampleQAQCType,dateTime
14,2023-06-26,0,EPI,2.24,PIM,mg/L,      0.5,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,EPI,2.24,POM,mg/L,      1.3,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,EPI,2.24,POM,mg/L,      1.3,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,SURF,0.00,SAX_tox,ug/L,      0.017,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,SURF,0.00,SAX_tox,ug/L,      0.016,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,ACTUAL,0.00,SECCHI,m,      3.01,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,ACTUAL,0.00,SECCHI,m,      3.00,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,EPI,2.24,TDN,ug/L,       340.0,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,EPI,2.24,TDN,ug/L,       370.0,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,EPI,2.24,TDN,ug/L,       330.0,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,SURF,0.00,TN,ug/L,       410.0,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,SURF,0.00,TN,ug/L,       430.0,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,SURF,0.00,TN,ug/L,       470.0,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,EPI,2.24,TN,ug/L,       440.0,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,EPI,2.24,TN,ug/L,       460.0,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,EPI,2.24,TN,ug/L,       470.0,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,SURF,0.00,TP,ug/L,        13.0,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,SURF,0.00,TP,ug/L,        13.0,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,SURF,0.00,TP,ug/L,        15.0,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,SURF,0.00,TP,ug/L,        15.0,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,SURF,0.00,TP,ug/L,        16.0,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,EPI,2.24,TP,ug/L,        13.0,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,EPI,2.24,TP,ug/L,        13.0,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,EPI,2.24,TP,ug/L,        13.0,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,EPI,2.24,TSS,mg/L,      2.0,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,EPI,2.24,TSS,mg/L,      1.8,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,SURF,0.50,Temp,C,     27.303,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
14,2023-06-26,0,SURF,0.50,pH,unitless,      8.06,NA,38.31651700066614,-90.60140988809641,Tishomingo,Tishomingo 1,Sample,2023-06-26T16:42:00Z
145,2023-06-26,0,SURF,0.00,ANA_tox,ug/L,      0.271,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,ANA_tox,ug/L,      0.239,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,CHL_A_COR,ug/L,         5.20,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,CHL_A_COR,ug/L,         5.82,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,CHL_A_COR,ug/L,         5.50,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,CHL_A_COR,ug/L,         5.12,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,CHL_A_lab,ug/L,         9.14,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,CHL_A_lab,ug/L,         9.52,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,CHL_A_lab,ug/L,         9.13,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,CHL_A_lab,ug/L,         9.29,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,CYL_tox,ug/L,      0.014,2,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,CYL_tox,ug/L,      0.000,2,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.50,DO,mg/L,      8.26,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,MIC_tox,ug/L,      0.121,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,MIC_tox,ug/L,      0.152,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,NH4,ug/L,        29,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,NH4,ug/L,        22,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,NO3,ug/L,       537,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,NO3,ug/L,       563,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,PHEO,ug PHEO/L,         8.49,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,PHEO,ug PHEO/L,         7.95,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,PHEO,ug PHEO/L,         7.80,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,PHEO,ug PHEO/L,         8.97,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,PIM,mg/L,      1.7,3,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,PIM,mg/L,      0.5,3,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,POM,mg/L,      1.4,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,POM,mg/L,      1.8,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,SAX_tox,ug/L,      0.002,2,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,SAX_tox,ug/L,      0.003,2,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,ACTUAL,0.00,SECCHI,m,      1.80,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,ACTUAL,0.00,SECCHI,m,      1.70,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,TDN,ug/L,       990.0,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,TDN,ug/L,       960.0,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,TDN,ug/L,      1010.0,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,TN,ug/L,      1130.0,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,TN,ug/L,      1220.0,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,TN,ug/L,      1240.0,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,TN,ug/L,      1280.0,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,TN,ug/L,      1200.0,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,TN,ug/L,      1162.5,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,TN,ug/L,      1175.0,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,TN,ug/L,      1250.0,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,TP,ug/L,        24.0,3,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,TP,ug/L,        23.0,3,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,TP,ug/L,        27.0,3,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,TP,ug/L,        28.0,3,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.00,TP,ug/L,        27.0,3,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,TP,ug/L,        28.0,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,TP,ug/L,        29.0,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,TP,ug/L,        28.0,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,TSS,mg/L,      3.1,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,EPI,7.25,TSS,mg/L,      2.3,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.50,Temp,C,     25.823,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
145,2023-06-26,0,SURF,0.50,pH,unitless,      8.71,NA,39.52357185393955,-91.64608840419105,Mark Twain,Mark Twain 1,Sample,2023-06-26T10:00:00Z
197,2023-06-26,0,SURF,0.00,ANA_tox,ug/L,      0.317,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,ANA_tox,ug/L,      0.285,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,ANA_tox,ug/L,      0.239,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,ANA_tox,ug/L,      0.266,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,CHL_A_COR,ug/L,         7.25,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,CHL_A_COR,ug/L,         6.61,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,CHL_A_COR,ug/L,         5.90,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,CHL_A_COR,ug/L,         5.86,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,CHL_A_COR,ug/L,         5.48,3,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,CHL_A_COR,ug/L,         7.98,3,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,CHL_A_lab,ug/L,        10.49,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,CHL_A_lab,ug/L,         9.76,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,CHL_A_lab,ug/L,         8.98,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,CHL_A_lab,ug/L,         8.90,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,CHL_A_lab,ug/L,         8.70,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,CHL_A_lab,ug/L,        11.78,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,CYL_tox,ug/L,      0.021,2,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,CYL_tox,ug/L,      0.026,2,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,CYL_tox,ug/L,      0.019,2,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,CYL_tox,ug/L,      0.028,2,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.50,DO,mg/L,      9.09,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,MIC_tox,ug/L,      0.203,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,MIC_tox,ug/L,      0.297,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,MIC_tox,ug/L,      0.237,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,MIC_tox,ug/L,      0.257,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,NH4,ug/L,        23,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,NH4,ug/L,        17,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,NH4,ug/L,        23,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,NH4,ug/L,        20,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,NO3,ug/L,         3,2,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,NO3,ug/L,         4,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,NO3,ug/L,         3,2,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,NO3,ug/L,         4,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,PHEO,ug PHEO/L,         6.97,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,PHEO,ug PHEO/L,         6.78,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,PHEO,ug PHEO/L,         6.63,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,PHEO,ug PHEO/L,         6.55,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,PHEO,ug PHEO/L,         6.92,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,PHEO,ug PHEO/L,         8.19,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,PIM,mg/L,      2.4,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,PIM,mg/L,      2.4,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,POM,mg/L,      4.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,POM,mg/L,      3.8,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,SAX_tox,ug/L,      0.039,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,SAX_tox,ug/L,      0.039,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,SAX_tox,ug/L,      0.045,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,SAX_tox,ug/L,      0.043,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,ACTUAL,0.00,SECCHI,m,      1.20,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,ACTUAL,0.00,SECCHI,m,      1.30,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,TDN,ug/L,       690.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,TDN,ug/L,       730.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,TDN,ug/L,       720.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,TDN,ug/L,       710.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,TDN,ug/L,       750.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,TDN,ug/L,       740.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,TN,ug/L,       870.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,TN,ug/L,       880.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,TN,ug/L,       910.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,TN,ug/L,       890.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,TN,ug/L,       870.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,TN,ug/L,       970.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,TN,ug/L,       950.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,TN,ug/L,       960.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,TP,ug/L,        42.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,TP,ug/L,        41.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,TP,ug/L,        45.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,TP,ug/L,        44.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,TP,ug/L,        47.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,TP,ug/L,        47.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,TP,ug/L,        42.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,TP,ug/L,        46.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,SURF,0.00,TP,ug/L,        46.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,TP,ug/L,        44.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,TP,ug/L,        45.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,TP,ug/L,        48.0,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,TSS,mg/L,      6.4,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
197,2023-06-26,0,EPI,0.98,TSS,mg/L,      6.2,NA,38.709349458904526,-90.69062280690792,Prairie,Prairie 1,Sample,2023-06-26T13:24:00Z
