chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,waterPressure_barA,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,date,dateTime,MULakeNumber
1.52,1.66,44.8,4.02,178.9,0.163,0.14,289.6,0.01,188,8.17,7.17,20.476,1.688,38.68726,-94.35836,279.5,986.7,2021-05-25,2021-05-25T11:10:23Z,070
1.11,2.09,22.8,2.11,179.8,0.205,0.13,277.2,-0.03,180,11.21,7.09,18.803,2.153,38.68727,-94.35837,282,986.6,2021-05-25,2021-05-25T11:10:58Z,070
1.1,2.244,21.9,2.05,180.1,0.22,0.13,275.3,-0.03,179,11.55,7.08,18.567,2.275,38.68727,-94.35837,282,986.6,2021-05-25,2021-05-25T11:10:59Z,070
1.02,2.365,17.6,1.65,181.8,0.232,0.13,270.3,-0.02,176,12.66,7.04,18.366,2.396,38.68727,-94.35838,282,986.6,2021-05-25,2021-05-25T11:11:04Z,070
0.95,2.495,14,1.32,183.1,0.244,0.13,266.1,-0.02,173,13.79,7.01,18.088,2.541,38.68727,-94.35838,281.8,986.5,2021-05-25,2021-05-25T11:11:09Z,070
0.96,2.719,10.3,0.97,182.9,0.266,0.12,261.6,-0.05,170,16.84,7,17.768,2.809,38.68727,-94.35838,282,986.5,2021-05-25,2021-05-25T11:11:15Z,070
1.01,2.894,9.6,0.92,182.4,0.283,0.12,252.7,-0.07,164,20.8,7.01,17.202,2.963,38.68727,-94.35838,282,986.5,2021-05-25,2021-05-25T11:11:16Z,070
1.06,3.077,9,0.87,181.9,0.301,0.12,247.3,-0.06,161,21.51,7.02,16.859,3.086,38.68727,-94.35838,282.1,986.6,2021-05-25,2021-05-25T11:11:17Z,070
0.98,3.223,6.5,0.64,180,0.316,0.12,245.3,-0.01,159,31.87,7.05,16.273,3.248,38.68727,-94.35838,282.4,986.7,2021-05-25,2021-05-25T11:11:22Z,070
1.04,3.387,4.9,0.48,180.5,0.332,0.11,235.8,-0.01,153,31.83,7.03,16.188,3.424,38.68727,-94.35838,282.5,986.7,2021-05-25,2021-05-25T11:11:27Z,070
1,3.527,4.2,0.42,180.8,0.346,0.11,234.5,0.04,152,30.78,7.03,16.155,3.56,38.68727,-94.35838,282.5,986.6,2021-05-25,2021-05-25T11:11:29Z,070
1.02,3.624,4,0.39,180.6,0.355,0.11,234.2,0.02,152,32.68,7.03,16.109,3.69,38.68727,-94.35838,282.5,986.5,2021-05-25,2021-05-25T11:11:30Z,070
1.01,3.792,3.5,0.35,179.6,0.371,0.11,234.2,-0.01,152,33.93,7.04,16.062,3.82,38.68727,-94.35838,282.4,986.7,2021-05-25,2021-05-25T11:11:32Z,070
1.13,3.895,3.3,0.33,179.4,0.382,0.11,234.3,0,152,35.37,7.04,16.056,3.927,38.68727,-94.35838,282.4,986.6,2021-05-25,2021-05-25T11:11:33Z,070
1.19,3.972,3.1,0.31,178.9,0.389,0.11,234.8,0.02,153,37.17,7.05,16.016,4.042,38.68727,-94.35838,282.5,986.6,2021-05-25,2021-05-25T11:11:34Z,070
1.13,4.17,3,0.29,178.2,0.409,0.11,236.5,0.03,154,39.85,7.06,15.974,4.206,38.68727,-94.35838,282.5,986.7,2021-05-25,2021-05-25T11:11:35Z,070
1.08,4.256,2.8,0.28,177.4,0.417,0.11,237.6,0.03,154,40.35,7.07,15.92,4.275,38.68727,-94.35838,282.4,986.7,2021-05-25,2021-05-25T11:11:36Z,070
1.11,4.33,2.7,0.27,176.9,0.424,0.11,239.2,0.03,156,42.88,7.08,15.873,4.387,38.68727,-94.35838,282.4,986.6,2021-05-25,2021-05-25T11:11:37Z,070
1.32,4.451,2.5,0.25,176.5,0.436,0.12,244.2,0.07,159,57.49,7.08,15.692,4.485,38.68727,-94.35838,282.4,986.6,2021-05-25,2021-05-25T11:11:38Z,070
2.08,4.559,2.2,0.22,175,0.447,0.12,250.5,0.3,163,64.07,7.08,15.641,4.611,38.68727,-94.35838,282.3,986.7,2021-05-25,2021-05-25T11:11:42Z,070
